103_1,[['Hannspree']]
103_2,[['Hannspree']]
103_3,[['Hannspree']]
103_4,[['Hannspree']]
103_5,[['Hannspree']]
128_1,[['Asus']]
128_2,[['Asus']]
128_3,[['Asus']]
128_4,[['Asus']]
128_5,[['Asus']]
132_1,[['Asus']]
132_2,[['Asus']]
132_3,[['Asus']]
132_4,[['Asus']]
132_5,[['Asus']]
133_1,[['Asus']]
133_2,[['Asus']]
133_3,[['Asus']]
133_4,[['Asus']]
133_5,[['Asus']]
168_1,[['Asus']]
168_2,[['Asus']]
168_3,[['Asus']]
168_4,[['Asus']]
168_5,[['Asus']]
171_1,[['Asus']]
171_2,[['Asus']]
171_3,[['Asus']]
171_4,[['Asus']]
171_5,[['Asus']]
186_1,[['Asus']]
186_2,[['Asus']]
186_3,[['Asus']]
186_4,[['Asus']]
186_5,[['Asus']]
190_1,[['Asus']]
190_2,[['Asus']]
190_3,[['Asus']]
190_4,[['Asus']]
190_5,[['Asus']]
193_1,[['iiyama North America']]
193_2,[['iiyama North America']]
193_3,[['iiyama North America']]
193_4,[['iiyama North America']]
193_5,[['iiyama North America']]
22_1,[['Philips Electronics']]
22_2,[['Philips Electronics']]
22_3,[['Philips Electronics']]
22_4,[['Philips Electronics']]
22_5,[['Philips Electronics']]
25_1,[['Philips Electronics']]
25_2,[['Philips Electronics']]
25_3,[['Philips Electronics']]
25_4,[['Philips Electronics']]
25_5,[['Philips Electronics']]
27_1,[['Philips Electronics']]
27_2,[['Philips Electronics']]
27_3,[['Philips Electronics']]
27_4,[['Philips Electronics']]
27_5,[['Philips Electronics']]
28_1,[['Philips Electronics']]
28_2,[['Philips Electronics']]
28_3,[['Philips Electronics']]
28_4,[['Philips Electronics']]
28_5,[['Philips Electronics']]
32_1,[['Philips Electronics']]
32_2,[['Philips Electronics']]
32_3,[['Philips Electronics']]
32_4,[['Philips Electronics']]
32_5,[['Philips Electronics']]
33_1,[['Philips Electronics']]
33_2,[['Philips Electronics']]
33_3,[['Philips Electronics']]
33_4,[['Philips Electronics']]
33_5,[['Philips Electronics']]
39_1,[['Philips Electronics']]
39_2,[['Philips Electronics']]
39_3,[['Philips Electronics']]
39_4,[['Philips Electronics']]
39_5,[['Philips Electronics']]
40_1,[['Philips Electronics']]
40_2,[['Philips Electronics']]
40_3,[['Philips Electronics']]
40_4,[['Philips Electronics']]
40_5,[['Philips Electronics']]
41_1,[['Philips Electronics']]
41_2,[['Philips Electronics']]
41_3,[['Philips Electronics']]
41_4,[['Philips Electronics']]
41_5,[['Philips Electronics']]
62_1,[['Philips Electronics']]
62_2,[['Philips Electronics']]
62_3,[['Philips Electronics']]
62_4,[['Philips Electronics']]
62_5,[['Philips Electronics']]
88_1,[['iiyama North America']]
88_2,[['iiyama North America']]
88_3,[['iiyama North America']]
88_4,[['iiyama North America']]
88_5,[['iiyama North America']]
