sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L
4,11,7155,,,7355,5147,,4719,2029
27,956,9167,,,4367,2422,,4727,73
29,492,7428,,,7911,2304,,113,2487
37,617,9852,,,7913,7711,,143,111
38,159,6185,,,2507,7712,,146,8026
48,473,8624,,,7916,7715,,183,148
76,492,3303,,,6038,5665,,292,229
79,1016,2907,,,4559,1751,,303,237
88,31,8995,,,6049,5987,,4743,262
100,639,668,,,1082,2134,,398,306
102,577,7152,,,5671,5901,,406,6197
110,1140,11033,,,4748,6965,,439,504
112,61,9237,,,7926,5068,,444,2514
121,789,11825,,,6309,7722,,477,364
123,370,7664,,,2804,1477,,484,369
148,772,2562,,,2712,5762,,569,439
152,623,127,,,6217,2454,,342,450
168,208,11840,,,7933,7729,,6197,491
171,509,2772,,,4083,6868,,3638,498
177,912,865,,,1088,587,,674,3690
181,1078,11849,,,7934,7735,,690,532
201,836,7803,,,6962,7740,,756,594
205,529,2796,,,6203,4741,,770,607
209,215,3721,,,6279,5156,,785,622
214,155,6602,,,1477,6286,,804,7393
216,135,11065,,,4212,7741,,811,396
240,668,11040,,,7943,1966,,7220,4030
267,880,6036,,,3661,3288,,986,765
279,856,8222,,,6789,7375,,4812,2569
290,485,11870,,,7948,7759,,1067,2591
291,183,6312,,,7949,7760,,1070,8120
295,925,6749,,,2876,7761,,4326,847
322,499,9395,,,7955,1801,,1172,480
325,498,4844,,,4415,6002,,1182,7493
359,109,11889,,,,7773,,,1010
362,509,11897,,,7958,7774,,1300,2612
383,717,8944,,,7962,7777,,1374,1071
407,1040,6194,,,411,6039,,1450,1132
423,592,11907,,,3855,7785,,5246,2633
462,292,3109,,,5692,5134,,1629,1265
464,373,2390,,,1612,5190,,1473,1270
466,7,3123,,,7122,4459,,4865,4737
470,411,11330,,,806,6364,,1657,1286
500,261,7287,,,7979,6697,,2545,6440
502,129,1953,,,6064,7769,,8153,990
507,227,2255,,,1432,2867,,5277,2040
516,485,6006,,,4650,6251,,1805,2665
529,490,9655,,,3038,6600,,2114,1842
546,1040,2125,,,1778,6125,,1894,1478
549,245,4888,,,3985,2887,,1418,1485
554,796,5938,,,1630,3892,,1917,1076
555,789,3952,,,7984,7801,,2136,1501
556,748,3209,,,1074,3347,,1923,1504
562,216,4306,,,5672,6814,,1942,1516
580,468,4040,,,7663,7806,,1971,476
591,563,3139,,,460,5938,,1439,1592
627,838,2719,,,5181,2287,,2136,101
632,471,11956,,,8004,7815,,7614,1703
641,217,4209,,,805,127,,7516,1318
643,1300,3968,,,2901,6233,,1087,1726
670,755,2818,,,4464,2727,,2282,647
671,1040,1122,,,6953,148,,8049,2719
696,562,2568,,,757,635,,797,2731
700,912,4424,,,1018,790,,2380,1892
707,610,9396,,,5157,3130,,2404,1881
748,411,2295,,,708,965,,2217,2750
759,261,4690,,,2873,7835,,2558,2754
760,270,2396,,,8017,1547,,2562,1999
768,835,4935,,,8018,2198,,7031,7967
776,292,6456,,,403,1911,,2607,2148
792,887,9851,,,6240,3290,,2655,1551
803,480,11995,,,8023,7842,,7401,2773
806,390,12003,,,8024,7843,,7866,2101
813,736,24,,,3082,5469,,2716,2778
825,804,7137,,,5636,1579,,4984,117
829,468,2324,,,8026,7844,,6367,8311
835,291,2611,,,3285,2382,,797,1859
838,615,1401,,,3535,344,,2794,279
848,504,6393,,,8030,5551,,4988,480
849,135,6886,,,3459,3166,,2828,381
861,862,2580,,,1753,7850,,2856,1125
863,684,769,,,441,1350,,2860,500
877,480,846,,,538,5118,,2902,967
888,494,7821,,,7885,3112,,2932,1575
895,424,7310,,,8041,7856,,2954,2225
913,377,5878,,,2749,3506,,3002,2304
922,616,2394,,,433,1538,,3034,2323
940,377,10923,,,8048,7862,,3087,2828
949,435,161,,,1510,1581,,3116,2368
959,908,191,,,2166,4084,,3151,1170
960,247,12039,,,8051,7867,,8235,6692
968,1256,3919,,,3843,228,,3116,2410
970,350,138,,,2228,3981,,233,2023
976,496,12050,,,,7870,,3199,8354
980,1100,7099,,,6415,1980,,3207,2522
981,615,8102,,,5827,5477,,3210,2440
984,148,5991,,,3579,3112,,6408,2854
988,182,8182,,,5680,6475,,3232,1136
989,72,922,,,427,5670,,731,8360
998,643,12063,,,8057,7874,,3257,2861
