2,0,30,41,0,335,326,,,2
2,1,30,44,1,335,346,,,1123
2,2,30,35,2,335,328,,,2242
2,3,30,34,3,335,338,,,3147
2,4,30,57,4,335,355,,,4199
2,6,30,32,6,335,338,,,5295
2,7,30,25,7,335,309,,,6321
2,8,30,36,8,335,317,,,7478
2,9,30,36,9,335,321,,,8627
2,10,30,33,10,335,317,,,9577
2,11,30,46,11,335,342,,,10671
2,12,30,54,12,335,343,,,11803
2,13,30,32,13,335,318,,,12864
2,14,30,52,14,336,350,,,13944
2,15,30,60,15,336,358,,,14090
2,16,30,47,16,336,359,,,15224
2,17,30,50,17,336,350,,,16270
2,18,30,62,18,336,369,,,17374
2,19,30,160,19,336,468,,,18484
2,20,30,187,21,336,493,,,19594
2,21,30,34,23,336,334,,,20727
2,22,30,33,24,336,344,,,21638
2,23,30,34,25,336,327,,,22596
2,24,30,45,26,336,333,,,23712
2,25,30,50,27,336,335,,,24839
2,26,30,37,28,336,341,,,25969
2,27,30,37,29,336,330,,,27103
2,28,30,40,30,336,345,,,28198
2,29,30,57,31,336,369,,,29144
2,30,30,101,32,336,401,,,30200
20,0,360,370,0,400,379,5,4,20
20,1,360,367,1,400,376,5,58,1142
20,2,360,367,2,400,378,5,18,2258
20,3,360,373,3,400,403,5,18,3164
20,4,360,378,4,400,387,5,18,4215
20,6,360,376,6,400,385,5,18,5309
20,7,360,374,7,400,405,5,18,6338
20,8,360,351,8,400,380,5,210,7495
20,9,360,352,9,400,383,5,18,8642
20,10,360,443,10,400,463,5,18,9593
20,11,360,358,11,400,380,5,4,10687
20,12,360,356,12,400,385,5,58,11819
20,13,360,358,13,400,378,5,4,12879
20,14,360,409,14,400,431,5,210,13953
20,15,360,360,15,400,377,5,58,14102
20,16,360,354,16,400,373,5,58,15236
20,17,360,358,17,400,377,5,58,16283
20,18,360,352,18,400,372,5,58,17386
20,19,360,354,19,400,382,5,18,18495
20,,,,,,,5,18,35680
20,21,360,355,23,400,383,5,58,20741
20,22,360,351,24,400,373,5,4,21650
20,23,360,360,25,400,388,5,58,22607
20,24,360,366,26,400,390,5,210,23723
20,25,360,361,27,400,387,5,18,24850
20,26,360,357,28,400,383,5,58,25980
20,28,360,420,30,400,450,5,4,28213
20,29,360,359,31,400,405,5,58,29154
20,,,,,,,,4,35680
20,31,360,372,33,400,385,5,18,31352
21,0,360,416,0,450,471,6,5,21
21,1,360,385,1,450,464,6,42,1143
