sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L
21.999999999999996,LCD Monitor,5:04,5.0,100.00,1.0
24.999999999999996,LCD Monitor,16:10,4.184456690060953,100.00,0.8368913380121906
26.999999999999996,LCD Monitor,16:09,5.0,100.00,1.0
28.0,LCD Monitor,16:09,4.225876849738611,100.00,0.8451753699477225
32.0,LCD Monitor,16:09,5.0,100.00,1.0
33.0,LCD Monitor,16:09,2.2937035540130166,100.00,1.0
39.0,LCD Monitor,16:09,4.7595241602268334,100.00,1.0
40.0,LCD Monitor,16:09,4.225876849738611,100.00,0.8451753699477225
41.0,LCD Monitor,16:09,5.0,100.00,1.0
62.00000000000001,LCD Monitor,16:10,14.0,100.00,1.0
87.99999999999999,LCD Monitor,16:09,2.0,100.00,1.0
102.99999999999999,LCD Monitor,16:09,5.0,100.00,1.0
128.0,LCD Monitor,16:10,6,100.00,1
132.0,LCD Monitor,21:09,5.0,100.00,1.0
133.0,LCD Monitor,16:09,8.0,100.00,1.0
167.99999999999997,LCD Monitor,16:09,2.0,100.00,1.0
171.0,LCD Monitor,16:09,2,100.00,1
185.99999999999997,LCD Monitor,16:10,5.0,100.00,1.0
190.0,LCD Monitor,16:09,5.0,100.00,1.0
192.99999999999997,LCD Monitor,16:09,4.225876849738611,100.00,0.8451753699477225
