entity,screen_type,supported_aspect_ratio,response_time(ms),screen_size_diagonal,day
5,Austin,Rain,93,1
10,Austin,Light Rain,93,1
13,Austin,Cloudy,82,1
25,Austin,Cloudy,81,1
31,Austin,Cloudy,84,1
35,Austin,Cloudy,85,1
38,Austin,Cloudy,85,1
39,Austin,Cloudy,85,1
43,Austin,Mist,93,1
50,Austin,Light Fog,88,1
60,Austin,Overcast,85,1
91,Austin,Partly Cloudy,64,1
104,Austin,Partly Sunny,80,1
112,Austin,Partly Sunny,55,1
130,Austin,Cloudy,88,1
132,Austin,Cloudy,88,1
145,Austin,Cloudy,81,1
149,Austin,Rain,96,1
154,Austin,Mist,92,1
156,Austin,Rain,93,1
167,Austin,Mist,100,1
174,Austin,Mist/Fog,93,1
205,Austin,Mist,96,1
209,Austin,Rain,100,1
251,Austin,Mist/Fog,86,1
254,Austin,Mist/Fog,86,1
257,Austin,Overcast with Haze,80,1
259,Austin,Cloudy,76,1
273,Austin,Rain,89,1
275,Austin,Rain,93,1
280,Austin,Rain,92,1
302,Austin,Overcast,80,1
314,Austin,Mist/Light Rain Fog,93,1
315,Austin,Mist/Light Rain Fog,90,1
324,Baltimore,Some Clouds,43,1
342,Baltimore,Clear,52,1
376,Austin,Fair,43,1
382,Austin,A Few Clouds,57,1
398,Austin,Overcast,40,1
407,Baltimore,Cloudy,36,1
408,Baltimore,Cloudy,36,1
428,Baltimore,Snow And Fog,83,1
441,Baltimore,Light Snow,80,1
462,Baltimore,Sunny,33,1
467,Baltimore,Sunny,37,1
483,Baltimore,Clear,61,1
496,Austin,Mainly Cloudy,65,1
498,Austin,Partly Cloudy,60,1
517,Baltimore,Mostly Clear,55,1
528,Baltimore,Some Clouds,81,1
535,Baltimore,Cloudy,81,1
552,Austin,Mostly Cloudy,61,1
565,Austin,Overcast,75,1
600,Baltimore,Cloudy,88,1
611,Austin,Light Snow,79,1
625,Austin,Mist/Fog,85,1
646,Boston,Clear,42,1
649,Boston,Sunny,38,1
655,Boston,Mostly Sunny,26,1
660,Boston,Clear,35,1
669,Boston,Cloudy,40,1
671,Boston,Cloudy,44,1
673,Boston,Some Clouds,44,1
676,Boston,Clear,48,1
684,Boston,Partly Sunny,36,1
692,Boston,Mostly Clear,29,1
731,Boston,Clear,32,1
734,Boston,Clear,36,1
