7258,9,0.511605464
7258,7355,0.797448771
9,7355,0.492851228
4367,6087,0.898425211
4367,60,0.668454894
6087,60,0.718271009
64,7264,0.974809865
64,7911,0.613800735
7264,7911,0.602366243
7913,82,0.597846565
7913,5169,0.648721102
82,5169,0.534282008
2507,7267,0.811083582
2507,86,0.818025988
7267,86,0.971318537
7916,106,0.442064711
7916,7917,0.732990986
7916,7272,0.729186647
106,7917,0.668817361
106,7272,0.654315859
7917,7272,0.980520414
168,6038,0.331025681
168,6028,0.575996261
6038,6028,0.813398899
173,4559,0.676022804
173,174,0.642006118
4559,174,0.830508205
193,6049,0.648715957
193,2444,0.788417362
6049,2444,0.841338794
7282,221,0.978054509
7282,1082,0.750354509
221,1082,0.783851677
5671,3825,0.790207305
5671,227,0.442832575
3825,227,0.540596888
4748,7287,0.620756202
4748,243,0.630410933
7287,243,0.440790983
7926,1913,0.665060012
7926,247,0.36433783
1913,247,0.56679737
7289,265,0.690478885
7289,6309,0.789411623
265,6309,0.647370515
268,2804,0.781862216
268,7291,0.985497707
2804,7291,0.749298839
2712,3853,0.823761434
2712,317,0.720307391
3853,317,0.649679181
5380,6217,0.644072736
5380,5294,0.983962258
5380,326,0.969689556
6217,5294,0.674438681
6217,326,0.678626755
5294,326,0.966658268
361,7306,0.643505512
361,7933,0.61230509
7306,7933,0.808853662
367,4083,0.619715383
367,1995,0.685514457
4083,1995,0.864733471
1088,378,0.654417799
1088,1777,0.729501534
378,1777,0.928573162
388,7934,0.618995457
388,7310,0.610153634
7934,7310,0.501157799
7236,434,0.956730334
7236,6962,0.508071351
434,6962,0.534431913
445,6203,0.771131783
445,3477,0.977007431
6203,3477,0.794570082
6279,453,0.657062913
6279,5158,0.823573684
453,5158,0.763843525
1477,7317,0.690406328
1477,462,0.416900038
7317,462,0.634261128
4212,467,0.443374536
4212,4300,0.723513287
467,4300,0.501285865
3327,7943,0.83729066
3327,512,0.980542883
7943,512,0.831084395
3661,5518,0.397088581
3661,569,0.558923444
5518,569,0.52915877
591,6789,0.399763568
591,7334,0.46496243
6789,7334,0.904599929
613,7948,0.814822295
616,7949,0.533487169
616,7339,0.562266621
7949,7339,0.64667106
623,2876,0.507606851
623,4543,0.613067392
2876,4543,0.72235477
7955,676,0.730662196
7955,1849,0.774720518
676,1849,0.569106201
683,4415,0.636625369
752,7353,0.972279082
752,1166,0.79686378
7353,1166,0.796381502
6805,7958,0.804571086
6805,762,0.980610229
7958,762,0.79383894
4117,803,0.632928504
4117,7962,0.618624657
803,7962,0.392398163
389,411,0.597299694
389,853,0.504607951
411,853,0.452222567
6822,3855,0.796570137
6822,884,0.565007699
3855,884,0.454793845
956,5692,0.567607362
956,5119,0.599163081
5692,5119,0.767361136
3957,961,0.975940487
3957,1612,0.739289586
961,1612,0.750897128
7122,7378,0.907564123
7122,963,0.908627553
7378,963,0.968040559
581,806,0.48522501
1027,7979,0.673839272
1027,289,0.989056253
7979,289,0.66892734
6064,5827,0.669009651
6064,7351,0.855245014
5827,7351,0.805426819
1432,1040,0.637797922
1432,7417,0.835973204
1432,1039,0.842552707
1040,7417,0.554718474
1040,1039,0.606222732
7417,1039,0.9717722
1060,4650,0.456709315
1060,3377,0.617045444
4650,3377,0.785519319
1086,3454,0.96210987
1086,3038,0.812144122
3454,3038,0.798402764
1778,1144,0.719220992
1778,1114,0.810518053
1144,1114,0.742010536
3985,4987,0.792636236
3985,1119,0.653145144
4987,1119,0.880832552
1129,1630,0.817870824
1129,4243,0.967720471
1630,4243,0.861082076
7984,3549,0.762636157
7984,1131,0.447596162
3549,1131,0.696701045
5270,1074,0.747380272
5270,1133,0.944194484
1074,1133,0.731348215
115,5672,0.582367007
115,1144,0.55922454
5672,1144,0.689847707
1182,2306,0.646447279
1182,7663,0.660737252
2306,7663,0.782713588
460,3488,0.801813039
460,714,0.783461536
3488,714,0.971621549
5181,1272,0.897021289
5181,908,0.707194046
1272,908,0.811841017
7159,8004,0.824563596
7159,1282,0.970765427
8004,1282,0.781931819
1297,828,0.780345441
1297,805,0.730725679
828,805,0.630535287
2901,706,0.500693623
2901,4386,0.791129138
706,4386,0.738542001
1345,3793,0.63702353
1345,4464,0.548957209
3793,4464,0.733595702
1347,6953,0.668732295
1347,7420,0.983187289
6953,7420,0.658909545
1636,757,0.580096172
1636,1394,0.741756518
757,1394,0.673958769
1018,2235,0.868909974
1018,1400,0.672691926
2235,1400,0.747461196
1413,5157,0.630486538
1413,5602,0.825767522
5157,5602,0.686905775
4311,708,0.772897651
4311,1481,0.965094261
708,1481,0.787936475
2873,1506,0.816753509
2873,7442,0.782858707
1506,7442,0.969840792
1508,8017,0.863514215
1508,7197,0.671080476
8017,7197,0.628840459
956,7444,0.689351256
956,8018,0.640255643
7444,8018,0.84036788
1541,403,0.660239211
1541,1178,0.975731407
403,1178,0.660753995
6240,1567,0.69925185
6240,7450,0.717018272
1567,7450,0.990071976
8023,7451,0.815626041
8023,1584,0.832666292
7451,1584,0.976608916
8024,7454,0.794120484
8024,1589,0.837542085
7454,1589,0.97137303
7455,1600,0.58003689
7455,3082,0.883575472
1600,3082,0.60483155
1621,4096,0.975233115
1621,5636,0.867826168
4096,5636,0.851056283
8026,574,0.655350695
8026,1627,0.628147249
574,1627,0.569569219
755,3285,0.563078729
755,3386,0.522499207
3285,3386,0.665918869
5164,3535,0.745304552
5164,580,0.708254595
3535,580,0.561119687
1659,8030,0.706261245
1659,7460,0.69115504
1659,5477,0.53910314
8030,7460,0.986872792
8030,5477,0.587762066
7460,5477,0.565383264
4128,1661,0.962579582
4128,3459,0.837934705
1661,3459,0.84946576
1682,3663,0.969669701
1682,1753,0.659797197
3663,1753,0.713613431
426,441,0.635242031
426,1684,0.744645146
441,1684,0.734677569
1708,5130,0.947374189
1708,538,0.574216358
5130,538,0.577731935
1720,7885,0.629712686
1720,6257,0.971524886
7885,6257,0.617687647
1734,8041,0.829787886
1734,3578,0.96522177
8041,3578,0.838461073
1762,3403,0.987627379
1762,2749,0.823241208
3403,2749,0.846498564
1784,433,0.586911115
1784,1120,0.793867486
433,1120,0.794249769
4538,826,0.664153529
4538,5330,0.977838408
4538,8048,0.787191733
826,5330,0.677942232
826,8048,0.525032232
5330,8048,0.766207049
4679,1510,0.618894027
4679,1826,0.748488032
4679,2186,0.63369686
1510,1826,0.427560667
1510,2186,0.382050038
1826,2186,0.589773359
2166,1274,0.727005194
2166,1394,0.717382586
1274,1394,0.897415197
7240,1847,0.985752276
7240,8052,0.982996928
7240,8051,0.897884349
1847,8052,0.981624504
1847,8051,0.892741615
8052,8051,0.885956906
3843,1859,0.799145822
2228,1862,0.84023632
1875,8055,0.755684187
1875,7490,0.978451523
8055,7490,0.788021898
6415,1879,0.736764548
1880,378,0.744110819
1880,5827,0.660530473
378,5827,0.796643057
3579,1886,0.709734116
3579,5422,0.707968083
1886,5422,0.980139272
6470,1892,0.603545987
6470,5680,0.729258613
1892,5680,0.553325059
427,6319,0.781625564
427,541,0.747290443
427,403,0.646475671
6319,541,0.966353677
6319,403,0.703456777
541,403,0.692665101
