11,31,0.544002601
11,399,0.723884219
31,399,0.570812104
361,956,0.385970145
361,821,0.518355883
361,193,0.651444724
361,380,0.645190756
361,1157,0.649347499
361,773,0.636210375
361,551,0.48622903
956,821,0.533916056
956,193,0.620525531
956,380,0.629430757
956,1157,0.615781692
956,773,0.63637572
956,551,0.48433487
821,193,0.602927274
821,380,0.829744586
821,1157,0.814234454
821,773,0.845266233
821,551,0.651242287
193,380,0.795779581
193,1157,0.811001598
193,773,0.808729754
193,551,0.569375254
380,1157,0.982787764
380,773,0.978094418
380,551,0.786907787
1157,773,0.98106418
1157,551,0.798776227
773,551,0.780974778
639,216,0.243576005
639,258,0.381973208
639,492,0.679058197
639,508,0.605724944
639,820,0.722620569
639,826,0.590275567
216,258,0.19250368
216,492,0.429070433
216,508,0.442320025
216,820,0.323545342
216,826,0.322678465
258,492,0.597288961
258,508,0.498693848
258,820,0.439748443
258,826,0.578206028
492,508,0.719779205
492,820,0.765740221
492,826,0.782479069
508,820,0.68245722
508,826,0.602430039
820,826,0.701712825
101,5,0.586376309
101,788,0.311516206
101,891,0.503387507
101,316,0.642522363
101,790,0.401845454
101,617,0.474309561
5,788,0.138364292
5,891,0.573104578
5,316,0.5967391
5,790,0.444863754
5,617,0.540838719
788,891,0.296874064
788,316,0.54049394
788,790,0.629908046
788,617,0.481207108
891,316,0.772688664
891,790,0.474122412
891,617,0.483481762
316,790,0.703904925
316,617,0.64617343
790,617,0.631543646
160,787,0.547035942
160,6,0.629168249
160,648,0.773126328
160,8,0.514311185
160,464,0.533778886
160,159,0.609818103
787,6,0.681763459
787,648,0.697731659
787,8,0.675115391
787,464,0.372506834
787,159,0.445594307
6,648,0.722637034
6,8,0.579327112
6,464,0.439033371
6,159,0.421220705
648,8,0.637787844
648,464,0.486206381
648,159,0.5732697
8,464,0.379167929
8,159,0.445669492
464,159,0.384430237
473,474,0.430822583
473,78,0.483750075
473,319,0.536124343
474,78,0.743002269
474,319,0.675489292
78,319,0.921570354
574,258,0.467730891
574,492,0.603807687
574,232,0.571339471
574,820,0.525578382
574,826,0.56863557
258,492,0.597288961
258,232,0.535873762
258,820,0.439748443
258,826,0.578206028
492,232,0.732845982
492,820,0.765740221
492,826,0.782479069
232,820,0.779659506
232,826,0.591762238
820,826,0.701712825
73,349,0.629357845
73,232,0.638308529
73,184,0.388471655
73,820,0.605616662
73,1016,0.610867203
349,232,0.821809236
349,184,0.770837294
349,820,0.65846865
349,1016,0.979750135
232,184,0.687083548
232,820,0.779659506
232,1016,0.837747643
184,820,0.564799587
184,1016,0.775536989
820,1016,0.667381989
563,5,0.461232893
563,323,0.489670217
563,399,0.530515931
563,340,0.602027333
563,31,0.477214938
563,11,0.488393149
5,323,0.48365895
5,399,0.442413816
5,340,0.563186312
5,31,0.495979625
5,11,0.480032578
323,399,0.439174699
323,340,0.680960513
323,31,0.467341311
323,11,0.454316841
399,340,0.597810999
399,31,0.570812104
399,11,0.723884219
340,31,0.54913917
340,11,0.683496221
31,11,0.544002601
639,874,0.59130147
639,266,0.595526297
639,740,0.625260571
639,820,0.722620569
874,266,0.735402748
874,740,0.976551928
874,820,0.651840013
266,740,0.751463635
266,820,0.627636316
740,820,0.662925923
322,899,0.517516232
322,577,0.493850046
322,288,0.264268689
899,577,0.988636875
899,288,0.56323687
577,288,0.558288633
645,1140,0.628896541
645,769,0.512771751
645,337,0.546075711
645,551,0.590629042
1140,769,0.7167807
1140,337,0.845791161
1140,551,0.744028607
769,337,0.648088365
769,551,0.839699092
337,551,0.638082717
141,60,0.660307601
141,454,0.681356274
141,61,0.703667232
141,58,0.97551153
141,208,0.441677833
60,454,0.500576571
60,61,0.551494847
60,58,0.614989592
60,208,0.5705683
454,61,0.517508382
454,58,0.684059297
454,208,0.306606286
61,58,0.709239461
61,208,0.350850113
58,208,0.408462324
645,789,0.514321546
645,828,0.547685001
