1,2,63,41,0
2,2,63,41,1
0,2,19,14,2
1,2,21,10,3
2,2,23,12,4
0,2,79,55,5
1,2,79,57,6
2,2,79,57,7
0,1,61,45,8
1,2,63,48,9
2,1,63,50,10
0,2,70,55,11
1,2,70,55,12
2,2,66,54,13
0,1,54,45,14
1,1,55,45,15
0,1,66,54,16
1,2,68,52,17
2,2,70,54,18
0,1,75,64,19
0,1,73,59,20
1,1,73,57,21
2,2,73,57,22
2,2,61,41,23
0,4,39,27,24
1,1,41,27,25
2,4,37,25,26
1,2,55,48,27
2,1,57,50,28
0,1,57,39,29
1,2,55,43,30
2,2,57,46,31
1,2,54,43,32
2,2,55,45,33
0,1,54,41,34
1,2,55,45,35
2,1,55,45,36
3,2,64,39,37
4,1,66,39,38
5,1,66,45,39
3,1,21,7,40
4,1,21,5,41
5,1,19,5,42
3,1,77,54,43
4,1,77,55,44
5,1,79,55,45
3,1,61,48,46
5,1,66,46,47
4,1,68,45,48
4,1,64,54,49
5,2,66,55,50
4,1,68,50,51
5,2,64,52,52
3,2,48,32,53
4,1,50,36,54
5,1,52,32,55
3,1,52,41,56
4,1,57,43,57
5,1,55,41,58
3,1,57,41,59
4,1,55,43,60
5,1,59,46,61
3,1,68,48,62
4,1,68,52,63
5,1,70,52,64
4,1,82,63,65
5,1,77,63,66
4,1,72,59,67
5,1,72,57,68
3,1,59,39,69
4,1,63,43,70
5,1,61,45,71
5,1,77,72,72
3,4,41,21,73
5,1,45,16,74
3,2,55,41,75
5,1,54,41,76
3,1,57,45,77
5,1,64,37,78
3,2,55,36,79
5,1,59,45,80
3,1,57,43,81
5,1,55,41,82
6,2,63,42,37
7,1,61,44,38
8,1,62,46,39
6,1,20,12,40
7,2,21,8,41
8,2,14,8,42
6,2,73,53,43
7,2,73,56,44
8,2,74,57,45
6,2,64,46,46
7,1,58,51,83
8,1,58,48,47
6,1,58,48,84
7,1,60,47,48
8,2,59,49,85
6,1,63,55,86
7,1,64,55,49
8,2,63,54,50
6,1,64,58,87
7,1,67,55,51
8,2,68,53,52
6,2,46,34,53
7,2,47,32,54
8,1,50,35,55
6,2,52,44,56
7,1,54,46,57
8,1,53,45,58
6,2,50,43,59
7,1,52,43,60
8,1,56,42,61
6,1,67,53,62
7,2,68,54,63
8,2,69,55,64
6,2,79,69,88
7,2,78,63,65
8,2,78,65,66
6,1,74,58,89
7,2,74,60,67
8,1,71,59,68
6,1,60,42,69
7,1,59,49,70
8,1,62,49,71
7,2,80,74,90
7,2,39,24,91
8,2,39,27,74
6,2,56,42,75
7,1,55,46,92
8,1,52,40,76
6,2,54,41,77
7,1,52,46,93
8,1,56,40,78
6,2,54,39,79
7,1,54,43,94
6,2,54,41,81
7,1,52,43,95
0,2,61,41,0
1,2,61,45,1
2,2,61,39,96
0,2,19,10,3
1,1,23,12,4
2,2,12,7,97
0,2,79,57,6
1,2,79,55,7
2,2,79,57,98
0,2,64,48,9
1,1,64,50,10
1,1,64,45,99
0,2,68,54,12
1,2,70,54,13
2,2,72,54,100
0,2,66,54,101
1,2,70,55,102
2,2,72,55,103
0,1,52,37,104
1,2,54,37,105
1,1,54,43,106
2,1,55,43,107
0,1,55,45,15
1,1,59,43,108
2,1,59,43,109
0,2,68,54,17
1,2,70,54,18
2,2,68,52,110
1,1,72,66,111
2,2,75,63,112
1,2,73,55,22
2,2,73,55,113
0,2,59,50,27
1,1,61,48,28
2,1,52,39,114
0,2,57,43,30
1,1,57,45,31
2,1,54,37,115
0,1,55,43,32
1,2,57,45,33
0,2,57,46,35
1,2,57,41,36
2,1,50,36,116
3,1,66,41,38
5,1,66,39,117
3,1,21,1,41
4,1,19,3,42
5,1,21,5,2
3,1,79,55,44
4,2,81,54,45
5,1,79,55,5
5,1,68,48,8
3,1,64,52,49
4,2,63,55,50
5,2,68,54,11
3,1,66,50,51
4,2,68,50,52
5,2,68,50,118
3,1,46,32,54
4,1,52,34,55
5,1,52,32,119
3,1,57,43,57
5,1,52,39,120
3,1,55,41,60
4,1,55,45,61
5,2,57,43,14
3,1,70,52,63
4,1,70,52,64
5,1,70,48,16
3,1,81,63,65
5,2,79,59,19
3,1,68,61,67
5,2,70,52,20
3,1,64,45,70
5,1,61,36,121
3,4,45,21,91
4,4,50,23,74
5,1,45,14,24
3,1,57,46,92
4,1,57,37,76
5,1,61,45,122
4,1,63,45,78
5,1,61,41,29
3,1,57,43,94
4,1,63,46,80
5,1,57,34,123
4,1,59,36,82
5,1,59,46,34
6,2,63,43,38
7,1,64,45,39
8,2,62,44,117
6,2,18,4,41
7,2,17,5,42
8,2,12,6,2
6,2,74,52,44
7,2,75,59,45
8,2,78,59,5
6,1,61,48,83
7,1,62,48,47
8,2,63,52,8
6,1,62,47,48
7,1,62,56,85
8,1,66,49,124
6,1,61,53,49
7,1,63,53,50
8,2,61,57,11
6,1,65,56,51
7,1,66,52,52
8,2,67,57,118
6,2,46,36,54
7,2,48,35,55
8,2,51,34,119
6,2,54,44,57
7,1,54,47,58
8,2,53,43,120
6,2,52,44,60
7,1,55,46,61
8,2,58,44,14
6,2,68,53,63
7,2,69,55,64
8,2,70,54,16
6,1,77,66,65
7,2,79,65,66
8,1,76,63,19
6,1,72,62,67
7,1,74,60,68
8,1,68,55,20
6,1,62,46,70
7,1,63,48,71
8,2,66,50,121
7,1,81,74,72
7,2,42,27,74
8,2,43,24,24
6,1,55,49,92
7,1,54,43,76
8,1,54,44,122
6,2,53,46,93
7,1,54,47,78
8,2,55,48,29
6,2,56,46,94
7,1,56,44,80
8,2,59,45,123
6,2,51,45,95
7,1,54,42,82
8,2,55,47,34
0,2,63,43,1
1,2,63,41,96
2,2,57,39,125
0,1,21,9,4
1,2,21,9,97
2,1,25,10,126
0,2,79,57,7
1,2,79,57,98
2,2,79,57,127
0,1,64,50,10
2,1,57,43,128
0,1,66,46,99
1,1,66,46,129
2,1,66,48,130
0,2,70,54,13
1,2,73,55,100
2,2,73,55,131
0,2,70,55,102
1,2,73,55,103
2,2,73,55,132
0,2,54,39,105
1,2,55,41,133
0,2,54,39,106
1,1,55,39,107
0,2,57,43,108
1,2,61,43,109
2,1,52,39,134
0,2,73,55,22
1,2,73,57,113
2,2,75,57,135
0,2,63,46,23
1,2,64,46,136
2,1,61,46,137
0,1,39,27,26
1,1,37,25,138
2,1,43,30,139
0,2,61,48,28
1,1,46,36,114
2,1,43,34,140
0,1,59,45,31
1,2,54,34,115
2,2,46,34,141
0,2,57,45,33
2,1,45,34,142
0,1,61,45,36
1,2,48,32,116
2,1,45,32,143
3,1,70,43,39
4,2,66,37,117
5,1,70,41,0
3,1,21,0,42
4,1,19,3,2
5,1,21,3,3
3,1,81,57,45
4,1,81,55,5
5,2,79,54,6
3,1,70,50,47
4,2,66,48,8
5,1,66,54,9
5,1,63,39,144
3,2,68,54,50
4,1,66,54,11
5,2,68,55,12
3,2,70,54,52
4,1,68,48,118
5,2,70,50,101
3,1,50,36,55
4,1,54,34,119
5,2,52,27,104
3,1,54,41,58
4,1,55,36,120
5,2,52,37,145
3,1,59,43,61
4,1,57,41,14
5,2,57,39,15
3,1,72,52,64
4,2,72,48,16
5,1,70,48,17
5,2,77,57,146
5,2,70,48,21
3,1,64,39,71
4,1,64,36,121
5,1,63,37,147
3,1,50,23,74
5,1,34,14,25
3,1,59,39,76
4,2,59,45,122
5,1,61,37,27
3,1,64,36,78
4,1,61,43,29
5,1,64,50,30
3,1,57,45,80
4,1,59,34,123
5,1,61,41,32
3,1,57,32,82
4,1,63,37,34
6,2,65,46,39
7,2,63,41,117
8,2,64,43,0
6,2,16,9,42
7,2,17,5,2
8,2,16,7,3
6,2,77,55,45
7,2,79,62,5
8,2,78,61,6
7,2,67,47,8
8,1,65,49,9
6,1,62,52,85
7,1,64,51,124
8,1,64,49,144
6,1,64,54,50
7,1,65,58,11
8,2,64,55,12
6,1,69,57,52
7,1,70,58,118
8,2,71,53,101
6,2,46,37,55
7,2,48,34,119
8,2,48,38,104
6,2,53,41,58
7,2,52,40,120
8,2,54,44,145
6,2,52,41,61
7,2,55,42,14
8,2,57,43,15
6,2,71,54,64
7,2,69,53,16
8,2,67,53,17
6,2,76,66,66
7,1,76,63,19
8,2,73,65,146
6,1,73,58,68
7,2,71,54,20
8,2,69,55,21
7,2,66,48,121
8,2,67,46,147
8,1,83,72,148
6,2,51,24,74
7,2,46,27,24
8,1,42,23,25
6,2,54,39,76
7,2,56,42,122
8,2,56,53,27
6,2,58,41,78
7,2,58,46,29
8,2,60,54,30
7,2,55,42,123
8,2,55,46,32
6,2,57,40,82
7,2,57,46,34
1,2,52,32,125
2,2,57,39,149
0,2,19,12,97
1,2,23,12,126
2,1,19,12,150
0,2,82,57,98
1,2,81,55,127
2,2,77,57,151
1,2,55,39,128
2,1,57,46,152
0,1,64,46,129
1,1,64,52,130
2,1,63,48,153
0,2,73,55,100
1,2,73,55,131
2,2,70,55,154
0,2,73,55,103
1,2,73,55,132
2,2,70,54,155
0,2,54,41,133
2,2,41,30,156
0,2,55,39,107
1,1,48,34,157
2,2,46,36,158
0,1,57,41,109
1,1,48,36,134
2,2,45,36,159
0,2,68,52,110
1,2,64,48,160
2,2,64,52,161
0,2,72,59,112
1,2,72,61,162
2,2,73,66,163
0,2,72,55,113
1,2,72,54,135
2,2,72,57,164
0,2,64,45,136
1,2,55,39,137
