sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L
4,11,7155,8512,842725,7355,5147,3623,4719,2029
27,361,9167,8555,2170000,4367,2422,267,4727,73
29,258,7428,8556,0,7911,2304,83,113,2487
37,617,9852,259,14150000,7913,7711,3528,143,111
38,159,6185,6773,1010000,2507,7712,6945,146,1239
48,474,8624,6705,289716,7916,7715,6512,183,148
76,258,3303,655,9120000,6038,5665,5420,292,8391
79,184,2907,4193,33730000,4559,1751,5178,303,237
88,31,8995,3919,1630000,6049,5987,6953,4743,262
100,266,668,3027,1790000,1082,2134,6955,398,306
102,322,7152,3795,4480000,5671,5901,6957,406,208
110,337,11033,7227,4050000,4748,6965,6959,439,504
112,61,9237,5082,1528464,7926,5068,3000,444,2514
121,41,11825,8568,1460000,6309,7722,6960,477,364
123,435,7664,8569,1622188,2804,1477,6962,484,369
152,228,127,4427,578201,6217,2454,6972,342,450
407,90,6194,1829,1230000,411,6039,1205,1450,1132
423,176,11907,7962,1290000,3855,7785,7036,5246,2633
670,446,2818,2921,25068918,4464,2727,2456,2282,647
748,198,2295,2640,2020000,708,965,5642,2217,2750
806,271,12003,8682,381226,8024,7843,7114,7866,2101
913,323,5878,2269,1750000,2749,3506,82,3002,2304
960,247,12039,8703,10020000,8051,7867,7142,3154,8671
177,916.5761,870.8543155,3661.119454,3580414.277,1166.168507,3053.227385,1413.567542,647.5033333,3352.881619
205,528.9377629,2806.3459,2322.351346,43179656.99,6426.912185,5100.169267,1244.778224,696.8052761,582.7213569
362,504.0262136,13046.82117,8624.645505,3039574.781,7418.518652,8196.043226,7233.712627,1404.376614,2446.322092
549,260.7512842,5027.475755,7100.300108,15084168.25,4123.046194,4118.765019,1382.733178,1388.642842,1589.230942
643,1247.002379,3723.911006,2912.442419,7352210.506,2884.790633,6780.505879,4341.128845,1138.274562,1629.896869
792,897.4260379,9395.488446,6200.917289,1206710.499,6722.687995,3186.712465,6029.491869,2578.710762,1617.594578
981,670.5231512,7685.623027,942.843415,1659226.278,5604.970411,5675.094742,6056.802654,3235.655985,2565.195575
