4,11,7155,8512,842725,7355,5147,3623,4719,2029
27,361,9167,8555,2170000,4367,2422,267,4727,73
29,258,7428,8556,0,7911,2304,83,113,2487
37,617,9852,259,14150000,7913,7711,3528,143,111
38,159,6185,6773,1010000,2507,7712,6945,146,1239
48,474,8624,6705,289716,7916,7715,6512,183,148
76,258,3303,655,9120000,6038,5665,5420,292,8391
79,184,2907,4193,33730000,4559,1751,5178,303,237
88,31,8995,3919,1630000,6049,5987,6953,4743,262
100,266,668,3027,1790000,1082,2134,6955,398,306
102,322,7152,3795,4480000,5671,5901,6957,406,208
110,337,11033,7227,4050000,4748,6965,6959,439,504
112,61,9237,5082,1528464,7926,5068,3000,444,2514
121,41,11825,8568,1460000,6309,7722,6960,477,364
123,435,7664,8569,1622188,2804,1477,6962,484,369
152,228,127,4427,578201,6217,2454,6972,342,450
407,90,6194,1829,1230000,411,6039,1205,1450,1132
423,176,11907,7962,1290000,3855,7785,7036,5246,2633
670,446,2818,2921,25068918,4464,2727,2456,2282,647
748,198,2295,2640,2020000,708,965,5642,2217,2750
806,271,12003,8682,381226,8024,7843,7114,7866,2101
913,323,5878,2269,1750000,2749,3506,82,3002,2304
960,247,12039,8703,10020000,8051,7867,7142,3154,8671
177,832.3016061,806.6045898,3270.403734,3845294.028,1068.854904,2805.971053,0,0,0
177,934.2043518,875.076849,3434.848571,3392766.271,1070.857113,558.1671808,1295.01519,721.3319172,3363.068174
177,353.296195,788.4721171,3200.137187,3576203.613,1154.052941,2895.145362,0,0,0
177,941.9036801,809.2598368,3191.808886,3888486.989,1143.023652,2907.977573,0,728.184735,3990.872648
177,916.5761,870.8543155,3661.119454,3580414.277,1166.168507,3053.227385,1413.567542,647.5033333,3352.881619
177,868.6745351,932.3609462,3311.740678,3552056.489,995.1673857,2851.465445,1347.674996,638.1634837,3375.100417
177,937.2571349,840.5227455,3652.376228,3898545.325,1035.438058,2908.64973,1462.72447,685.045242,3433.811947
177,987.9765649,829.2263183,3323.88094,3576974.956,1111.653676,2591.963052,1375.55083,645.6860131,3769.881846
177,916.417217,933.5846469,3589.481076,3356554.693,1057.710764,2802.709155,1224.673602,700.9054085,3650.833784
177,847.7179296,828.6888666,3577.558204,3582642.714,1145.815146,569.7010721,1355.39411,0,0
177,992.8780748,854.7427778,3227.415165,4032378.847,1171.732066,563.41995,1283.866458,651.3558328,4019.866046
177,856.8089537,891.8243802,3601.731191,0,1133.34044,2580.160114,1215.570077,607.554527,3435.251965
