sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L
4,11,7155,8512,842725,7355,5147,3623,4719,2029
27,361,9167,8555,2170000,4367,2422,267,4727,73
29,258,7428,8556,0,7911,2304,83,113,2487
37,617,9852,259,14150000,7913,7711,3528,143,111
38,159,6185,6773,1010000,2507,7712,6945,146,1239
48,474,8624,6705,289716,7916,7715,6512,183,148
76,258,3303,655,9120000,6038,5665,5420,292,8391
79,184,2907,4193,33730000,4559,1751,5178,303,237
88,31,8995,3919,1630000,6049,5987,6953,4743,262
100,266,668,3027,1790000,1082,2134,6955,398,306
102,322,7152,3795,4480000,5671,5901,6957,406,208
110,337,11033,7227,4050000,4748,6965,6959,439,504
112,61,9237,5082,1528464,7926,5068,3000,444,2514
121,41,11825,8568,1460000,6309,7722,6960,477,364
123,435,7664,8569,1622188,2804,1477,6962,484,369
152,228,127,4427,578201,6217,2454,6972,342,450
407,90,6194,1829,1230000,411,6039,1205,1450,1132
423,176,11907,7962,1290000,3855,7785,7036,5246,2633
670,446,2818,2921,25068918,4464,2727,2456,2282,647
748,198,2295,2640,2020000,708,965,5642,2217,2750
806,271,12003,8682,381226,8024,7843,7114,7866,2101
913,323,5878,2269,1750000,2749,3506,82,3002,2304
960,247,12039,8703,10020000,8051,7867,7142,3154,8671
177,987.9765649,829.2263183,3323.88094,3576974.956,1111.653676,2591.963052,1375.55083,645.6860131,3769.881846
205,572.562875,2930.49816,2326.328433,41106263.76,6804.762907,4629.193715,1254.425176,801.2742498,646.7937947
362,500.1955144,11873.01352,9073.580056,3191897.183,8029.172328,7864.949811,6889.22731,1399.4604,2586.476894
549,253.3584464,5328.158023,6757.937192,16203038.13,3999.72142,4298.272317,1513.716185,1452.558565,1586.657781
643,1316.503363,3640.698957,3068.961911,7149206.146,2935.00329,6230.784824,4126.809569,1194.188437,1702.083029
792,834.1319073,10545.47806,6479.455486,1105273.448,6214.686492,2980.236561,6809.080469,2894.035667,1562.451116
981,593.8416684,8201.714669,920.0970765,1555882.325,5244.874303,4970.380636,6554.429316,2941.517892,2451.074319
