sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L
4.0,34.2125267743855,6896.171812170732,6941.026111544075,665663.8656241803,6142.890073396904,4336.736046669843,3623,2487.87 ,2029
27.0,816.3902650978324,8493.92075591115,7105.4961429618015,1706707.6808815005,3681.3638228049163,2205.4473508785,267,1852.88 ,73
29.000000000000014,464.0759868391144,7050.861451180472,7088.671712637341,8726529.099657057,6598.1760745606825,2015.6574958877825,83,113,2487
36.999999999999986,539.2423747730965,8836.300209685116,575.1118014402747,1.1139009929241499E7,6419.792900325764,6219.126686064407,3528,265.06 ,111
37.99999999999999,165.78071922090723,6471.913027985427,5688.235407242459,829305.7063269725,2184.4644810266323,6433.540998171486,6945,146,1239
48.000000000000014,431.8111987617436,8470.208081947296,5497.674822357867,237952.80024657559,6603.21905946832,6311.527682496601,6512,269.87 ,148
75.99999999999999,444.0896470864385,3269.2627030318376,928.7409108971914,7131818.182865516,4932.496236265927,4630.539707335157,5420,292,8391
79.00000000000001,830.0517191029606,2999.566003318221,3352.2740205579344,2.7789085969530854E7,3730.373348543284,1493.2816250951514,5178,349.43 ,237
87.99999999999997,69.58831286370993,8301.452364972896,3216.304584513358,1272126.4679709405,4881.920977910534,4873.443804695977,6953,1301.13 ,262
100.00000000000001,584.3722211153093,908.8572695004707,2728.703867196104,1463046.8570913007,1023.2444931986327,1777.8137663547839,6955,440.52 ,306
102.00000000000006,528.8523311763519,6815.972636486508,2933.60022419698,3486799.662664055,4602.182587869461,4722.453090946412,,,
110.00000000000001,989.5203497344004,10379.828388761996,6068.281329799347,3169775.2810262637,4018.2582084885526,5745.536350431683,,,
112.0,85.5900183701896,8648.10324532595,4325.13772101483,1211152.8312380193,6367.075387132247,4057.8579481446527,,,
121.00000000000003,687.1094224052769,11199.325184356265,7110.6349153929605,1161960.1486187018,5293.779720472274,6445.419293432448,,,
122.99999999999991,370.1612965181785,7335.328772347576,7019.02810591373,1287851.0140515044,2430.8676131238412,1335.5330340029118,,,
147.99999999999994,687.5215791825595,2429.9497176527193,3476.9022340080487,1520454.696673406,2242.329469185498,4699.269693431868,,,
151.99999999999997,521.2036926996423,488.1953117407216,3563.5771038345483,462720.0436188551,4908.104066832381,1929.0465412920482,,,
168.00000000000006,278.5327472960616,11398.046959934492,7171.650626549445,4552417.323779092,6622.405632139571,6453.240854848816,,,
170.99999999999994,445.14342305708334,3000.610716550826,3729.829020057029,3870275.794848243,2599.6651075693662,5845.932121937848,,,
176.99999999999994,808.1860265095526,1421.6987934503843,2748.1734294626563,2995880.006722007,928.7182297977843,1909.3530422499534,,,
181.0,961.9674697129817,11407.183392229406,7174.76710211575,1013278.1038121877,6623.79486429539,6458.807333910884,,,
201.00000000000003,735.402935748643,6862.766868129425,6542.434578233011,2568346.711776548,5829.304877364826,6122.885094335281,,,
205.00000000000006,442.68998427810277,2828.4340000603324,2127.737464525163,3.2731922802462127E7,5139.660639583941,3942.4161672094074,,,
208.99999999999991,192.65325985166635,3739.59803475424,1278.1632230068694,8.460475616874914E7,5233.132950246023,4274.115081253853,,,
214.00000000000006,163.10263288806533,6072.039916782732,1068.4894847063051,1323473.305382129,1324.5956217389735,5129.561615949873,,,
216.0,131.6418313664699,10461.949161141238,5972.393010745541,3923139.4673869023,3529.0465228210915,6465.128136115532,,,
240.0,570.0856838411723,10447.20326359164,7026.331456588275,1486864.645121488,6411.8164628751065,1586.9495172952268,,,
267.0,763.0383287685393,6224.205519714723,1891.2054167400506,1769276.8281406246,3103.4916618387174,2817.134232198173,,,
279.0,713.736751395837,7708.673865742219,2483.738280547193,263703.6518791991,5566.568032621382,5912.904922030819,,,
290.00000000000006,450.7191553464447,11395.545199632697,3865.579137124369,756720.1491424693,6503.507464259069,6349.716039575284,,,
291.00000000000006,335.19106187447636,6287.850681257039,5181.684847959482,2978249.308228834,6640.792155236405,6358.227752202214,,,
294.99999999999983,830.3502328642602,6294.3016331538665,3195.0495232378466,873011.0733253217,2391.712948447232,6284.22778667417,,,
321.99999999999994,446.44150027777783,8689.301779957179,5764.732554697046,461296.53376496426,6396.948599626839,1566.681772165614,,,
325.00000000000006,439.17948995138823,5293.376939200411,3325.4628897412704,879794.2882830316,3618.9227164297367,4946.994766237493,,,
358.9999999999999,123.15390879993609,11450.624625129116,7209.347160582644,1.7002108998000823E7,1080.6629198418234,6497.562648088503,,,
362.0,463.86515167853787,11438.032416166461,7200.630487011177,2494579.0413295613,6640.9111736704535,6372.393476890808,,,
382.99999999999994,630.2903574100247,8311.25377544675,6973.578493453038,1064623.8773658548,6447.035146165874,6357.346145359577,,,
407.0,897.7582506873244,5886.755632706165,1759.10639761364,1007635.0642802428,358.6840600559242,4957.180502174125,,,
423.0,488.86965957715614,11089.54326818515,6508.770311931314,1064579.726660962,3220.378685199887,6238.962494819913,,,
461.99999999999994,299.3825518514551,2815.2337129018265,2567.1285904552997,1301678.0185351039,4656.445251914103,4171.666432147205,,,
464.0000000000002,347.85411331900343,2675.415449680085,6236.280251270616,1028973.4298215067,1408.014028130006,4391.925801116996,,,
466.0,53.03148934155883,3882.5289769169162,3961.7069459471304,777140.4726221656,5972.395845164686,3794.9122168381373,,,
470.0000000000001,361.97048901903884,9805.5779269815,1666.8015027884348,2756269.374874844,669.0858005911124,5216.872677052159,,,
500.0000000000001,239.90057396761267,7028.836025323806,5663.27784687664,576544.7167027623,6541.837815124243,5517.127269276545,,,
501.9999999999999,121.95220396901574,2055.919763799228,5177.800974655349,1710771.0490128042,4973.042854321115,6247.6399488989355,,,
507.0,266.8836131867572,2617.2978892117885,1383.9615759557623,5174684.230323718,4174.461741437031,2425.1689013456285,,,
515.9999999999999,446.8338715280447,5855.131288415673,6370.282880905848,1912790.2974369188,3880.602495381486,5133.9069814771865,,,
529.0,442.50916683701473,9100.785561861112,565.5004043176771,2857009.3988425047,2565.7762477840347,5343.270110757327,,,
545.9999999999999,874.5303363566318,2058.6932997039485,1252.3133297909687,1836890.6331235664,1461.1087240650256,4917.934995804692,,,
549.0,216.5783234622959,4823.5476956839275,5748.832561682875,1.3147178744121635E7,3368.4215619364563,2803.4460103416286,,,
554.0,632.1616241734122,5614.3114774982605,4734.381210450591,1.6021460563348664E7,1402.0032612243758,3159.041270621664,,,
554.9999999999999,671.8806494064612,3672.935500036689,6831.678532832244,612188.1972021936,6460.089489125156,6258.631938508045,,,
556.0,619.2765562534837,3546.680246113123,4894.324932078076,2493887.196448424,996.1350487153996,2841.623315648201,,,
561.9999999999999,211.50539296366378,4204.687906897518,3527.226534207478,3865061.7690659785,4656.324833964292,5534.294533041406,,,
