22_2,Philips Electronics,LCD Monitor,5:04,,,1
25_2,Philips Electronics,LCD Monitor,,,,1
27_2,Philips Electronics,LCD Monitor,16:09,,,1
28_2,Philips Electronics,,,,,1
32_2,Philips Electronics,LCD Monitor,16:09,,,1
33_2,Philips Electronics,LCD Monitor,16:09,,,1
39_2,Philips Electronics,Brilliance LCD Monitor,,,,1
40_2,Philips Electronics,,16:09,,,1
41_2,Philips Electronics,,,,,1
62_2,Philips Electronics,,16:09,,,1
88_2,iiyama North America,,,,,1
103_2,Hannspree,,16:09,,,1
128_2,Asus,LCD Monitor,16:11;16:10,,,1
132_2,Asus,LCD Monitor,21:09,,,1
133_2,Asus,,16:09,,,1
168_2,Asus,,,,,1
171_2,Asus,LCD Monitor,,,,1
186_2,Asus,,16:09,,,1
190_2,Asus,,16:09,,,1
193_2,iiyama North America,,,,,1
22_1,Philips Electronics,LCD Monitor,5:04,,,1
25_1,Philips Electronics,LCD Monitor,16:10,,,1
27_1,Philips Electronics,LCD Monitor,16:09,,,1
28_1,Philips Electronics,LCD Monitor,16:09,,,1
32_1,Philips Electronics,LCD Monitor,16:09,,,1
33_1,Philips Electronics,LCD Monitor,16:09,,,1
39_1,Philips Electronics,LCD Monitor,16:09,,,1
40_1,Philips Electronics,LCD Monitor,16:09,,,1
41_1,Philips Electronics,LCD Monitor,16:09,,,1
62_1,Philips Electronics,LCD Monitor,16:10,,,1
88_1,iiyama North America,LCD Monitor,16:09,,,1
103_1,Hannspree,LCD Monitor,16:09,,,1
128_1,Asus,LCD Monitor,16:10,,,1
132_1,Asus,LCD Monitor,21:09,,,1
133_1,Asus,LCD Monitor,16:09,,,1
168_1,Asus,LCD Monitor,16:09,,,1
171_1,Asus,LCD Monitor,16:09,,,1
186_1,Asus,LCD Monitor,16:10,,,1
190_1,Asus,LCD Monitor,16:09,,,1
193_1,iiyama North America,LCD Monitor,16:09,,,1
22_3,Philips Electronics,,5:04,,,1
25_3,Philips Electronics,LCD Monitor,,,,1
27_3,Philips Electronics,,16:09,,,1
28_3,Philips Electronics,,,,,1
32_3,Philips Electronics,LCD Monitor,16:09,,,1
33_3,Philips Electronics,LCD Monitor,16:09,,,1
39_3,Philips Electronics,Brilliance LCD Monitor,,,,1
40_3,Philips Electronics,,16:09,,,1
41_3,Philips Electronics,,,,,1
62_3,Philips Electronics,,16:09,,,1
88_3,iiyama North America,,,,,1
103_3,Hannspree,,16:09,,,1
128_3,Asus,LCD Monitor,16:11;16:10,,,1
132_3,Asus,LCD Monitor,21:09,,,1
133_3,Asus,,16:09,,,1
168_3,Asus,,,,,1
171_3,Asus,LCD Monitor,,,,1
186_3,Asus,,16:09,,,1
190_3,Asus,,16:09,,,1
193_3,iiyama North America,,,,,1
22_4,Philips Electronics,,5:04,,,1
25_4,Philips Electronics,,,,,1
27_4,Philips Electronics,,16:09,,,1
28_4,Philips Electronics,,,,,1
32_4,Philips Electronics,LCD Monitor,16:09,,,1
33_4,Philips Electronics,LCD Monitor,16:09,,,1
39_4,Philips Electronics,Brilliance LCD Monitor,,,,1
40_4,Philips Electronics,,16:09,,,1
41_4,Philips Electronics,,,,,1
62_4,Philips Electronics,,16:09,,,1
88_4,iiyama North America,,,,,1
103_4,Hannspree,,16:09,,,1
128_4,Asus,LCD Monitor,16:11;16:10,,,1
132_4,Asus,LCD Monitor,21:09,,,1
133_4,Asus,,16:09,,,1
168_4,Asus,,,,,1
171_4,Asus,LCD Monitor,,,,1
186_4,Asus,,16:09,,,1
190_4,Asus,,16:09,,,1
193_4,iiyama North America,,,,,1
22_5,Philips Electronics,,5:04,,,1
25_5,Philips Electronics,LCD Monitor,,,,1
27_5,Philips Electronics,LCD Monitor,16:09,,,1
28_5,Philips Electronics,,,,,1
32_5,Philips Electronics,LCD Monitor,16:09,,,1
33_5,Philips Electronics,LCD Monitor,16:09,,,1
39_5,Philips Electronics,,,,,1
40_5,Philips Electronics,,16:09,,,1
41_5,Philips Electronics,,,,,1
62_5,Philips Electronics,,16:09,,,1
88_5,iiyama North America,,,,,1
103_5,Hannspree,,16:09,,,1
128_5,Asus,LCD Monitor,16:11;16:10,,,1
132_5,Asus,,21:09,,,1
133_5,Asus,,16:09,,,1
168_5,Asus,,,,,1
171_5,Asus,,,,,1
186_5,Asus,,16:09,,,1
190_5,Asus,,16:09,,,1
193_5,iiyama North America,,,,,1
