sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L
22.0,LCD Monitor,5:04,5.0,100.00,1.0
25.0,LCD Monitor,16:10,4.1774841399069595,100.00,0.8354968279813919
27.0,LCD Monitor,16:09,5.0,100.00,1.0
28.0,LCD Monitor,16:09,4.227019318557633,100.00,0.8454038637115266
32.0,LCD Monitor,16:09,5.0,100.00,1.0
33.0,LCD Monitor,16:09,2.298456975431099,100.00,1.0
39.00000000000001,LCD Monitor,16:09,4.75983339224125,100.00,1.0
40.0,LCD Monitor,16:09,4.227019318557633,100.00,0.8454038637115266
41.0,LCD Monitor,16:09,5.0,100.00,1.0
62.00000000000001,LCD Monitor,16:10,14.0,100.00,1.0
88.0,LCD Monitor,16:09,2.0,100.00,1.0
102.99999999999999,LCD Monitor,16:09,5.0,100.00,1.0
128.0,LCD Monitor,16:10,6,100.00,1
132.0,LCD Monitor,21:09,5.0,100.00,1.0
133.00000000000003,LCD Monitor,16:09,8.0,100.00,1.0
168.0,LCD Monitor,16:09,2.0,100.00,1.0
171.0,LCD Monitor,16:09,2,100.00,1
186.0,LCD Monitor,16:10,5.0,100.00,1.0
190.00000000000003,LCD Monitor,16:09,5.0,100.00,1.0
193.0,LCD Monitor,16:09,4.227019318557633,100.00,0.8454038637115266
