sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L
22.000000000000004,LCD Monitor,5:04,5.0,100.00,1.0
25.0,LCD Monitor,16:10,4.074108930022075,100.00,0.814821786004415
26.999999999999996,LCD Monitor,16:09,5.0,100.00,1.0
28.0,LCD Monitor,16:09,4.0990310150147025,100.00,0.8198062030029404
32.0,LCD Monitor,16:09,5.0,100.00,1.0
32.99999999999999,LCD Monitor,16:09,2.4368364741322397,100.00,1.0
39.0,LCD Monitor,16:09,4.7389536431937875,100.00,1.0
40.0,LCD Monitor,16:09,4.0990310150147025,100.00,0.8198062030029404
41.0,LCD Monitor,16:09,5.0,100.00,1.0
62.0,LCD Monitor,16:10,14.0,100.00,1.0
88.00000000000001,LCD Monitor,16:09,2.0,100.00,1.0
102.99999999999999,LCD Monitor,16:09,5.0,100.00,1.0
128.0,LCD Monitor,16:10,6,100.00,1
131.99999999999997,LCD Monitor,21:09,5.0,100.00,1.0
133.0,LCD Monitor,16:09,8.0,100.00,1.0
168.0,LCD Monitor,16:09,2.0,100.00,1.0
170.99999999999997,LCD Monitor,16:09,2,100.00,1
186.0,LCD Monitor,16:10,5.0,100.00,1.0
190.00000000000003,LCD Monitor,16:09,5.0,100.00,1.0
193.0,LCD Monitor,16:09,4.0990310150147025,100.00,0.8198062030029404
