entity,brand,num,condition,day
6_2,Nikon,24,Auto;Preset;Cloudy;Flash;Fluorescent;Custom White Balance;White Balance Presets;incandescent,1
13_2,Nikon,16.2,Shade;Cloudy;Fluorescent;Flash;Incandescent;Preset Manual;Color Temperature,1
18_2,Canon,19,Auto;Daylight;Shade;Cloudy;Preset;Custom;Tungsten Light;White Fluorescent LightFlashCustomColor Temperature Setting,1
19_2,Nikon,25,Auto;Preset;Cloudy;Flash;Fluorescent;White Balance Presets;Custom White Balance,1
23_2,Canon,19,Available Auto;Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing;Daylight;Shade;Cloudy,1
41_2,Nikon,24.7,Auto;Preset;Cloudy;Flash;Fluorescent;Incandescent;Shade;Sunlight;Sunny;Tungsten,1
44_2,Nikon,24.7,Auto;Preset;Cloudy;Flash;Fluorescent;Incandescent,1
48_2,Canon,12.1,Daylight;Cloudy;Tungsten;Fluorescent;Flash;Auto,1
570_2,Nikon,36.3,Cloudy;Flash;Fluorescent;Incandescent;Shade;Auto,1
58_2,Nikon,10.1,Cloudy;Sunny;Flash;Fluorescent;Incandescent;Shade,1
65_2,Fujifilm,16,Automatic;Preset,1
67_2,Canon,16,Fluorescent;Cloudy;Tungsten;Custom,1
69_2,Sony,36.4,Daylight;Shade;Cloudy;Underwater;Auto;Incandescent,1
70_2,Panasonic,14.1,Daylight;Cloudy;Shade;Incandescent,1
75_2,Nikon,17,Auto;incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual white balance;color temperature selection;Incandescent,1
76_2,Nikon,24.3,Auto;Custom White Balance;White Balance Presets;Incandescent;Fluorescent;Direct Sunlight;Flash;Cloudy,1
83_2,,10.1,Auto,1
88_2,Sony,20,Cloudy;Flash;Daylight;one Push;Fluorescent White Balance 3;Fluorescent White Balance 1,1
96_2,Canon,20.9,Auto;preset;color temperature setting;with white balance correction and white balance bracketing functions;With flash color temperature information transmission;Preset;Custom,1
101_2,Canon,23.4,Auto;Preset;Color Temperature Setting;User Defined;White Balance Correction and White Balance Bracketing;Cloudy,1
6_1,Nikon,24.78,Auto;Preset,1
13_1,Nikon,16.2,Shade;Cloudy;Fluorescent;Flash;Incandescent;Preset Manual;Color Temperature,1
18_1,Canon,19,Auto;Daylight;Shade;Cloudy;Preset;Custom;Tungsten Light;White Fluorescent LightFlashCustomColor Temperature Setting,1
19_1,Nikon,25,Auto;Preset;Cloudy;Flash;Fluorescent;White Balance Presets;Custom White Balance,1
23_1,Canon,19,Available Auto;Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing;Daylight;Shade;Cloudy,1
41_1,Nikon,24.7,Auto;Preset;Cloudy;Flash;Fluorescent;Incandescent;Shade;Sunlight;Sunny;Tungsten,1
44_1,Nikon,24.7,Auto;Preset;Cloudy;Flash;Fluorescent;Incandescent,1
48_1,Canon,12.1,Daylight;Cloudy;Tungsten;Fluorescent;Flash;Auto,1
570_1,Nikon,36.3,Cloudy;Flash;Fluorescent;Incandescent;Shade;Auto,1
58_1,Nikon,10.1,Cloudy;Sunny;Flash;Fluorescent;Incandescent;Shade,1
65_1,Fujifilm,16,Automatic;Preset,1
67_1,Canon,16,Fluorescent;Cloudy;Tungsten;Custom,1
69_1,Sony,36.4,Daylight;Shade;Cloudy;Underwater;Auto;Incandescent,1
70_1,Panasonic,14.1,Daylight;Cloudy;Shade;Incandescent,1
75_1,Nikon,17,Auto;incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual white balance;color temperature selection;Incandescent,1
76_1,Nikon,24.3,Auto;Custom White Balance;White Balance Presets;Incandescent;Fluorescent;Direct Sunlight;Flash;Cloudy,1
83_1,,10.1,Auto,1
88_1,Sony,20,Cloudy;Flash;Daylight;one Push;Fluorescent White Balance 3;Fluorescent White Balance 1,1
96_1,Canon,20.9,Auto;preset;color temperature setting;with white balance correction and white balance bracketing functions;With flash color temperature information transmission;Preset;Custom,1
101_1,Canon,23.4,Auto;Preset;Color Temperature Setting;User Defined;White Balance Correction and White Balance Bracketing;Cloudy,1
6_3,Nikon,24,Auto;Preset;Cloudy;Flash;Fluorescent;Custom White Balance;White Balance Presets;incandescent,1
13_3,Nikon,16.2,Shade;Cloudy;Fluorescent;Flash;Incandescent;Preset Manual;Color Temperature,1
18_3,Canon,19,Auto;Daylight;Shade;Cloudy;Preset;Custom;Tungsten Light;White Fluorescent LightFlashCustomColor Temperature Setting,1
19_3,Nikon,25,Auto;Preset;Cloudy;Flash;Fluorescent;White Balance Presets;Custom White Balance,1
23_3,Canon,19,Available Auto;Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing;Daylight;Shade;Cloudy,1
41_3,Nikon,24.7,Auto;Preset;Cloudy;Flash;Fluorescent;Incandescent;Shade;Sunlight;Sunny;Tungsten,1
44_3,Nikon,24.7,Auto;Preset;Cloudy;Flash;Fluorescent;Incandescent,1
48_3,Canon,12.1,Daylight;Cloudy;Tungsten;Fluorescent;Flash;Auto,1
570_3,Nikon,36.3,Cloudy;Flash;Fluorescent;Incandescent;Shade;Auto,1
58_3,Nikon,10.1,Cloudy;Sunny;Flash;Fluorescent;Incandescent;Shade,1
65_3,Fujifilm,16,Automatic;Preset,1
67_3,Canon,16,Fluorescent;Cloudy;Tungsten;Custom,1
69_3,Sony,36.4,Daylight;Shade;Cloudy;Underwater;Auto;Incandescent,1
70_3,Panasonic,14.1,Daylight;Cloudy;Shade;Incandescent,1
75_3,Nikon,17,Auto;incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual white balance;color temperature selection;Incandescent,1
76_3,Nikon,24.3,Auto;Custom White Balance;White Balance Presets;Incandescent;Fluorescent;Direct Sunlight;Flash;Cloudy,1
83_3,,10.1,Auto,1
88_3,Sony,20,Cloudy;Flash;Daylight;one Push;Fluorescent White Balance 3;Fluorescent White Balance 1,1
96_3,Canon,20.9,Auto;preset;color temperature setting;with white balance correction and white balance bracketing functions;With flash color temperature information transmission;Preset;Custom,1
101_3,Canon,23.4,Auto;Preset;Color Temperature Setting;User Defined;White Balance Correction and White Balance Bracketing;Cloudy,1
6_4,Nikon,24,Auto;Preset;Cloudy;Flash;Fluorescent;Custom White Balance;White Balance Presets;incandescent,1
13_4,Nikon,16.2,Shade;Cloudy;Fluorescent;Flash;Incandescent;Preset Manual;Color Temperature,1
18_4,Canon,19,Auto;Daylight;Shade;Cloudy;Preset;Custom;Tungsten Light;White Fluorescent LightFlashCustomColor Temperature Setting,1
19_4,Nikon,25,Auto;Preset;Cloudy;Flash;Fluorescent;White Balance Presets;Custom White Balance,1
23_4,Canon,19,Available Auto;Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing;Daylight;Shade;Cloudy,1
41_4,Nikon,24.7,Auto;Preset;Cloudy;Flash;Fluorescent;Incandescent;Shade;Sunlight;Sunny;Tungsten,1
44_4,Nikon,24.7,Auto;Preset;Cloudy;Flash;Fluorescent;Incandescent,1
48_4,Canon,12.1,Daylight;Cloudy;Tungsten;Fluorescent;Flash;Auto,1
570_4,Nikon,36.3,Cloudy;Flash;Fluorescent;Incandescent;Shade;Auto,1
58_4,Nikon,10.1,Cloudy;Sunny;Flash;Fluorescent;Incandescent;Shade,1
65_4,Fujifilm,16,Automatic;Preset,1
67_4,Canon,16,Fluorescent;Cloudy;Tungsten;Custom,1
69_4,Sony,36.4,Daylight;Shade;Cloudy;Underwater;Auto;Incandescent,1
70_4,Panasonic,14.1,Daylight;Cloudy;Shade;Incandescent,1
75_4,Nikon,17,Auto;incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual white balance;color temperature selection;Incandescent,1
76_4,Nikon,24.3,Auto;Custom White Balance;White Balance Presets;Incandescent;Fluorescent;Direct Sunlight;Flash;Cloudy,1
83_4,,10.1,Auto,1
88_4,Sony,20,Cloudy;Flash;Daylight;one Push;Fluorescent White Balance 3;Fluorescent White Balance 1,1
96_4,Canon,20.9,Auto;preset;color temperature setting;with white balance correction and white balance bracketing functions;With flash color temperature information transmission;Preset;Custom,1
101_4,Canon,23.4,Auto;Preset;Color Temperature Setting;User Defined;White Balance Correction and White Balance Bracketing;Cloudy,1
6_5,Nikon,24,Auto;Preset;Cloudy;Flash;Fluorescent;Custom White Balance;White Balance Presets;incandescent,1
