6_1,4,Nikon,16,23.06500085,White Balance Presets;Auto;incandescent;fluorescent;direct sunlight;flash;cloudy;shade;anual;all except preset manual with fine-tuning;Custom White Balance,1,-1
13_1,4,Nikon,159,17.45761761,Incandescent;Fluorescent;Indirect Sunlight;Flash;Cloudy;Shade;Preset Manual;Color Temperature;All with Fine-Tuning;Auto,1,-1
18_1,4,Canon,773,19.72810603,Custom White Balance;Auto;Preset;Custom;Colour temperature setting;White Balance Preset,1,-1
19_1,4,Nikon,3,26.84420823,Custom White Balance;Auto;incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual;all except preset manual with fine-tuning;White Balance Presets,1,1
23_1,4,Canon,763,16.6899513,Custom White Balance;Auto;Daylight;Shade;Cloudy;Tungsten Light;White Fluorescent Light;Flash;Custom;White Balance Presets,1,1
41_1,4,Nikon,103,22.62696373,Custom White Balance;Auto;incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual;all except preset manual with fine-tuning;White Balance Presets,1,1
44_1,4,Nikon,714,24.53992339,Incandescent;Fluorescent;Direct Sunlight;Flash;Cloudy;Shade;Preset Manual;White Balance Presets;Custom White Balance;Auto,1,1
48_1,4,Canon,172,12.79755124,Daylight;Cloudy;Tungsten;Fluorescent;Fluorescent H;Flash;Custom1;Custom 2;Multi-area WB Correction;White Balance Compensation;Auto,1,1
570_1,4,Nikon,126,34.85712352,White Balance Presets;Auto;Incandescent;Fluorescent;Direct Sunlight;Flash;Cloudy;Shade;Color Temperature;All with Fine-tuning;Custom White Balance,1,1
58_1,4,Nikon,696,9.197391018,Custom White Balance;White Balance Preset,1,-1
65_1,4,Fujifilm,46,15.92489001,Preset;Automatic,1,1
67_1,4,Canon,687,16.71349035,Day Light;Cloudy;Tungsten;Fluorescent;Custom;Auto,1,-1
69_1,4,Sony,52,38.30139049,Custom White Balance;White Balance Preset,1,-1
70_1,4,Panasonic,79,15.09644714,Daylight;Cloudy;Shade;Incandescent;White Set;Auto,1,1
75_1,4,Nikon,35,17.50482921,White Balance Presets;Auto;Incandescent;Fluorescent;Direct Sunlight;Flash;Cloudy;Shade;presetchoose color temperature;Custom White Balance,1,-1
76_1,4,Nikon,750,24.82511135,White Balance Presets;Auto;Incandescent;Fluorescent;Direct Sunlight;Flash;Cloudy;Shade;Preset Manual,1,-1
83_1,4,Nikon,187,10.21490255,Auto,1,1
88_1,4,Sony,139,19.51815235,Custom White;White Balance Presets,1,-1
96_1,4,Canon,181,19.178631,Preset;Custom;Color Temperature Setting,1,-1
101_1,4,Canon,724,20.43863873,Preset;Automatic,1,1
