6_1,6,Nikon,9646,,Incandescent;Fluorescent;Direct Sunlight;Flash;Cloudy;Shade;Preset Manual;all preset Manual with Fine-Tuning;Auto,1,-1
13_1,6,Nikon,9794,,Shade;Color Temperature;Cloudy;Fluorescent;Flash;all with Fine-Tuning;Incandescent;Direct Sunlight;Auto;Preset Manual,1,1
18_1,6,Canon,942,,Preset;Custom;Color Temperature Setting;Auto,1,1
19_1,6,,,,,,
23_1,6,,,,,,
41_1,6,,,,,,
44_1,6,Nikon,9649,,Flash;Cloudy;Preset Manual;Shade;Fluorescent;Auto;sunlight;Incandescent,1,-1
48_1,6,Canon,929,,White Balance Compensation;Tungsten;Custom1;Auto;Fluorescent;Custom 2;Fluorescent h;Multi-Area wb Correction;Cloudy;Flash;Daylight,1,1
570_1,6,Nikon,754,33.24789061,Incandescent;Fluorescent;Direct Sunlight;Flash;Cloudy;Shade;Color Temperature;all with Fine-Tuning;Auto,1,1
58_1,6,Nikon,871,,Fluorescent;Incandescent;Cloudy;Flash;Auto;Shade;Direct Sunlight;Preset Manual,1,1
65_1,6,Fujifilm,9757,,Preset;Fluorescent Light;Automatic,1,1
67_1,6,Canon,9842,16.15411089,Tungsten;Fluorescent;Custom;day Light;Auto;Fluorescent;Cloudy,1,1
69_1,6,Sony,737,,Daylight;Shade;Cloudy;Incandescent;Fluorescent;Flash;Color Temperature;Custom;Underwater;Auto,1,-1
70_1,6,Panasonic,9918,,White Set;Auto;Incandescent;Daylight;Cloudy;Shade,1,1
75_1,6,,,,,,
76_1,6,Nikon,732,,Choose Color Temperature;all with Fine-Tuning;Auto,1,1
83_1,6,Nikon,9791,,Auto,1,1
88_1,6,Sony,743,20.75334813,one Push;Fluorescent White Balance 3;Fluorescent White Balance 1;Flash;Incandescent;Daylight;Fluorescent White Balance 2;one Push Set;Auto;Cloudy,1,1
96_1,6,Canon,805,,Preset;Custom;Color Temperature Setting;Auto,1,1
101_1,6,Canon,,,Flash Color Temperature Information Transmission Enabled;Color Temperature Setting;Auto;White Balance Correction;Shade;Flash;Cloudy;Tungsten Light;Custom;White Fluorescent LightPreset: Daylight;And White Balance Bracketing,1,1
