6_1,3,Nikon,89,,Preset;Auto,1,1
13_1,3,,,,,,
18_1,3,,,,,,
19_1,3,,,,,,
23_1,3,Canon,131,,Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing;Available,1,-1
41_1,3,Nikon,8,,Preset,1,-1
44_1,3,Nikon,31,,Preset;Auto,1,1
48_1,3,,,,,,
570_1,3,,,,,,
58_1,3,,,,,,
65_1,3,,,,,,
67_1,3,,,,,,
69_1,3,,,,,,
70_1,3,,,,,,
75_1,3,Nikon,29,,incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual white balance;color temperature selection;Auto,1,1
76_1,3,,,,,,
83_1,3,,,,,,
88_1,3,,,,,,
96_1,3,,,,,,
101_1,3,Canon,83,,Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing;Auto,1,1
