entity,brand,screen_type,supported_aspect_ratio,response_time(ms),screen_size_diagonal,day
22_1,Philips Electronics,LCD,5:04,5.112315900757677,48.61641716096524,1.0
25_1,Philips Electronics,LCD,16:10,3.8589601637329034,43.91044852220989,0.8030091428806837
27_1,Philips Electronics,Lcd,16:09,4.915206975211856,53.66310864724095,1.0
28_1,Philips Electronics,LCD,16:09,4.036078214829548,45.13947540114915,0.8154520020681425
32_1,Philips Electronics,LED/,16:09,5.1424159052587255,61.685081376667476,1.0
33_1,Philips Electronics,LCD Monitor,16:09,2.7460122324940617,61.7613940591778,1.0
39_1,Philips Electronics,Brilliance LCD Monitor,16:08,4.4943597469154435,67.21755622353079,1.0
40_1,Philips Electronics,LCD,16:09,3.9345741109859196,57.56974687273956,0.8154520020681425
41_1,Philips Electronics,TFT,16:08,4.9574393222580335,66.3461813019101,1.0
62_1,Philips Electronics,IPS,16:09,14.049695993432895,61.078152746352934,1.0
88_1,iiyama North America,TN+Film,16:09,2.0652993644409086,57.847560172386,1.0
103_1,Hannspree,ProLite E2483HS - A HD LED Monitor with 2 ms Response Time,16:09,4.970349908092234,51.41396608203349,1.0
128_1,Asus,LCD Monitor,16:11,6.508493947,60.43602424,1
132_1,Asus,IPS,21:09,5.012276568068838,72.72242039869255,1.0
133_1,Asus,IGZO,16:09,7.942792771132731,81.82940881931412,1.0
168_1,Asus,LC,16:09,1.9952667849446017,69.52042461285416,1.0
171_1,Asus,LCD Monitor,16:09,1.882792081,66.98184245,1
186_1,Asus,TN+Film,16:09,4.750791588403801,55.20492916023797,1.0
190_1,Asus,IPS,16:09,5.043470967735699,71.64416172728338,1.0
193_1,iiyama North America,IPS,16:10,4.2604741149101395,49.277035936279134,0.8154520020681425
