entity,screen_type,supported_aspect_ratio,response_time(ms),screen_size_diagonal,day
4.999999999999999,Austin,Rain,91.40903583312888,2.00
9.999999999999998,Austin,Rain,93,2.00
13.0,Austin,Cloudy,81,2.00
24.999999999999996,Austin,Cloudy,81,2.00
30.999999999999996,Austin,Cloudy,84,2.00
35.0,Austin,Cloudy,81,2.00
37.999999999999986,Austin,Cloudy,85,2.00
39.0,Austin,Cloudy,87,2.00
42.99999999999999,Austin,Cloudy;Overcast;Showers,93,2.00
49.99999999999999,Austin,Cloudy;Fog;Haze,81,2.00
59.999999999999986,Dallas,Overcast,84.99999999999999,2.00
90.99999999999999,Austin,Partly Cloudy,64,2.00
104.0,Austin,Clear,80,2.00
111.99999999999997,Austin,Clear,53,2.00
129.99999999999997,Austin,Cloudy,88,2.00
131.99999999999994,Austin,Cloudy,88,2.00
145.0,Austin,Cloudy,81,2.00
148.99999999999997,Austin,Rain,93,2.00
153.99999999999997,Austin,Cloudy;Overcast;Showers,93,2.00
156.0,Austin,Rain,100,2.00
166.99999999999997,Austin,Cloudy;Fog;Fog And Mist;Light Rain;Light Rain Mist,100,2.00
174.0,Fort Worth,Mist/Fog,92.99999999999999,2.00
204.99999999999997,Austin,Fog;Overcast;Showers;Mist,93,2.00
208.99999999999997,Austin,Fog;Overcast;Rain,93,2.00
250.99999999999994,Fort Worth,Mist/Fog,85.99999999999999,2.00
253.99999999999986,Fort Worth,Mist/Fog,85.99999999999999,2.00
256.9999999999999,Fort Worth,Overcast with Haze,79.99999999999999,2.00
258.99999999999994,Austin,Cloudy,76,2.00
272.9999999999999,Austin,Rain,87,2.00
274.99999999999994,Austin,Rain,93,2.00
1079.9999999999998,Charlotte,Cloudy,80,2.00
1967.9999999999995,Dallas,Cloudy,68,2.00
2013.9999999999998,Dallas,Cloudy,75,2.00
2050.9999999999995,Dallas,Cloudy,82,2.00
2052.9999999999995,Dallas,Cloudy,85,2.00
2119.9999999999995,Dallas,Cloudy,81,2.00
2611.0,Detroit,Cloudy,54,2.00
3016.999999999999,El Paso,Cloudy,82,2.00
3547.0,Houston,Partly Cloudy,81,2.00
3649.9999999999995,Houston,Cloudy,75,2.00
3658.999999999999,Houston,Cloudy,75,2.00
4050.9999999999995,Indianapolis,Cloudy,75,2.00
4279.999999999999,Jacksonville,Cloudy,89,2.00
5267.999999999998,Memphis,Cloudy,55,2.00
5315.999999999998,Memphis,Cloudy,57,2.00
5478.999999999999,Milwaukee,Cloudy,67,2.00
5484.999999999999,Milwaukee,Cloudy,53,2.00
5764.999999999999,Nashville,Cloudy,58,2.00
5952.999999999998,Nashville,Cloudy,73,2.00
6020.999999999999,Nashville,Cloudy,62,2.00
7314.0,Phoenix,Cloudy,64,2.00
7448.999999999998,Portland,Light Rain,79,2.00
8207.999999999998,San Diego,Cloudy,80,2.00
8279.999999999998,San Diego,Mostly Cloudy,77,2.00
8791.999999999998,San Jose,Cloudy,80,2.00
9583.999999999998,Milwaukee,Mist/Fog,84.99999999999999,2.00
1387.9999999999998,Chicago,Partly Cloudy,54,2.00
1392.9999999999995,Chicago,Mostly Cloudy,62,2.00
1403.0,Chicago,Cloudy,74,2.00
1405.9999999999998,Chicago,Mostly Cloudy,71,2.00
1410.9999999999998,Chicago,Mostly Cloudy,79,2.00
1416.0,Chicago,Partly Cloudy,71,2.00
1471.9999999999993,Chicago,Partly Cloudy,61,2.00
2009.9999999999998,Dallas,Cloudy,75,2.00
2023.9999999999995,Dallas,Cloudy,74,2.00
2026.0,Dallas,Cloudy,74,2.00
2046.9999999999998,Dallas,Cloudy,82,2.00
2884.999999999999,El Paso,Cloudy,85,2.00
2888.9999999999995,El Paso,Mostly Cloudy,80,2.00
2894.999999999999,El Paso,Partly Cloudy,65,2.00
2968.9999999999995,El Paso,Clear,62,2.00
2973.999999999999,El Paso,Clear,75,2.00
2994.9999999999995,El Paso,Cloudy,43,2.00
3001.999999999999,El Paso,Partly Cloudy,65,2.00
3023.9999999999995,El Paso,Mostly Cloudy,44,2.00
3025.999999999999,El Paso,Mostly Cloudy,41,2.00
3290.999999999999,Fort Worth,Cloudy,78,2.00
3295.999999999999,Fort Worth,Cloudy,74,2.00
3301.9999999999995,Fort Worth,Cloudy,77,2.00
3306.9999999999995,Fort Worth,Cloudy,74,2.00
3313.999999999999,Fort Worth,Cloudy,74,2.00
3315.9999999999995,Fort Worth,Cloudy,78,2.00
3319.0,Fort Worth,Cloudy,78,2.00
3323.999999999999,Fort Worth,Cloudy,81,2.00
