4,1
27,1
29,1
37,1
38,1
48,1
76,1
79,1
88,1
100,1
102,1
110,1
112,1
121,1
123,1
148,1
152,1
168,1
171,1
177,1
279,1
502,1
792,1
825,1
835,1
849,1
960,1
562,1
291,1
877,1
290,1
470,1
776,1
462,1
632,1
803,1
556,1
181,0.615555556
201,0.582222222
205,0.618888889
209,0.58
214,0.535555556
216,0.613333333
240,0.58
267,0.596666667
295,0.593333333
322,0.534444444
325,0.59
359,0.583333333
362,0.606666667
383,0.593333333
407,0.617777778
423,0.618888889
464,0.604444444
466,0.624444444
500,0.573333333
507,0.582222222
516,0.595555556
529,0.595555556
546,0.591111111
549,0.597777778
554,0.608888889
555,0.545555556
580,0.614444444
591,0.538888889
627,0.58
641,0.565555556
643,0.551111111
670,0.606666667
671,0.618888889
696,0.575555556
700,0.543333333
707,0.565555556
748,0.588888889
759,0.561111111
760,0.59
768,0.593333333
806,0.594444444
813,0.586666667
829,0.624444444
838,0.622222222
848,0.604444444
861,0.605555556
863,0.547777778
888,0.605555556
895,0.622222222
913,0.602222222
922,0.594444444
940,0.617777778
949,0.606666667
959,0.594444444
968,0.621111111
970,0.571111111
976,0.576666667
980,0.54
981,0.568888889
984,0.575555556
988,0.566666667
989,0.564444444
998,0.611111111
