sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L
4,11,7155,5392,,7355,5147,,4719,2029
27,956,9167,8555,,4367,2422,,4727,73
29,492,7428,8557,,7911,2304,,113,2487
37,617,9852,5948,,7913,7711,,143,111
38,159,6185,6773,,2507,7712,,146,1239
48,473,8624,4301,,7916,7715,,183,148
76,492,3303,7901,,6038,5665,,292,8391
79,1016,2907,1284,,4559,1751,,303,237
88,31,8995,2606,,6049,5987,,4743,262
100,639,668,7261,,1082,2134,,398,306
102,577,7152,1014,,5671,5901,,406,208
110,1140,11033,7683,,4748,6965,,439,504
112,61,9237,8567,,7926,5068,,444,2514
121,789,11825,7632,,6309,7722,,477,364
123,370,7664,8569,,2804,1477,,484,369
148,772,2562,6671,,2712,5762,,569,439
152,623,127,4321,,5294,2454,,342,450
168,208,11840,8578,,7933,7729,,6197,491
171,509,2772,4995,,1995,6868,,3638,498
177,912,865,2976,,1088,2801,,674,3690
181,1078,11849,8582,,7934,7735,,690,532
201,836,7803,7961,,6962,1931,,756,594
205,529,2796,4573,,6203,4741,,770,607
209,215,3721,1883,,6279,5156,,785,622
214,155,6602,969,,1477,6286,,804,7393
216,135,11065,4140,,4212,7741,,811,1240
240,668,11040,8597,,7943,1966,,7220,4030
267,880,6036,2267,,3661,2993,,986,765
279,856,8222,8605,,6789,7375,,4812,2569
290,485,11870,8607,,7948,7759,,1067,2591
291,183,6312,6860,,7949,7760,,1070,44
295,925,6749,3794,,2876,7761,,4326,846
322,499,9395,1373,,7955,1801,,1172,480
325,498,4844,2459,,4415,6002,,1182,2599
359,109,11889,8613,,1166,7773,,7550,1010
362,509,11897,8615,,7958,7774,,1300,2612
383,717,8944,7099,,7962,7777,,1374,1071
407,1040,6194,5396,,411,6039,,1450,1132
423,592,11907,7962,,3855,7785,,5246,2633
462,292,3109,3428,,5692,5134,,1629,1265
464,373,2390,376,,1612,5190,,1473,1270
466,7,3123,4674,,7122,4459,,4865,3096
470,411,11330,5682,,806,6364,,1657,1286
500,261,7287,6620,,7979,6697,,2545,7697
507,227,2255,1846,,7417,2867,,5277,2040
516,485,6006,2958,,4650,6251,,1805,2665
529,490,9655,1871,,3038,6600,,2114,1842
546,1040,2125,3739,,1778,6125,,1894,1478
549,245,4888,6707,,3985,2887,,1418,1485
554,796,5938,243,,1630,3892,,1917,1076
555,789,3952,5438,,7984,7801,,2136,1501
556,748,3209,5944,,1074,3347,,1923,1504
562,216,4306,5988,,5672,5155,,1942,1516
580,468,4040,8645,,7663,7806,,1971,476
591,563,3139,2499,,460,5938,,1439,1592
627,838,2719,2018,,5181,2287,,2136,101
632,471,11956,8653,,8004,7815,,7614,1703
641,217,4209,2427,,805,127,,7516,1318
643,1300,3968,6890,,2901,6233,,1087,1726
670,755,2818,2921,,4464,2727,,2282,647
671,1040,1122,5897,,6953,148,,8049,2719
696,562,2568,844,,757,635,,797,2731
700,912,4424,4291,,1018,3676,,2380,1892
707,610,9396,1921,,5157,3130,,2404,1881
748,411,2295,1161,,708,965,,2217,2750
759,261,4690,8676,,2873,7835,,2558,2754
760,270,2396,7527,,8017,1547,,2562,1999
768,835,4935,8678,,8018,2198,,7031,7967
776,292,6456,2253,,403,1911,,2607,2148
792,887,9851,6427,,6240,3290,,2655,1551
803,480,11995,8681,,8023,7842,,7401,2773
806,390,12003,8683,,8024,7843,,7866,2101
813,736,24,2324,,3082,5469,,2716,2778
825,804,7137,1529,,5636,1579,,4984,117
829,468,2324,5382,,8026,7844,,6367,137
835,291,2611,4337,,3285,2382,,797,1859
838,615,1401,3305,,3535,344,,2794,279
848,504,6393,8689,,5477,5551,,4988,480
849,135,6886,3833,,3459,3166,,2828,381
861,862,2580,2851,,1753,7850,,2856,1125
863,684,769,623,,441,1350,,2860,500
877,480,846,5753,,538,5118,,2902,967
888,494,7821,3891,,7885,3112,,2932,1575
895,424,7310,4881,,8041,7856,,2954,2225
913,377,5878,6221,,2749,3506,,3002,2304
922,616,2394,7586,,433,1538,,3034,2323
940,377,10923,675,,8048,7862,,3087,2828
949,435,161,367,,2186,1581,,3116,2368
959,908,191,6060,,2166,4084,,3151,1170
960,247,12039,8704,,8052,7867,,3154,8671
968,1256,3919,873,,3843,228,,3116,2410
970,350,138,3051,,2228,3981,,233,2023
976,496,12050,8708,,8055,7870,,3199,8354
980,1100,7099,4235,,6415,1980,,3208,2741
981,615,8102,861,,5827,5477,,3210,2440
984,148,5991,8622,,3579,3112,,6408,2854
988,182,8182,6925,,5680,6475,,3232,1136
989,72,922,2910,,541,5670,,731,8360
998,643,12063,6699,,8057,7874,,3257,2861
