entity,brand,screen_type,supported_aspect_ratio,response_time(ms),screen_size_diagonal,day
22_2,Philips Electronics,LCD Monitor,5:04,5.086294096942987,48.91226672298958,1.0
25_2,Philips Electronics,LCD Monitor,16:10,4.044631518978229,45.77339618561492,0.8355759788707524
27_2,Philips Electronics,LCD Monitor,16:09,4.933460167913746,53.794314884570774,1.0
28_2,Philips Electronics,LCD Monitor,16:09,4.97262339013901,55.51307900043498,1.0
32_2,Philips Electronics,LCD Monitor,16:09,4.453567558331015,53.737092871217904,0.8608867926809941
33_2,Philips Electronics,LCD Monitor,16:09,2.8621363247555553,60.2584836165716,1.0
39_2,Philips Electronics,Brilliance LCD Monitor,16:10,4.098762813849835,66.12063212805874,1.0
40_2,Philips Electronics,Monitor,16:09,4.8446786676917535,70.23266600243407,1.0
41_2,Philips Electronics,LCD Monitor,16:08,4.28721048995165,57.36758467466675,0.8608867926809941
62_2,Philips Electronics,LCD Monitor,16:09,12.831016565431684,62.867266486206134,1.0
88_2,iiyama North America,Brilliance LCD Monitor,16:09,3.61120654049987,58.28828538938853,1.0
103_2,Hannspree,LCD Monitor,16:09,4.594949020669308,52.1219307488659,1.0
128_2,Asus,LCD Monitor,16:10,6,60.7452146,1
132_2,Asus,LCD Monitor,21:09,5.166793395726575,71.78634029626691,1.0
133_2,Asus,Brilliance LCD Monitor,16:09,7.606520704940233,78.97637636385343,1.0
168_2,Asus,LCD Monitor,16:09,2.8106853937244245,71.46479258441249,1.0
171_2,Asus,LCD Monitor,16:09,1.882792081,63.67587246,1
186_2,Asus,Monitor,16:09,4.423617656994981,56.80629539915702,1.0
190_2,Asus,Brilliance LCD Monitor,16:09,4.909610124902459,68.17691918140383,1.0
193_2,iiyama North America,Brilliance LCD Monitor,16:09,5.234683171045512,62.03490660909444,1.0
22_1,Philips Electronics,LCD Monitor,5:04,5,0,0.8608867926809941
25_1,Philips Electronics,LCD Monitor,16:10,5,0,1.0
27_1,Philips Electronics,LCD Monitor,16:09,5,0,1.0
28_1,Philips Electronics,LCD Monitor,16:09,5,0,1.0
32_1,Philips Electronics,LCD Monitor,16:09,5,0,1.0
33_1,Philips Electronics,LCD Monitor,16:09,5,0,1.0
39_1,Philips Electronics,LCD Monitor,16:09,5,0,1.0
40_1,Philips Electronics,LCD Monitor,16:09,5,0,1.0
41_1,Philips Electronics,LCD Monitor,16:09,5,0,1.0
62_1,Philips Electronics,LCD Monitor,16:10,5,0,1.0
88_1,iiyama North America,LCD Monitor,16:09,2,0,1.0
