entity,brand,screen_type,supported_aspect_ratio,response_time(ms),screen_size_diagonal,day
22_1,Philips Electronics,LCD,5:04,5.1139399652819515,48.62701774613007,1.0
25_1,Philips Electronics,LCD,16:10,3.850775301622954,43.815501393077504,0.8010370769897873
27_1,Philips Electronics,Lcd,16:09,4.915533386935616,53.691444970652206,1.0
28_1,Philips Electronics,LCD,16:09,4.0108670235678145,44.90625642772041,0.8103835542745308
32_1,Philips Electronics,LED/,16:09,5.143247267267925,61.649886139630574,1.0
33_1,Philips Electronics,LCD Monitor,16:09,2.730789242146484,61.767856889019114,1.0
39_1,Philips Electronics,Brilliance LCD Monitor,16:08,4.500333928039557,67.19871197399372,1.0
40_1,Philips Electronics,LCD,16:09,3.910584659405382,57.17528754303323,0.8103835542745308
41_1,Philips Electronics,TFT,16:08,4.958253119739449,66.38429718189046,1.0
62_1,Philips Electronics,IPS,16:09,14.042086676298958,61.02703366523403,1.0
88_1,iiyama North America,TN+Film,16:09,2.064369918016714,57.83018542440894,1.0
103_1,Hannspree,ProLite E2483HS - A HD LED Monitor with 2 ms Response Time,16:09,4.966001251551939,51.398463347151406,1.0
128_1,Asus,LCD Monitor,16:11,6.508493947,60.43602424,1
132_1,Asus,IPS,21:09,5.013914553091141,72.72206321146179,1.0
133_1,Asus,IGZO,16:09,7.940079887303085,81.82323573913438,1.0
168_1,Asus,LC,16:09,1.9943838635361306,69.5218227364749,1.0
171_1,Asus,LCD Monitor,16:09,1.882792081,66.98184245,1
186_1,Asus,TN+Film,16:09,4.751264523671948,55.20455040922563,1.0
190_1,Asus,IPS,16:09,5.047119258171583,71.69460972487781,1.0
193_1,iiyama North America,IPS,16:10,4.236761299712854,48.966507390724416,0.8103835542745308
