5,"[[['Rain', 0.475035660455628]], [['Rain', 0.475035660455628]], [['Light Rain', 0.5088781817896159]], [['Light Rain', 0.5088781817896159]], [['Rain', 0.475035660455628]], [['Light Rain', 0.5088781817896159]], [['Showers', 0.45894593892244645]], [['Cloudy', 0.5618469640064138]], [['Cloudy', 0.5618469640064138]], [['Short term forecastRain', 0.4593049331686945]], [['moderate rain', 0.45906554504008157]], [['Rain', 0.475035660455628]], [['Rain', 0.475035660455628]], [['Rain Fog', 0.5042658682550462]], [['Mist', 0.5042658682550462]]]"
10,"[[['Rain', 0.3956072033232408]], [['Rain', 0.3956072033232408]], [['Rain', 0.3956072033232408]], [['Rain Mist', 0.4173426826675696]], [['Rain', 0.3956072033232408]], [['Light Rain', 0.5588655262446842]], [['Rain', 0.3956072033232408]], [['Thunderstorm', 0.4619333642296457]], [['Rain', 0.3956072033232408]], [['Weather WarningsCloudy', 0.4593049331686945]], [['moderate rain', 0.45906554504008157]], [['Light Rain', 0.5588655262446842]], [['Rain', 0.3956072033232408]], [['Rain Fog', 0.5042658682550462]], [['Mist', 0.5042658682550462]]]"
13,"[[['Cloudy', 0.8117235998570431]], [['Mostly Cloudy', 0.8921036578451702]], [['Overcast', 0.8387263201281644]], [['Overcast', 0.8387263201281644]], [['Cloudy', 0.8117235998570431]], [['Overcast', 0.8387263201281644]], [['Cloudy', 0.8117235998570431]], [['Rain', 0.8893975501719632]], [['Cloudy', 0.8117235998570431]], [['Short term forecastMostly Cloudy', 0.8884553508152728]], [['mostly cloudy', 0.8882888923954418]], [['Cloudy', 0.8117235998570431]], [['Cloudy', 0.8117235998570431]], [['Mostly Cloudy', 0.8921036578451702]]]"
25,"[[['Cloudy', 0.8176062500291849]], [['Fog And Mist', 0.8519138037880777]], [['Overcast', 0.8400173133058797]], [['Overcast', 0.8400173133058797]], [['Cloudy', 0.8176062500291849]], [['Mist', 0.8958996370739658]], [['Cloudy', 0.8176062500291849]], [['Cloudy', 0.8176062500291849]], [['Cloudy', 0.8176062500291849]], [['Fog', 0.8961445919016156]], [['mostly cloudy', 0.8959882648156915]], [['Cloudy', 0.8176062500291849]], [['Cloudy', 0.8176062500291849]]]"
31,"[[['Cloudy', 0.9999561478444317]], [['Overcast', 0.9999264551084327]], [['Overcast', 0.9999264551084327]], [['Overcast', 0.9999264551084327]], [['Cloudy', 0.9999561478444317]], [['Overcast', 0.9999264551084327]], [['Cloudy', 0.9999561478444317]], [['Cloudy', 0.9999561478444317]], [['Cloudy', 0.9999561478444317]], [['Cloudy', 0.9999561478444317]], [['mostly cloudy', 0.9999999564221379]], [['Cloudy', 0.9999561478444317]], [['Cloudy', 0.9999561478444317]]]"
35,"[[['Cloudy', 0.995979196648113]], [['Overcast', 0.991376940083233]], [['Overcast', 0.991376940083233]], [['Overcast', 0.991376940083233]], [['Cloudy', 0.995979196648113]], [['Overcast', 0.991376940083233]], [['Cloudy', 0.995979196648113]], [['Mostly Cloudy', 0.9998078539076507]], [['Mostly Cloudy', 0.9998078539076507]], [['Cloudy', 0.995979196648113]], [['mostly cloudy', 0.9997571233336812]], [['Cloudy', 0.995979196648113]], [['Cloudy', 0.995979196648113]]]"
38,"[[['Cloudy', 0.9948878705188333]], [['Overcast', 0.991376940083233]], [['Overcast', 0.991376940083233]], [['Overcast', 0.991376940083233]], [['Cloudy', 0.9948878705188333]], [['Overcast', 0.991376940083233]], [['Cloudy', 0.9948878705188333]], [['Cloudy', 0.9948878705188333]], [['Cloudy', 0.9948878705188333]], [['Short term forecastCloudy', 0.9997580254193142]], [['mostly cloudy', 0.9997571233336812]], [['Cloudy', 0.9948878705188333]], [['Cloudy', 0.9948878705188333]]]"
39,"[[['Cloudy', 0.9948878705188333]], [['Overcast', 0.991376940083233]], [['Overcast', 0.991376940083233]], [['Overcast', 0.991376940083233]], [['Cloudy', 0.9948878705188333]], [['Overcast', 0.991376940083233]], [['Cloudy', 0.9948878705188333]], [['Cloudy', 0.9948878705188333]], [['Cloudy', 0.9948878705188333]], [['Short term forecastFog', 0.9997580254193142]], [['mostly cloudy', 0.9997571233336812]], [['Cloudy', 0.9948878705188333]], [['Cloudy', 0.9948878705188333]]]"
43,"[[['Cloudy', 0.6080745655710826]], [['Fog And Mist', 0.46460139079574025]], [['Overcast', 0.5211209839698541]], [['Overcast', 0.5211209839698541]], [['Showers', 0.5544736802351857]], [['Mist', 0.5995554621331839]], [['Cloudy', 0.6080745655710826]], [['Drizzle', 0.5003972290254348]], [['Showers', 0.5544736802351857]], [['Short term forecastFog', 0.49775239990158443]], [['mostly cloudy', 0.4975114113446623]], [['Mist', 0.5995554621331839]], [['Cloudy', 0.6080745655710826]]]"
50,"[[['Cloudy', 0.4903993363769216]], [['Fog And Mist', 0.3424273359491101]], [['Haze', 0.4156114414518]], [['Haze', 0.4156114414518]], [['Fog', 0.4304699863724401]], [['Hazy', 0.3555125411598494]], [['Cloudy', 0.4903993363769216]], [['Cloudy', 0.4903993363769216]], [['Fog', 0.4304699863724401]], [['Short term forecastHaze', 0.3557576703079145]], [['mostly cloudy', 0.355580917352433]], [['Light Fog', 0.3557382291306959]], [['Mostly Cloudy', 0.35572991299883644]]]"
0,"[[['Overcast', 1.0]]]"
91,"[[['Partly Cloudy', 0.9304057624345506]], [['Overcast', 0.9726460403732367]], [['Scattered Clouds', 0.958987438381478]], [['Scattered Clouds', 0.958987438381478]], [['Partly Cloudy', 0.9304057624345506]], [['Partly Cloudy', 0.9304057624345506]], [['Cloudy', 0.9896054360418614]], [['Partly Cloudy', 0.9304057624345506]], [['Partly Cloudy', 0.9304057624345506]], [['Partly Cloudy', 0.9304057624345506]], [['clear sky', 0.985884858923052]], [['Partly Cloudy', 0.9304057624345506]], [['Cloudy', 0.9896054360418614]], [['Partly Cloudy', 0.9304057624345506]]]"
104,"[[['Fair', 0.7365411667065658]], [['Clear', 0.6052684163229771]], [['Clear', 0.6052684163229771]], [['Clear', 0.6052684163229771]], [['Partly Sunny', 0.7244322826849106]], [['Clear', 0.6052684163229771]], [['Partly Cloudy', 0.6816307963890446]], [['Mostly Cloudy', 0.6842466701308682]], [['Partly Sunny', 0.7244322826849106]], [['Clear', 0.6052684163229771]], [['clear sky', 0.6817789861898251]], [['Partly Sunny', 0.7244322826849106]], [['Cloudy', 0.682023842226658]], [['Fair', 0.7365411667065658]]]"
112,"[[['Fair', 0.8958883993989264]], [['Clear', 0.7558470932921836]], [['Clear', 0.7558470932921836]], [['Clear', 0.7558470932921836]], [['Partly Sunny', 0.8834591900239318]], [['Clear', 0.7558470932921836]], [['Sunny', 0.8881903772286469]], [['Partly Cloudy', 0.8893975501719632]], [['Partly Sunny', 0.8834591900239318]], [['Clear', 0.7558470932921836]], [['clear sky', 0.8882888923954418]], [['Partly Sunny', 0.8834591900239318]], [['Partly Sunny', 0.8834591900239318]], [['Fair', 0.8958883993989264]]]"
130,"[[['Cloudy', 0.9999473778748367]], [['Overcast', 0.9998868192727607]], [['Overcast', 0.9998868192727607]], [['Overcast', 0.9998868192727607]], [['Cloudy', 0.9999473778748367]], [['Overcast', 0.9998868192727607]], [['Cloudy', 0.9999473778748367]], [['Cloudy', 0.9999473778748367]], [['Cloudy', 0.9999473778748367]], [['Cloudy', 0.9999473778748367]], [['mostly cloudy', 0.9999999527906496]], [['Cloudy', 0.9999473778748367]], [['Cloudy', 0.9999473778748367]], [['Overcast', 0.9998868192727607]]]"
132,"[[['Cloudy', 0.9999473778748367]], [['Overcast', 0.9998868192727607]], [['Overcast', 0.9998868192727607]], [['Overcast', 0.9998868192727607]], [['Cloudy', 0.9999473778748367]], [['Overcast', 0.9998868192727607]], [['Cloudy', 0.9999473778748367]], [['Cloudy', 0.9999473778748367]], [['Cloudy', 0.9999473778748367]], [['Cloudy', 0.9999473778748367]], [['mostly cloudy', 0.9999999527906496]], [['Cloudy', 0.9999473778748367]], [['Cloudy', 0.9999473778748367]], [['Overcast', 0.9998868192727607]]]"
145,"[[['Cloudy', 0.7722981023246982]], [['Overcast', 0.8415289026056392]], [['Haze', 0.8279753388310914]], [['Haze', 0.8279753388310914]], [['Cloudy', 0.7722981023246982]], [['Hazy', 0.8881945227269004]], [['Cloudy', 0.7722981023246982]], [['Cloudy', 0.7722981023246982]], [['Cloudy', 0.7722981023246982]], [['Cloudy', 0.7722981023246982]], [['mostly cloudy', 0.8882888923954418]], [['Cloudy', 0.7722981023246982]], [['Cloudy', 0.7722981023246982]], [['Overcast with Haze', 0.8963251721309321]]]"
149,"[[['Light Rain', 0.8018422831325085]], [['Light Rain', 0.8018422831325085]], [['Light Rain', 0.8018422831325085]], [['Light Rain Mist', 0.8469782875491734]], [['Rain', 0.8938764991468464]], [['Light Rain', 0.8018422831325085]], [['Showers', 0.9261993022377543]], [['Showers', 0.9261993022377543]], [['Rain', 0.8938764991468464]], [['Short term forecastRain', 0.8961445919016156]], [['moderate rain', 0.8959882648156915]], [['Rain', 0.8938764991468464]], [['Rain', 0.8938764991468464]]]"
154,"[[['Cloudy', 0.6080745655710826]], [['Fog And Mist', 0.46460139079574025]], [['Overcast', 0.5211209839698541]], [['Overcast', 0.5211209839698541]], [['Showers', 0.5544736802351857]], [['Mist', 0.5995554621331839]], [['Cloudy', 0.6080745655710826]], [['Drizzle', 0.5003972290254348]], [['Showers', 0.5544736802351857]], [['Short term forecastFog', 0.49775239990158443]], [['mostly cloudy', 0.4975114113446623]], [['Mist', 0.5995554621331839]], [['Cloudy', 0.6080745655710826]]]"
156,"[[['Rain', 0.7930622502140987]], [['Rain', 0.7930622502140987]], [['Light Rain', 0.8998036468287749]], [['Light Rain Mist', 0.8579182981429004]], [['Rain', 0.7930622502140987]], [['Light Rain', 0.8998036468287749]], [['Rain', 0.7930622502140987]], [['Showers', 0.903971202716451]], [['Short term forecastRain', 0.9039680898078583]], [['light rain', 0.9038222750764356]], [['Rain', 0.7930622502140987]], [['Rain', 0.7930622502140987]]]"
167,"[[['Cloudy', 0.4749392457131194]], [['Fog And Mist', 0.36227942306191363]], [['Light Rain', 0.46248811036795945]], [['Light Rain Mist', 0.3536442550031234]], [['Fog', 0.45397473520209625]], [['Light Rain', 0.46248811036795945]], [['Cloudy', 0.4749392457131194]], [['Fog', 0.45397473520209625]], [['Short term forecastRain', 0.37594074896978813]], [['mostly cloudy', 0.37575981707011125]], [['Mist', 0.37592084842335616]], [['Rain', 0.375912335771531]]]"
0,"[[['Fog/Mist', 1.0]]]"
205,"[[['Fog', 0.4512460847503191]], [['Fog And Mist', 0.3424273359491101]], [['Overcast', 0.4156114414518]], [['Overcast', 0.4156114414518]], [['Showers', 0.4304699863724401]], [['Mist', 0.45778584116429893]], [['Fog', 0.4512460847503191]], [['Cloudy', 0.35825820234212824]], [['Showers', 0.4304699863724401]], [['Short term forecastFog', 0.3557576703079145]], [['mostly cloudy', 0.355580917352433]], [['Mist', 0.45778584116429893]], [['Light Fog', 0.35572991299883644]]]"
209,"[[['Fog', 0.48767738461259474]], [['Fog And Mist', 0.3424273359491101]], [['Overcast', 0.4156114414518]], [['Overcast', 0.4156114414518]], [['Rain', 0.430439737103758]], [['Mist', 0.3555125411598494]], [['Fog', 0.48767738461259474]], [['Drizzle', 0.35825820234212824]], [['Showers', 0.35576650785044334]], [['Fog', 0.48767738461259474]], [['light rain', 0.355580917352433]], [['Rain', 0.430439737103758]], [['Light Fog', 0.35572991299883644]]]"
0,"[[['Fog/Mist', 1.0]]]"
0,"[[['Fog/Mist', 1.0]]]"
0,"[[['Overcast with Haze', 1.0]]]"
259,"[[['Cloudy', 0.9445360071214669]], [['Hazy', 0.9813969542199421]], [['Haze', 0.9622762227882399]], [['Haze', 0.9622762227882399]], [['Cloudy', 0.9445360071214669]], [['Hazy', 0.9813969542199421]], [['Cloudy', 0.9445360071214669]], [['Cloudy', 0.9445360071214669]], [['Cloudy', 0.9445360071214669]], [['Short term forecastHaze', 0.9869873065522442]], [['mostly cloudy', 0.9869564766079851]], [['Cloudy', 0.9445360071214669]], [['Cloudy', 0.9445360071214669]]]"
273,"[[['Light Rain', 0.8018422831325085]], [['Light Rain', 0.8018422831325085]], [['Light Rain', 0.8018422831325085]], [['Light Rain Mist', 0.8469782875491734]], [['Rain', 0.8938730974217538]], [['Light Rain', 0.8018422831325085]], [['Showers', 0.8958957437789844]], [['Cloudy', 0.9263841113933855]], [['Cloudy', 0.9263841113933855]], [['Rain', 0.8938730974217538]], [['light rain', 0.8959882648156915]], [['Rain', 0.8938730974217538]], [['Rain', 0.8938730974217538]]]"
275,"[[['Rain', 0.8819925986622261]], [['Rain', 0.8819925986622261]], [['Light Rain', 0.9811553829959034]], [['Light Rain Mist', 0.9736959704225212]], [['Rain', 0.8819925986622261]], [['Light Rain', 0.9811553829959034]], [['Rain', 0.8819925986622261]], [['Rain', 0.8819925986622261]], [['Rain', 0.8819925986622261]], [['Short term forecastRain', 0.9869873065522442]], [['light rain', 0.9869564766079851]], [['Rain', 0.8819925986622261]], [['Rain', 0.8819925986622261]]]"
1080,"[[['Cloudy', 0.9957825194377745]], [['Overcast', 0.9853250955516472]], [['Overcast', 0.9853250955516472]], [['Overcast', 0.9853250955516472]], [['Cloudy', 0.9957825194377745]], [['Overcast', 0.9853250955516472]], [['Cloudy', 0.9957825194377745]], [['Cloudy', 0.9957825194377745]], [['Cloudy', 0.9957825194377745]], [['Winter Weather AdvisoryCloudy', 0.9997853436669097]], [['mostly cloudy', 0.9997845504407313]], [['Cloudy', 0.9957825194377745]], [['Cloudy', 0.9957825194377745]], [['Cloudy', 0.9957825194377745]]]"
1968,"[[['Cloudy', 0.9997998525090135]], [['Overcast', 0.9997031161224779]], [['Overcast', 0.9997031161224779]], [['Overcast', 0.9997031161224779]], [['Cloudy', 0.9997998525090135]], [['Overcast', 0.9997031161224779]], [['Cloudy', 0.9997998525090135]], [['Cloudy', 0.9997998525090135]], [['Cloudy', 0.9997998525090135]], [['Cloudy', 0.9997998525090135]], [['mostly cloudy', 0.9999999344181357]], [['Cloudy', 0.9997998525090135]], [['Cloudy', 0.9997998525090135]], [['Cloudy', 0.9997998525090135]]]"
2014,"[[['Cloudy', 0.9783489939573772]], [['Overcast', 0.9524086628196379]], [['Overcast', 0.9524086628196379]], [['Overcast', 0.9524086628196379]], [['Cloudy', 0.9783489939573772]], [['Overcast', 0.9524086628196379]], [['Cloudy', 0.9783489939573772]], [['Cloudy', 0.9783489939573772]], [['Cloudy', 0.9783489939573772]], [['Flood warningCloudy', 0.9996634545137]], [['mostly cloudy', 0.9996621987824632]], [['Cloudy', 0.9783489939573772]], [['Cloudy', 0.9783489939573772]], [['Overcast', 0.9524086628196379]], [['Cloudy', 0.9783489939573772]]]"
2051,"[[['Cloudy', 0.9783489939573772]], [['Overcast', 0.9524086628196379]], [['Overcast', 0.9524086628196379]], [['Overcast', 0.9524086628196379]], [['Cloudy', 0.9783489939573772]], [['Overcast', 0.9524086628196379]], [['Cloudy', 0.9783489939573772]], [['Cloudy', 0.9783489939573772]], [['Cloudy', 0.9783489939573772]], [['Flood warningCloudy', 0.9996634545137]], [['mostly cloudy', 0.9996621987824632]], [['Cloudy', 0.9783489939573772]], [['Cloudy', 0.9783489939573772]], [['Overcast', 0.9524086628196379]], [['Cloudy', 0.9783489939573772]]]"
2053,"[[['Cloudy', 0.9783489939573772]], [['Overcast', 0.9524086628196379]], [['Overcast', 0.9524086628196379]], [['Overcast', 0.9524086628196379]], [['Cloudy', 0.9783489939573772]], [['Overcast', 0.9524086628196379]], [['Cloudy', 0.9783489939573772]], [['Cloudy', 0.9783489939573772]], [['Cloudy', 0.9783489939573772]], [['Short term forecastCloudy', 0.9996634545137]], [['mostly cloudy', 0.9996621987824632]], [['Cloudy', 0.9783489939573772]], [['Cloudy', 0.9783489939573772]], [['Overcast', 0.9524086628196379]], [['Cloudy', 0.9783489939573772]]]"
2120,"[[['Cloudy', 0.9997998525090135]], [['Overcast', 0.9997031161224779]], [['Overcast', 0.9997031161224779]], [['Overcast', 0.9997031161224779]], [['Cloudy', 0.9997998525090135]], [['Overcast', 0.9997031161224779]], [['Cloudy', 0.9997998525090135]], [['Cloudy', 0.9997998525090135]], [['Cloudy', 0.9997998525090135]], [['Cloudy', 0.9997998525090135]], [['mostly cloudy', 0.9999999344181357]], [['Cloudy', 0.9997998525090135]], [['Cloudy', 0.9997998525090135]], [['Cloudy', 0.9997998525090135]]]"
2611,"[[['Cloudy', 0.9999209873376118]], [['Overcast', 0.999895680562301]], [['Overcast', 0.999895680562301]], [['Overcast', 0.999895680562301]], [['Cloudy', 0.9999209873376118]], [['Overcast', 0.999895680562301]], [['Cloudy', 0.9999209873376118]], [['Cloudy', 0.9999209873376118]], [['Cloudy', 0.9999209873376118]], [['Cloudy', 0.9999209873376118]], [['mostly cloudy', 0.9999999520071455]], [['Cloudy', 0.9999209873376118]], [['Cloudy', 0.9999209873376118]], [['Cloudy', 0.9999209873376118]]]"
3017,"[[['Cloudy', 0.9220231739947456]], [['Overcast', 0.6409340195302886]], [['Overcast', 0.6409340195302886]], [['Overcast', 0.6409340195302886]], [['Cloudy', 0.9220231739947456]], [['Overcast', 0.6409340195302886]], [['Cloudy', 0.9220231739947456]], [['Cloudy', 0.9220231739947456]], [['Cloudy', 0.9220231739947456]], [['Cloudy', 0.9220231739947456]], [['mostly cloudy', 0.9996104239401888]], [['Cloudy', 0.9220231739947456]], [['Cloudy', 0.9220231739947456]], [['Mostly Cloudy', 0.9996609862913388]], [['Cloudy', 0.9220231739947456]]]"
3547,"[[['Partly Cloudy', 0.6403012636310174]], [['Clear', 0.8303275120385104]], [['Scattered Clouds', 0.6843161461494126]], [['Scattered Clouds', 0.6843161461494126]], [['Partly Cloudy', 0.6403012636310174]], [['Clear', 0.8303275120385104]], [['Partly Cloudy', 0.6403012636310174]], [['Partly Cloudy', 0.6403012636310174]], [['Partly Cloudy', 0.6403012636310174]], [['Mostly Sunny', 0.8829951586268822]], [['clear sky', 0.8828238531721349]], [['Partly Cloudy', 0.6403012636310174]], [['Partly Cloudy', 0.6403012636310174]], [['Mostly Clear', 0.8839312030696546]]]"
3650,"[[['Cloudy', 0.9997956126031579]], [['Overcast', 0.999632739349763]], [['Overcast', 0.999632739349763]], [['Overcast', 0.999632739349763]], [['Cloudy', 0.9997956126031579]], [['Overcast', 0.999632739349763]], [['Cloudy', 0.9997956126031579]], [['Cloudy', 0.9997956126031579]], [['Cloudy', 0.9997956126031579]], [['Cloudy', 0.9997956126031579]], [['mostly cloudy', 0.9999999332691913]], [['Cloudy', 0.9997956126031579]], [['Cloudy', 0.9997956126031579]], [['Overcast', 0.999632739349763]], [['Cloudy', 0.9997956126031579]]]"
3659,"[[['Cloudy', 0.9997956126031579]], [['Overcast', 0.999632739349763]], [['Overcast', 0.999632739349763]], [['Overcast', 0.999632739349763]], [['Cloudy', 0.9997956126031579]], [['Overcast', 0.999632739349763]], [['Cloudy', 0.9997956126031579]], [['Cloudy', 0.9997956126031579]], [['Cloudy', 0.9997956126031579]], [['Cloudy', 0.9997956126031579]], [['mostly cloudy', 0.9999999332691913]], [['Cloudy', 0.9997956126031579]], [['Cloudy', 0.9997956126031579]], [['Overcast', 0.999632739349763]], [['Cloudy', 0.9997956126031579]]]"
4051,"[[['Cloudy', 0.9449842768682916]], [['Overcast', 0.8034300699192267]], [['Overcast', 0.8034300699192267]], [['Overcast', 0.8034300699192267]], [['Cloudy', 0.9449842768682916]], [['Overcast', 0.8034300699192267]], [['Cloudy', 0.9449842768682916]], [['Cloudy', 0.9449842768682916]], [['Cloudy', 0.9449842768682916]], [['Short term forecastCloudy', 0.9996230668053814]], [['mostly cloudy', 0.999621668236023]], [['Cloudy', 0.9449842768682916]], [['Cloudy', 0.9449842768682916]], [['Cloudy', 0.9449842768682916]]]"
4280,"[[['Cloudy', 0.2627669002471223]], [['Cloudy', 0.2627669002471223]], [['Bkh', 0.8689694324765475]], [['Cloudy', 0.2627669002471223]], [['Mostly Cloudy', 0.8691979254048673]], [['Cloudy', 0.2627669002471223]], [['Cloudy', 0.2627669002471223]], [['mostly cloudy', 0.8691015186996653]], [['Cloudy', 0.2627669002471223]], [['Cloudy', 0.2627669002471223]], [['Overcast and Breezy', 0.8738909408282263]], [['Cloudy', 0.2627669002471223]]]"
5268,"[[['Cloudy', 0.9999202787178467]], [['Overcast', 0.999899547123714]], [['Overcast', 0.999899547123714]], [['Overcast', 0.999899547123714]], [['Cloudy', 0.9999202787178467]], [['Overcast', 0.999899547123714]], [['Cloudy', 0.9999202787178467]], [['Cloudy', 0.9999202787178467]], [['Cloudy', 0.9999202787178467]], [['Cloudy', 0.9999202787178467]], [['mostly cloudy', 0.9999999518381483]], [['Cloudy', 0.9999202787178467]], [['Cloudy', 0.9999202787178467]], [['Cloudy', 0.9999202787178467]]]"
5316,"[[['Cloudy', 0.9999202787178467]], [['Overcast', 0.999899547123714]], [['Overcast', 0.999899547123714]], [['Overcast', 0.999899547123714]], [['Cloudy', 0.9999202787178467]], [['Overcast', 0.999899547123714]], [['Cloudy', 0.9999202787178467]], [['Cloudy', 0.9999202787178467]], [['Cloudy', 0.9999202787178467]], [['Cloudy', 0.9999202787178467]], [['mostly cloudy', 0.9999999518381483]], [['Cloudy', 0.9999202787178467]], [['Cloudy', 0.9999202787178467]], [['Cloudy', 0.9999202787178467]]]"
5479,"[[['Cloudy', 0.9214940979059556]], [['Overcast', 0.6491972972376762]], [['Overcast', 0.6491972972376762]], [['Overcast', 0.6491972972376762]], [['Cloudy', 0.9214940979059556]], [['Overcast', 0.6491972972376762]], [['Cloudy', 0.9214940979059556]], [['Partly Cloudy', 0.9996047807595785]], [['Cloudy', 0.9214940979059556]], [['Cloudy', 0.9214940979059556]], [['mostly cloudy', 0.9996040311654885]], [['Cloudy', 0.9214940979059556]], [['Cloudy', 0.9214940979059556]], [['Cloudy', 0.9214940979059556]]]"
5485,"[[['Cloudy', 0.999145019565098]], [['Overcast', 0.9965959747159053]], [['Overcast', 0.9965959747159053]], [['Overcast', 0.9965959747159053]], [['Cloudy', 0.999145019565098]], [['Overcast', 0.9965959747159053]], [['Cloudy', 0.999145019565098]], [['Cloudy', 0.999145019565098]], [['Cloudy', 0.999145019565098]], [['Cloudy', 0.999145019565098]], [['mostly cloudy', 0.9999998936859955]], [['Cloudy', 0.999145019565098]], [['Cloudy', 0.999145019565098]], [['Cloudy', 0.999145019565098]]]"
5765,"[[['Cloudy', 0.9068144244299761]], [['Overcast', 0.604068123153925]], [['Overcast', 0.604068123153925]], [['Overcast', 0.604068123153925]], [['Cloudy', 0.9068144244299761]], [['Overcast', 0.604068123153925]], [['Cloudy', 0.9068144244299761]], [['Cloudy', 0.9068144244299761]], [['Cloudy', 0.9068144244299761]], [['Weather WarningsCloudy', 0.9995667054132283]], [['mostly cloudy', 0.9995650938828097]], [['Cloudy', 0.9068144244299761]], [['Cloudy', 0.9068144244299761]], [['Overcast', 0.604068123153925]], [['Cloudy', 0.9068144244299761]]]"
5953,"[[['Cloudy', 0.5047544759286843]], [['Cloudy', 0.5047544759286843]], [['Cloudy', 0.5047544759286843]], [['Mostly Cloudy', 0.9807807117654306]], [['Cloudy', 0.5047544759286843]], [['Winter storm watchCloudy', 0.9808018772770694]], [['mostly cloudy', 0.9807568632068804]], [['Cloudy', 0.5047544759286843]], [['Cloudy', 0.5047544759286843]], [['Cloudy', 0.5047544759286843]]]"
6021,"[[['Cloudy', 0.9991083088947794]], [['Overcast', 0.9966622402737264]], [['Overcast', 0.9966622402737264]], [['Overcast', 0.9966622402737264]], [['Cloudy', 0.9991083088947794]], [['Overcast', 0.9966622402737264]], [['Cloudy', 0.9991083088947794]], [['Cloudy', 0.9991083088947794]], [['Cloudy', 0.9991083088947794]], [['Cloudy', 0.9991083088947794]], [['mostly cloudy', 0.9999998915858839]], [['Cloudy', 0.9991083088947794]], [['Cloudy', 0.9991083088947794]], [['Cloudy', 0.9991083088947794]]]"
7314,"[[['Cloudy', 0.8683032076788483]], [['Overcast', 0.813523808276041]], [['Overcast', 0.813523808276041]], [['Overcast', 0.813523808276041]], [['Cloudy', 0.8683032076788483]], [['Few', 0.9847779943453091]], [['Cloudy', 0.8683032076788483]], [['Cloudy', 0.8683032076788483]], [['Cloudy', 0.8683032076788483]], [['Cloudy', 0.8683032076788483]], [['mostly cloudy', 0.9848029159706356]], [['Cloudy', 0.8683032076788483]], [['Partly Cloudy', 0.9848375186889692]], [['Cloudy', 0.8683032076788483]]]"
7449,"[[['Showers', 0.4219696228057852]], [['Cloudy', 0.9282865284213168]], [['Cloudy', 0.9282865284213168]], [['Cloudy', 0.9282865284213168]], [['Rain', 0.868196167220705]], [['clear sky', 0.868006998182256]], [['Observation Quality is Caution Lt Rain', 0.8852507596201041]]]"
