entity,domain
4,678969
27,2340378
29,12080491
37,13515363
38,1680968
48,518903
76,6205796
79,56781882
88,2933929
100,1424522
102,4875345
110,8706101
112,1351910
121,822180
123,2094283
148,1703137
152,1261141
168,3984296
171,6435669
177,4673482
181,1739147
201,3760121
205,35522213
209,51205580
214,2160365
216,1599629
240,0
267,2312138
279,398715
290,1969041
291,1427926
295,1136464
322,982828
325,2079583
359,15485756
362,3607096
383,1124453
407,1058409
423,1186221
462,1533927
464,2794623
466,973612
470,4132368
500,735853
502,1129076
507,4898133
516,0
529,2215924
546,1710240
549,11637800
554,25363041
555,945016
556,5255447
562,3183589
580,6159390
591,6810313
627,0
632,3988572
641,13710658
643,3871584
670,30597467
671,950272
696,13034072
700,3284196
707,2957618
748,2222697
759,2469347
760,0
768,842401
776,2112553
792,1482775
803,0
806,228798
813,1734220
825,3761740
829,3692833
835,5388920
838,6419971
848,2222901
849,3517820
861,15354597
863,9693375
877,11648293
888,5011013
895,1671645
913,3349171
922,4014297
940,1663017
949,6400876
959,3343824
960,7208454
968,5736396
970,10845405
976,1058155
980,9036837
981,1334824
984,2268100
988,1130160
989,12913200
998,416698
