entity,brand,screen_type,supported_aspect_ratio,response_time(ms),screen_size_diagonal,day
22_2,Philips Electronics,LCD Monitor,5:04,5.092459629788563,48.75542902589709,1.0
25_2,Philips Electronics,LCD Monitor,16:10,4.0666337961072685,46.10048659366496,0.8343331284558404
27_2,Philips Electronics,LCD Monitor,16:09,4.928517043082183,53.97986381211557,1.0
28_2,Philips Electronics,LCD Monitor,16:09,4.153214055238622,46.35321463946311,0.8362624052135058
32_2,Philips Electronics,LCD Monitor,16:09,5.13159414084528,61.36196025456107,1.0
33_2,Philips Electronics,LCD Monitor,16:09,2.312251004265769,61.684302732358425,1.0
39_2,Philips Electronics,Brilliance LCD Monitor,16:09,4.6198680112728185,67.14090085316317,1.0
40_2,Philips Electronics,Monitor,16:09,4.062186181866337,58.57239529438211,0.8362624052135058
41_2,Philips Electronics,LCD Monitor,16:09,4.974166605775,66.9097683606223,1.0
62_2,Philips Electronics,LCD Monitor,16:09,13.97692763152042,60.907674079695845,1.0
88_2,iiyama North America,Brilliance LCD Monitor,16:09,2.053156659616974,58.28042876945842,1.0
103_2,Hannspree,LCD Monitor,16:09,4.958466623965115,50.98135351203058,1.0
128_2,Asus,LCD Monitor,16:10,6,60.7452146,1
132_2,Asus,LCD Monitor,21:09,4.996928100977991,72.63410395463768,1.0
133_2,Asus,Brilliance LCD Monitor,16:09,7.955887832979159,81.26730832818245,1.0
168_2,Asus,LCD Monitor,16:09,1.9930591369371582,69.34304963253335,1.0
171_2,Asus,LCD Monitor,16:09,1.882792081,63.67587246,1
186_2,Asus,Monitor,16:09,4.79292345732119,55.29133543523964,1.0
190_2,Asus,Brilliance LCD Monitor,16:09,5.041472249479401,71.50155835302854,1.0
193_2,iiyama North America,Brilliance LCD Monitor,16:09,4.348882862120647,50.12803824279896,0.8362624052135058
22_1,Philips Electronics,LCD Monitor,5:04,5,0,1.0
25_1,Philips Electronics,LCD Monitor,16:10,5,0,1.0
27_1,Philips Electronics,LCD Monitor,16:09,5,0,1.0
28_1,Philips Electronics,LCD Monitor,16:09,5,0,1.0
32_1,Philips Electronics,LCD Monitor,16:09,5,0,1.0
33_1,Philips Electronics,LCD Monitor,16:09,1,0,1.0
39_1,Philips Electronics,LCD Monitor,16:09,5,0,1.0
40_1,Philips Electronics,LCD Monitor,16:09,5,0,1.0
41_1,Philips Electronics,LCD Monitor,16:09,5,0,1.0
62_1,Philips Electronics,LCD Monitor,16:10,14,0,1.0
88_1,iiyama North America,LCD Monitor,16:09,2,0,1.0
103_1,Hannspree,LCD Monitor,16:09,5,0,1.0
