entity,screen_type,supported_aspect_ratio,response_time(ms),screen_size_diagonal,day
5,Austin,Light Rain,93,1
10,Austin,Rain,93,1
13,Austin,Overcast,76,1
25,Austin,Overcast,85,1
31,Austin,Overcast,85,1
35,Austin,Overcast,85,1
38,Austin,Overcast,82,1
39,Austin,Overcast,86,1
43,Austin,Overcast,89,1
50,Austin,Haze,82,1
60,Dallas,Overcast,85,1
91,Austin,Scattered Clouds,64,1
104,Austin,Clear,72,1
112,Austin,Clear,53,1
130,Austin,Overcast,85,1
132,Austin,Overcast,85,1
145,Austin,Haze,82,1
149,Austin,Light Rain,93,1
154,Austin,Overcast,93,1
156,Austin,Light Rain,97,1
167,Austin,Light Rain,96,1
174,Fort Worth,Mist/Fog,93,1
205,Austin,Overcast,93,1
209,Austin,Overcast,93,1
251,Fort Worth,Mist/Fog,86,1
254,Fort Worth,Mist/Fog,86,1
257,Fort Worth,Overcast with Haze,80,1
259,Austin,Haze,80,1
273,Austin,Light Rain,86,1
275,Austin,Light Rain,93,1
1080,Charlotte,Overcast,78,1
1968,Dallas,Overcast,68,1
2014,Dallas,Overcast,75,1
2051,Dallas,Overcast,82,1
2053,Dallas,Overcast,85,1
2120,Dallas,Overcast,80,1
2611,Detroit,Overcast,56,1
3017,El Paso,Overcast,82,1
3547,Houston,Scattered Clouds,82,1
3650,Houston,Overcast,76,1
3659,Houston,Overcast,76,1
4051,Indianapolis,Overcast,75,1
4280,Jacksonville,Overcast,89,1
5268,Memphis,Overcast,55,1
5316,Memphis,Overcast,60,1
5479,Milwaukee,Overcast,65,1
5485,Milwaukee,Overcast,53,1
5765,Nashville,Overcast,58,1
5953,Nashville,Overcast,73,1
6021,Nashville,Overcast,62,1
7314,Phoenix,Overcast,64,1
7449,Portland,Light Rain,79,1
8208,San Diego,Haze,80,1
8280,San Diego,Haze,77,1
8792,San Jose,Overcast,80,1
9584,Milwaukee,Mist/Fog,85,1
1388,Chicago,Scattered Clouds,55,1
1393,Chicago,Mostly Cloudy,66,1
1403,Chicago,Overcast,74,1
1406,Chicago,Mostly Cloudy,71,1
1411,Chicago,Mostly Cloudy,78,1
1416,Chicago,Partly Cloudy,71,1
1472,Chicago,Partly Cloudy,61,1
2010,Dallas,Overcast,76,1
2024,Dallas,Overcast,75,1
2026,Dallas,Overcast,75,1
2047,Dallas,Overcast,82,1
2885,El Paso,Overcast,85,1
2889,El Paso,Mostly Cloudy,76,1
2895,El Paso,Partly Cloudy,65,1
2969,El Paso,Clear,63,1
2974,El Paso,Clear,76,1
2995,El Paso,Overcast,43,1
3002,El Paso,Scattered Clouds,65,1
