entity,brand,num,condition,day
6_2,Nikon,26.10498612,Preset;Auto,
13_2,,,,
18_2,Canon,17.80193374,Daylight;Shade;Cloudy;Tungsten Light;White Fluorescent LightFlashCustomColor Temperature Setting;Auto,
19_2,Nikon,26.81607815,Preset;Auto,
23_2,Canon,18.42878059,Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing;Available Auto,
41_2,Nikon,26.43102536,Preset;Auto,
44_2,Nikon,26.97124798,Preset;Auto,
48_2,,,,
570_2,,,,
58_2,,,,
65_2,,,,
67_2,,,,
69_2,,,,
70_2,,,,
75_2,Nikon,16.43193967,incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual white balance;color temperature selection;Auto,
76_2,,,,
83_2,Nikon,10.48332467,Auto,
88_2,,,,
96_2,Canon,21.21603705,preset;user-define;color temperature setting;with white balance correction and white balance bracketing functions;With flash color temperature information transmission;Auto,
101_2,Canon,23.54608579,Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing;Auto,
6_1,Nikon,24.78,Auto;Preset,
13_1,,,,
18_1,Canon,19,Auto;Daylight;Shade;Cloudy;Tungsten Light;White Fluorescent LightFlashCustomColor Temperature Setting,
19_1,Nikon,24.7,Auto;Preset,
23_1,Canon,19,Available Auto;Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing,
41_1,Nikon,24.7,Auto;Preset,
44_1,Nikon,24.7,Auto;Preset,
48_1,,,,
570_1,,,,
58_1,,,,
65_1,,,,
67_1,,,,
69_1,,,,
70_1,,,,
75_1,Nikon,16.9,Auto;incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual white balance;color temperature selection,
76_1,,,,
83_1,Nikon,10.3,Auto,
88_1,,,,
96_1,Canon,20.9,Auto;preset;user-define;color temperature setting;with white balance correction and white balance bracketing functions;With flash color temperature information transmission,
101_1,Canon,23.4,Auto;Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing,
6_3,Nikon,26.10498612,Preset;Auto,
13_3,,,,
18_3,Canon,17.80193374,Daylight;Shade;Cloudy;Tungsten Light;White Fluorescent LightFlashCustomColor Temperature Setting;Auto,
19_3,Nikon,26.81607815,Preset;Auto,
23_3,Canon,18.42878059,Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing;Available Auto,
41_3,Nikon,26.43102536,Preset;Auto,
44_3,Nikon,26.97124798,Preset;Auto,
48_3,,,,
570_3,,,,
58_3,,,,
65_3,,,,
67_3,,,,
69_3,,,,
70_3,,,,
75_3,Nikon,16.43193967,incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual white balance;color temperature selection;Auto,
76_3,,,,
83_3,Nikon,10.48332467,Auto,
88_3,,,,
96_3,Canon,21.21603705,preset;user-define;color temperature setting;With flash color temperature information transmission;Auto,
101_3,Canon,23.54608579,Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing;Auto,
6_4,Nikon,26.10498612,Preset;Auto,
13_4,,,,
18_4,Canon,17.80193374,Daylight;Shade;Cloudy;Tungsten Light;White Fluorescent Temperature Setting;Auto,
19_4,Nikon,26.81607815,Preset;Auto,
23_4,Canon,18.42878059,Preset;User Defined;Color Temperatures Setting;White Balance Correction and White Balance Bracketing;Available Auto,
41_4,Nikon,26.43102536,Preset,
44_4,Nikon,26.97124798,Preset;Auto,
48_4,,,,
570_4,,,,
58_4,,,,
65_4,,,,
67_4,,,,
69_4,,,,
70_4,,,,
75_4,Nikon,16.43193967,incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual white balance;color temperature selection;Auto,
76_4,,,,
83_4,Nikon,10.48332467,Auto,
88_4,,,,
96_4,Canon,21.21603705,preset;user-define;color temperature setting;with white balance correction and balance bracketing functions;With flash color temperature information transmission;Auto,
101_4,Canon,23.54608579,Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing;Auto,
6_5,Nikon,26.10498612,Preset;Auto,
13_5,,,,
18_5,Canon,17.80193374,Daylight;Shade;Cloudy;Tungsten Light;White Fluorescent LightFlashCustomColor Temperature Setting;Auto,
19_5,Nikon,26.81607815,Presets;Auto,
23_5,Canon,18.42878059,Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing;Available Auto,
41_5,Nikon,26.43102536,Preset,
44_5,Nikon,26.97124798,Preset;Autos,
48_5,,,,
570_5,,,,
58_5,,,,
65_5,,,,
67_5,,,,
69_5,,,,
70_5,,,,
75_5,Nikon,16.43193967,incandescent;fluorescent;direct sunlight;flash;cloudy;preset manual white balance;color temperature selection;Auto,
76_5,,,,
83_5,Nikon,10.48332467,Auto,
88_5,,,,
96_5,Canon,21.21603705,preset;user-define;color temperature setting;with white balance correction and white balance bracketing functions;With flash color temperature information transmission;Auto,
101_5,Canon,23.54608579,Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing;Auto,
