22,LCD Monitor;LCD Monitor;LCD,5:04,5,48.3,1
25,LCD Monitor;LCD Monitor,16:10,5,55.9,1
27,LCD Monitor;LCD Monitor;TFT Brilliance LCD 16.7 Million Colour,16:09,5,54.6,1
28,TFT LCD 16.7 Million Colour;LED,16:09,5,54.6,1
32,LCD Monitor;LCD Monitor;LED,16:09,5,61,1
33,LCD Monitor;LCD Monitor;TFT LCD 16.7 Million Colour,16:09,1,61,1
39,Brilliance LCD Monitor;Brilliance LCD Monitor;Monitor,16:09,5,68.6,1
40,TFT LCD Million Colour;TFT/LCD,16:09,5,68.6,1
41,TFT/LCD;TFT LCD 16.7 Million Colour;LCD Monitor,16:09,5,68.6,1
62,IPS;IPS TFT LCD 16.7 Million Colour;LCD Monitor,16:10,14,61,1
88,LCD;TN+Film;TFT Brilliance LCD 16.7 million Colour,16:09,2,61,1
103,LCD Monitor;LED Backlight 16.7 Million Colour;LED,16:09,5,49.5,1
128,LCD Monitor;LCD Monitor,16:10,6,61,1
132,LCD Monitor;LCD Monitor;IPS,21:09,5,73.7,1
133,LCD Monitor;IGZO;Widescreen 1.07 Colour,16:09,8,80,1
168,LCD Monitor;LCD;Monitor,16:09,2,68.6,1
171,LCD Monitor;LCD Monitor,16:09,2,68.6,1
186,Monitor;LED 16.7 million Colour;LCD Monitor,16:10,5,55.9,1
190,Monitor;Widescreen IPS 16.7 Million Colour;Brilliance LCD Monitor,16:09,5,68.6,1
193,LED Backlight LCD IPS Panel 16.7 million Colour;Brilliance LCD Monitor,16:09,5,58.4,1
