sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L
21.999999999999996,LCD Monitor,5:04,5.0,100.00,1.0
25.0,LCD Monitor,16:10,4.183464654164787,100.00,0.8366929308329575
26.999999999999996,LCD Monitor,16:09,5.0,100.00,1.0
27.999999999999996,LCD Monitor,16:09,4.227604936837376,100.00,0.8455209873674753
32.0,LCD Monitor,16:09,5.0,100.00,1.0
33.0,LCD Monitor,16:09,2.2923516651743396,100.00,1.0
39.0,LCD Monitor,16:09,4.760328729310186,100.00,1.0
40.0,LCD Monitor,16:09,4.227604936837376,100.00,0.8455209873674753
41.0,LCD Monitor,16:09,5.0,100.00,1.0
61.99999999999999,LCD Monitor,16:10,13.999999999999998,100.00,1.0
87.99999999999999,LCD Monitor,16:09,2.0,100.00,1.0
103.0,LCD Monitor,16:09,5.0,100.00,1.0
128.0,LCD Monitor,16:10,6,100.00,1
132.0,LCD Monitor,21:09,5.0,100.00,1.0
133.00000000000003,LCD Monitor,16:09,8.0,100.00,1.0
168.0,LCD Monitor,16:09,2.0,100.00,1.0
171.0,LCD Monitor,16:09,2,100.00,1
185.99999999999997,LCD Monitor,16:10,5.0,100.00,1.0
190.0,LCD Monitor,16:09,5.0,100.00,1.0
193.0,LCD Monitor,16:09,4.227604936837376,100.00,0.8455209873674753
