sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L
4,11,7155,8512,842725,7355,5147,3623,4719,2029
27,361,9167,8555,2170000,4367,2422,267,4727,73
29,258,7428,8556,0,7911,2304,83,113,2487
37,617,9852,259,14150000,7913,7711,3528,143,111
38,159,6185,6773,1010000,2507,7712,6945,146,1239
48,474,8624,6705,289716,7916,7715,6512,183,148
76,258,3303,655,9120000,6038,5665,5420,292,8391
79,184,2907,4193,33730000,4559,1751,5178,303,237
88,31,8995,3919,1630000,6049,5987,6953,4743,262
100,266,668,3027,1790000,1082,2134,6955,398,306
102,322,7152,3795,4480000,5671,5901,6957,406,208
110,337,11033,7227,4050000,4748,6965,6959,439,504
112,61,9237,5082,1528464,7926,5068,3000,444,2514
121,41,11825,8568,1460000,6309,7722,6960,477,364
123,435,7664,8569,1622188,2804,1477,6962,484,369
152,228,127,4427,578201,6217,2454,6972,342,450
407,90,6194,1829,1230000,411,6039,1205,1450,1132
423,176,11907,7962,1290000,3855,7785,7036,5246,2633
670,446,2818,2921,25068918,4464,2727,2456,2282,647
748,198,2295,2640,2020000,708,965,5642,2217,2750
806,271,12003,8682,381226,8024,7843,7114,7866,2101
913,323,5878,2269,1750000,2749,3506,82,3002,2304
960,247,12039,8703,10020000,8051,7867,7142,3154,8671
177,941.9036801,809.2598368,3191.808886,3888486.989,1143.023652,2907.977573,0,728.184735,3990.872648
205,481.1388399,2882.014783,2345.76334,42818223.5,6272.656354,5125.253798,0,763.7176382,606.7519052
362,518.5457409,11145.46877,9254.663163,3171154.173,8212.213904,7656.487532,0,1282.021274,2403.177259
549,231.3979493,4901.974647,7120.983348,15460734.36,4365.5224,3003.143551,0,1486.357302,1601.869391
643,1321.624202,3907.058276,3111.475489,6505233.335,3030.030343,6292.535224,0,1086.073661,1626.96808
792,829.4144038,10278.01279,6184.143011,1005426.784,6443.836334,3605.436202,0,2793.061022,1640.854957
981,612.4597057,8746.967666,936.977578,1698608.844,5303.125669,5312.338194,6250.884141,3149.935634,2571.231957
