1,"['Rain', 'Showers', 'Severe Thunderstorm']",94,1
2,"['Rain', 'Mist']",93,1
3,['Thunderstorm'],93,1
4,"['Cloudy', 'Light Rain', 'Rain']",93,1
5,"['Rain', 'Light Rain']",93,1
6,"['Rain', 'Light Rain with Thunder', 'Rain Mist', 'Showers', 'Thunderstorms']",93,1
7,"['Rain', 'Heavy', 'Showers']",93,1
8,"['Light Rain', 'Rain', 'Showers']",93,1
9,"['Light Rain', 'Rain', 'Light', 'T-Storms']",93,1
10,['Rain'],93,1
11,"['Cloudy', 'Overcast']",93,1
12,"['Cloudy', 'Light Rain', 'Rain']",87,1
13,"['Cloudy', 'Overcast']",81,1
14,"['Cloudy', 'Mainly Cloudy', 'Mostly']",76,1
15,"['Cloudy', 'Overcast']",76,1
16,"['Cloudy', 'Overcast']",70,1
17,"['Cloudy', 'Overcast']",70,1
18,['Cloudy'],73,1
19,"['Cloudy', 'Overcast']",67,1
20,['Cloudy'],81,1
21,"['Cloudy', 'Haze']",81,1
22,"['Cloudy', 'Haze']",81,1
23,['Cloudy'],81,1
24,['Cloudy'],81,1
25,['Cloudy'],81,1
26,['Cloudy'],81,1
27,['Cloudy'],81,1
28,['Cloudy'],81,1
29,['Cloudy'],81,1
30,['Cloudy'],87,1
31,['Cloudy'],84,1
32,['Cloudy'],84,1
33,['Cloudy'],88,1
34,"['Cloudy', 'Overcast']",81,1
35,"['Cloudy', 'Overcast']",81,1
36,['Cloudy'],81,1
37,['Cloudy'],85,1
38,['Cloudy'],85,1
39,['Cloudy'],87,1
40,"['Cloudy', 'Overcast', 'Showers']",85,1
41,"['Cloudy', 'Overcast', 'Showers', 'Mist']",87,1
42,"['Cloudy', 'Overcast', 'Showers', 'Mist']",87,1
43,"['Cloudy', 'Overcast', 'Showers']",93,1
44,"['Fog', 'Overcast', 'Showers', 'Mist']",93,1
45,"['Fog', 'Overcast', 'Showers', 'Mist']",93,1
46,"['Fog', 'Overcast', 'Rain']",93,1
47,"['Rain', 'Cloudy', 'Overcast']",93,1
48,"['Cloudy', 'Overcast', 'Fog And Mist']",87,1
49,"['Cloudy', 'Overcast', 'Fog', 'Light Fog']",87,1
50,"['Cloudy', 'Fog', 'Haze']",81,1
51,"['Cloudy', 'Overcast', 'Fog']",87,1
52,"['Cloudy', 'Hazy', 'Haze', 'Fog']",88,1
53,['Overcast with Haze'],82,1
54,['Overcast with Haze'],82,1
55,['Overcast with Haze'],82,1
56,['Overcast'],85,1
57,['Mist/Fog'],85,1
58,['Mist/Fog'],85,1
59,['Mist/Fog'],85,1
60,['Overcast'],85,1
61,['Overcast'],85,1
62,['Overcast'],85,1
63,['Overcast'],85,1
64,['Overcast'],85,1
65,['Overcast'],85,1
66,['Overcast'],89,1
67,['Overcast'],85,1
68,['Overcast'],85,1
69,['Overcast'],82,1
70,['Overcast'],82,1
71,['Overcast'],82,1
72,['Mist/Fog'],86,1
73,['Mist/Fog'],89,1
74,['Mist/Fog'],89,1
75,['Mist/Fog'],86,1
76,['Mist/Fog'],89,1
77,['Mist/Fog'],89,1
78,['Mist/Fog'],89,1
79,['Mist/Fog'],93,1
80,['Mist/Fog'],89,1
81,['Mist/Fog'],89,1
82,['Mist/Fog'],86,1
83,['Overcast with Haze'],83,1
84,['Overcast with Haze'],83,1
85,['Overcast with Haze'],83,1
86,"['Cloudy', 'Scattered Clouds']",60,1
87,"['Mostly Cloudy', 'Cloudy']",60,1
88,"['Mostly Cloudy', 'Mainly Cloudy', 'Not totally Sunny']",56,1
89,"['Not totally Cloudy', 'Partly Cloudy']",64,1
90,"['Cloudy', 'Overcast']",64,1
91,"['Not totally Cloudy', 'Partly Cloudy']",64,1
92,"['Partly Cloudy', 'Not totally Cloudy']",64,1
93,"['Fair', 'Mostly Cloudy', 'Partly Cloudy', 'Sunny', 'Mainly Cloudy']",69,1
94,"['Mainly Cloudy', 'Scattered Clouds', 'Not totally Cloudy', 'Partly Cloudy']",70,1
95,"['Not totally Cloudy', 'Partly Cloudy', 'Sunny']",75,1
96,['Clear'],71,1
97,"['Clear', 'Fair', 'Not totally Cloudy']",72,1
98,"['Mostly Cloudy', 'Mainly Cloudy', 'Partly Cloudy']",72,1
99,"['Overcast', 'Mostly Cloudy', 'Cloudy']",72,1
100,"['Cloudy', 'Overcast']",72,1
101,['Cloudy'],69,1
102,"['Cloudy', 'Overcast']",69,1
103,"['Partly Cloudy', 'Partly', 'Cloudy', 'Mostly Cloudy']",72,1
104,"['Clear', 'Not totally Sunny']",80,1
