sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L
112,12,6937,2434,773588,4397,124,5625,444,2514
171,562,8549,4518,5511536,4176,5940,6248,3638,498
201,2403,5547,3237,10770736,7236,5598,522,756,594
216,1157,3561,7935,3006640,4430,7157,6544,811,339
383,497,10389,7978,1037437,4117,7204,6416,1374,1071
464,796,2713,7931,776172,3864,7224,1718,1473,1270
500,1040,2927,8010,942536,7373,3581,6613,2545,1364
529,562,1041,7776,3869681,4635,4812,635,2114,1359
838,16,5238,3213,11012089,5164,5072,2989,2794,279
989,688,7481,2606,19724752,6319,628,4296,731,812
