sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L
112,12,6937,2434,720593,4397,124,2397,444,2514
171,562,8549,1840,4923119,4818,5940,3309,3638,497
201,2403,5547,3237,10704977,7236,5598,4224,755,3008
216,1157,3561,3259,2687035,4430,7157,6263,811,4987
383,497,10389,7978,992175,4117,7204,3861,1373,1069
464,796,2713,7931,667422,3864,7224,4176,1637,1269
500,1040,2927,8010,827198,7373,3581,6143,2545,7809
529,562,1041,6666,3466132,4635,4812,6360,2114,1438
838,16,5238,3213,10971184,5164,5072,2864,2793,282
989,688,7481,2606,19178061,6319,628,1409,731,7612
