sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L
112,10,370,3096,765821,4397,124,2397,,
171,562,8549,4518,5501328,4176,5940,3309,,
201,2403,5547,3237,10769847,7236,5598,4224,,
216,1157,3561,7935,2967728,4430,7157,6263,,
383,497,10389,7978,1037437,4117,7204,3861,,
464,796,2713,7931,776172,3864,7224,4176,,
500,1040,2927,8010,931336,7373,3581,6143,,
529,562,1041,7776,3869681,4635,4812,6360,,
838,16,5238,3213,11012089,5164,5072,2864,,
989,688,7481,2606,19724752,6319,628,1409,,
