entity,brand,num,condition,day
6_1,Nikon,26.10498612,Preset;Autos,1.0
13_1,Nikon,17.4810534,Incandescent;Fluorescent;Indirect Sunlight;Flash;Cloudy;Shade;Preset Manual;Color Temperature;All with Fine-Tuning;Auto,0.6991621834552879
18_1,Canon,9.990123035273335,Custom White Balance;Auto;Preset;Custom;Colour temperature setting;White Balance Preset,0.6991621834552879
19_1,Nikon,17.49650770067763,Custom White Balance;Auto;incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual;all except preset manual with fine-tuning;White Balance Presets,0.6871529062589089
23_1,Canon,12.460241406294331,Custom White Balance;Auto;Daylight;Shade;Cloudy;Tungsten Light;White Fluorescent Light;Flash;Custom;White Balance Presets,0.8353236234071716
41_1,Nikon,12.889467457000483,Custom White Balance;Auto;incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual;all except preset manual with fine-tuning;White Balance Presets,0.6826565240107221
44_1,Nikon,17.42914989003891,Preset;Auto,1.0
48_1,Canon,12.44340008,Daylight;Cloudy;Tungsten;Fluorescent;Fluorescent H;Flash;Custom1;Custom 2;Multi-area WB Correction;White Balance Compensation;Auto,0.6991621834552879
570_1,Nikon,34.85712352,White Balance Presets;Auto;Incandescent;Fluorescent;Direct Sunlight;Flash;Cloudy;Shade;Color Temperature;All with Fine-tuning;Custom White Balance,0.6991621834552879
58_1,Nikon,9.197391018,Custom White Balance;White Balance Preset,0.6991621834552879
65_1,Fujifilm,15.92489001,Preset;Automatic,0.6991621834552879
67_1,Canon,16.71349035,Day Light;Cloudy;Tungsten;Fluorescent;Custom;Auto,0.6991621834552879
69_1,Sony,38.30139049,Custom White Balance;White Balance Preset,0.6991621834552879
70_1,Panasonic,15.09644714,Daylight;Cloudy;Shade;Incandescent;White Set;Auto,0.6991621834552879
75_1,Nikon,11.670535969226817,incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual white balance;color temperature selection;Auto,0.8353236234071716
76_1,Nikon,24.42504462,White Balance Presets;Auto;Incandescent;Fluorescent;Direct Sunlight;Flash;Cloudy;Shade;Preset Manual,0.6991621834552879
83_1,Nikon,3.6248796119652655,Auto,0.5153305349340948
88_1,Sony,19.51815235,Custom White;White Balance Presets,0.6991621834552879
96_1,Canon,13.906410068263138,Preset;Custom;Color Temperature Setting,0.8518292828517373
101_1,Canon,15.510179667536205,Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing;Auto,1.0
