entity,brand,num,condition,day
6_1,Nikon,26.104986120000003,Preset;Autos,1.0
13_1,Nikon,17.4810534,Incandescent;Fluorescent;Indirect Sunlight;Flash;Cloudy;Shade;Preset Manual;Color Temperature;All with Fine-Tuning;Auto,0.697215017280754
18_1,Canon,9.958073251084963,Custom White Balance;Auto;Preset;Custom;Colour temperature setting;White Balance Preset,0.697215017280754
19_1,Nikon,17.468406835774008,Custom White Balance;Auto;incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual;all except preset manual with fine-tuning;White Balance Presets,0.686464232739628
23_1,Canon,12.453914054361293,Custom White Balance;Auto;Daylight;Shade;Cloudy;Tungsten Light;White Fluorescent Light;Flash;Custom;White Balance Presets,0.8358296861197441
41_1,Nikon,12.860848685856315,Custom White Balance;Auto;incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual;all except preset manual with fine-tuning;White Balance Presets,0.6824101567806141
44_1,Nikon,17.41404229406916,Preset;Auto,1.0
48_1,Canon,12.44340008,Daylight;Cloudy;Tungsten;Fluorescent;Fluorescent H;Flash;Custom1;Custom 2;Multi-area WB Correction;White Balance Compensation;Auto,0.697215017280754
570_1,Nikon,34.85712352,White Balance Presets;Auto;Incandescent;Fluorescent;Direct Sunlight;Flash;Cloudy;Shade;Color Temperature;All with Fine-tuning;Custom White Balance,0.697215017280754
58_1,Nikon,9.197391018,Custom White Balance;White Balance Preset,0.697215017280754
65_1,Fujifilm,15.92489001,Preset;Automatic,0.697215017280754
67_1,Canon,16.71349035,Day Light;Cloudy;Tungsten;Fluorescent;Custom;Auto,0.697215017280754
69_1,Sony,38.30139049,Custom White Balance;White Balance Preset,0.697215017280754
70_1,Panasonic,15.09644714,Daylight;Cloudy;Shade;Incandescent;White Set;Auto,0.697215017280754
75_1,Nikon,11.656537096595132,incandescent;fluorescent;direct sunlight;flash;cloudy;shade;preset manual white balance;color temperature selection;Auto,0.8358296861197441
76_1,Nikon,24.42504462,White Balance Presets;Auto;Incandescent;Fluorescent;Direct Sunlight;Flash;Cloudy;Shade;Preset Manual,0.697215017280754
83_1,Nikon,3.590457527445867,Auto,0.5114407434544755
88_1,Sony,19.51815235,Custom White;White Balance Presets,0.697215017280754
96_1,Canon,13.895835913870046,Preset;Custom;Color Temperature Setting,0.8506345466198839
101_1,Canon,15.503975015815346,Preset;User Defined;Color Temperature Setting;White Balance Correction and White Balance Bracketing;Auto,1.0
