sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
4,11,7155,8512,842725,7355,5147,3623,4719,2029,,,
27,956,9167,8555,2169090,4367,2422,267,4727,73,,,
29,492,7428,8556,11284382,7911,2304,83,113,2487,,,
37,617,9852,259,14150590,7913,7711,3528,143,111,,,
38,159,6185,6773,1007462,2507,7712,6945,146,1239,,,
48,473,8624,6705,289716,7916,7715,6512,183,148,,,
76,492,3303,655,9117919,6038,5665,5420,292,8391,,,
79,1016,2907,4193,33729068,4559,1751,5178,303,237,,,
88,31,8995,3919,1631772,6049,5987,6953,4743,262,,,
100,639,668,3027,1790296,1082,2134,6955,398,306,,,
102,577,7152,3795,4484278,5671,5901,6957,406,208,,,
110,1140,11033,7227,4045886,4748,6965,6959,439,504,,,
112,61,9237,5082,1528464,7926,5068,3000,444,2514,,,
121,789,11825,8568,1462991,6309,7722,6960,477,364,,,
123,370,7664,8569,1614551,2804,1477,6962,484,369,,,
148,772,2562,4126,1945208,2712,5762,440,569,439,,,
152,623,127,4427,578201,6217,2454,6972,342,450,,,
168,208,11840,8578,5786189,7933,7729,6977,6197,491,,,
171,509,2772,4752,5004225,1995,6868,3310,3638,498,,,
177,912,865,3344,3710196,1088,2801,1333,674,3690,,,
181,1078,11849,8581,1269958,7934,7735,6980,690,532,,,
201,836,7803,7961,3014764,6962,7740,6986,756,594,,,
205,529,2796,2439,40512137,6203,4741,1218,770,607,,,
209,215,3721,1407,107491136,6279,5156,3028,785,622,,,
214,155,6602,969,1742119,1477,6286,6990,804,7393,,,
216,135,11065,7222,4909721,4212,7741,2346,811,1240,,,
240,668,11040,8597,1896469,7943,1966,6997,7220,4030,,,
267,880,6036,2126,2254538,3661,3288,5411,986,765,,,
279,856,8222,2308,329218,6789,7375,6855,4812,2569,,,
290,485,11870,4435,962566,7948,7759,7011,1067,2591,,,
291,183,6312,6115,3724003,7949,7760,7012,1070,44,,,
295,925,6749,3794,1094791,2876,7761,7013,4326,847,,,
322,499,9395,7557,585538,7955,1801,1849,1172,480,,,
325,498,4844,4158,1139088,4415,6002,7021,1182,2599,,,
359,109,11889,8612,20930484,1166,7773,7025,7550,1010,,,
362,509,11897,8614,3108477,7958,7774,7026,1300,2612,,,
383,717,8944,8618,1378584,7962,7777,7030,1374,1071,,,
407,1040,6194,1829,1233834,411,6039,1205,1450,1132,,,
423,592,11907,7962,1293781,3855,7785,7036,5246,2633,,,
462,292,3109,3039,1655488,5692,5134,5885,1629,1265,,,
464,373,2390,7931,1300101,1612,5190,6489,1473,1270,,,
466,7,3123,4674,994022,7122,4459,4238,4865,3096,,,
470,411,11330,1774,3551862,806,6364,7047,1657,1286,,,
500,261,7287,6844,711063,7979,6697,7053,2545,7697,,,
502,129,1953,6382,2226543,6064,7769,7054,6246,990,,,
507,227,2255,1534,6431427,7417,2867,4422,5277,2040,,,
516,485,6006,8013,2383078,4650,6251,7055,1805,2665,,,
529,490,9655,510,3546140,3038,6600,3156,2114,1842,,,
546,1040,2125,1283,2375646,1778,6125,3941,1894,1478,,,
549,245,4888,7102,16641094,3985,2887,1408,1418,1485,,,
554,796,5938,6100,20663282,1630,3892,6276,1917,1076,,,
555,789,3952,8640,772872,7984,7801,7061,2136,1501,,,
556,748,3209,5944,3155597,1074,3347,5264,1923,1504,,,
562,216,4306,4147,4785854,5672,6814,5601,1942,1516,,,
580,468,4040,8645,5157035,7663,7806,7068,1971,476,,,
591,563,3139,2600,8654632,460,5938,4435,1439,1592,,,
627,838,2719,1883,16259024,5181,2287,2196,2136,101,,,
632,471,11956,8652,3324830,8004,7815,7079,7614,1703,,,
641,217,4209,306,15198026,805,127,2088,7516,1318,,,
643,1300,3968,2900,7187142,2901,6233,4237,1087,1726,,,
