sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
4,11,7155,8512,704470,7355,5147,3623,4719,520,,,
27,956,9167,8555,1909376,4367,2422,267,4727,73,,,
29,492,7428,8556,9624147,7911,2304,83,112,8375,,,
37,617,9852,259,13380582,7913,7711,3528,143,111,,,
38,159,6185,6773,919592,2507,7712,6945,146,6239,,,
48,473,8624,6705,265624,7917,7715,6512,183,148,,,
76,492,3303,655,8531076,6038,5665,5420,292,8391,,,
79,1016,2907,4193,31539806,4559,1751,5178,3568,2924,,,
88,31,8995,3919,1376070,6049,5987,6953,7716,1369,,,
100,639,668,3027,1521390,1082,2134,6955,397,2116,,,
102,577,7152,3795,4103381,5671,5901,6957,405,4750,,,
110,1140,11033,7227,3571118,4748,6965,6959,439,504,,,
112,61,9237,5082,1442111,7926,5068,3000,444,2514,,,
121,789,11825,8568,1351903,6309,7722,6960,476,363,,,
123,370,7664,8569,1430151,2804,1477,6962,483,1131,,,
148,772,2562,4126,1945208,2712,5762,440,569,439,,,
152,623,127,4427,516882,6217,2454,6972,583,449,,,
168,208,11840,8578,5589890,7933,7729,6977,6197,491,,,
171,509,2772,4752,4442403,1995,6868,3310,3638,497,,,
177,912,865,3344,3710196,1088,587,1333,674,3690,,,
181,1078,11849,8581,1197566,7934,7735,6980,690,532,,,
201,836,7803,7961,2576763,6962,7740,6986,755,3008,,,
205,529,2796,2439,37662809,6203,4741,1218,770,606,,,
209,215,3721,1407,102517712,6279,5156,3028,784,3014,,,
214,155,6602,969,1465640,1477,6286,6990,804,7393,,,
216,135,11065,7222,4401766,4212,7741,2346,811,2558,,,
240,668,11040,8597,1766646,7943,1966,6997,7220,4030,,,
267,880,6036,2126,1997078,3661,3288,5411,986,765,,,
279,856,8222,6247,295658,6789,7375,6855,4812,2569,,,
290,485,11870,4435,832374,7948,7759,7011,1066,4724,,,
291,183,6312,6115,3414837,7949,7760,7012,1070,44,,,
295,925,6749,3794,1035391,2876,7761,7013,4326,846,,,
322,499,9395,7557,525945,7955,1801,1849,1172,480,,,
325,498,4844,4158,971637,4415,6002,7021,1182,2977,,,
359,109,11889,8612,20853665,1166,7773,7025,8154,1010,,,
362,509,11897,8614,2882867,7958,7774,7026,1300,2612,,,
383,717,8944,8618,1317191,7962,7777,7030,1373,1069,,,
407,1040,6194,1829,1132454,411,6039,1205,1450,1131,,,
423,592,11907,7962,1276206,3855,7785,7036,5246,2633,,,
462,292,3109,3039,1525437,5692,5134,5885,1629,1265,,,
464,373,2390,7931,1170159,1612,5190,6489,1637,1269,,,
466,7,3123,4674,865352,7122,4459,4238,4865,4045,,,
470,411,11330,1774,3352484,806,6364,7047,1657,1286,,,
500,261,7287,6844,622220,7979,6697,7053,2545,9060,,,
502,129,1953,6382,2137019,6064,7769,7054,8153,2242,,,
507,227,2255,1534,6070412,1432,2867,4422,5277,2040,,,
516,485,6006,8013,2030975,4650,6251,7055,1804,4519,,,
529,490,9655,510,3178621,3038,4446,3156,2114,5706,,,
546,1040,2125,1283,2115448,1778,6125,3941,1893,196,,,
549,245,4888,7102,15364839,3985,2887,1408,1902,1484,,,
554,796,5938,6100,16807400,1630,3892,6276,4931,1772,,,
555,789,3952,8640,698799,7984,7801,7061,2136,1501,,,
556,748,3209,5944,2815088,1074,3347,5264,1923,1504,,,
562,216,4306,4147,4347820,5672,6814,5601,1941,977,,,
580,468,4040,8645,4793178,7663,7806,7068,1971,476,,,
591,563,3139,2600,7123873,460,5938,4435,1439,1592,,,
627,838,2719,1883,16145467,5181,2287,2196,2136,101,,,
632,471,11956,8652,3041724,8004,7815,7079,7614,8851,,,
641,217,4209,306,13233826,805,127,2088,7516,1318,,,
643,1300,3968,2900,7141126,2901,6233,4237,1087,1726,,,
670,755,2818,2921,24647158,4464,2727,2456,2282,647,,,
671,1040,1122,8660,684604,6953,148,7088,8049,2719,,,
696,562,2568,844,21184519,757,635,5647,797,4564,,,
700,912,4424,4291,1983834,1018,790,1417,2380,1892,,,
707,610,9396,6637,2076980,5157,3130,596,4226,1880,,,
748,411,2295,2640,1814145,708,965,5642,2217,6599,,,
759,261,4690,8676,1432696,2873,7836,2192,2558,2754,,,
760,270,2396,7527,17336417,8017,1547,3238,2561,1999,,,
