sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
4,11,7155,8512,696615,7355,5147,3623,4719,2029,,,
27,956,11809,8555,1892463,4367,2422,267,4727,73,,,
29,492,11810,8556,9970433,7911,2304,83,113,2487,,,
37,790,6293,259,12292328,7913,7711,3528,143,111,,,
38,159,6185,6773,890679,2507,7712,6945,146,1239,,,
48,473,8624,6705,230928,7916,7715,6512,183,148,,,
76,492,3303,655,8311602,6038,5665,5420,292,8391,,,
79,1016,2907,4193,29731868,4559,1751,5178,303,237,,,
88,31,8995,3919,1448989,6049,5987,6953,4743,262,,,
100,639,11823,3027,1576763,1082,2134,6955,398,306,,,
102,,,,0,,,,,,,,
110,1140,11033,7227,3304672,4748,6965,6959,439,504,,,
112,,,,0,,,,,,,,
121,789,11825,8568,1243235,6309,7722,6960,477,364,,,
123,370,7664,8569,1169918,2804,1477,6962,484,369,,,
148,,,,0,,,,,,,,
152,,,,0,,,,,,,,
168,208,11840,8578,4730919,7933,7729,6977,6197,491,,,
171,509,11846,4752,4360659,1995,6868,3310,3638,498,,,
177,912,11847,3344,3400949,1088,2801,1333,674,3690,,,
181,1078,11849,8581,1114843,7934,7735,6980,690,532,,,
201,836,7803,7961,2743764,6962,7740,6986,756,594,,,
205,529,2796,2439,33923913,6203,4741,1218,770,607,,,
209,215,3722,1407,96659205,6279,5156,3028,785,622,,,
214,155,6602,969,1560167,1477,6286,6990,804,7393,,,
216,135,11065,7222,4508360,4212,7741,2346,811,1240,,,
240,,,,0,,,,,,,,
267,880,6036,2126,1994704,3661,3288,5411,986,765,,,
279,,,,0,,,,,,,,
290,485,11870,4435,882191,7948,7759,7011,1067,2591,,,
291,183,6312,6115,3398884,7949,7760,7012,1070,44,,,
295,,,,0,,,,,,,,
322,,,,0,,,,,,,,
325,498,4844,4158,935965,4415,6002,7021,1182,2599,,,
359,109,11889,8612,19807957,1166,7773,7025,8154,1010,,,
362,509,11897,8614,2898825,7958,7774,7026,1300,2612,,,
383,,,,0,,,,,,,,
407,1040,6194,1829,1067693,411,6039,1205,1450,1132,,,
423,,,,0,,,,,,,,
462,,,,0,,,,,,,,
464,373,2390,7931,1027035,1612,5190,6489,1473,1270,,,
466,7,3123,4674,818140,7122,4459,4238,4865,3096,,,
470,411,11917,1774,3094603,806,6364,7047,1657,1286,,,
500,261,7287,6844,593090,7979,6697,7053,2545,7697,,,
502,,,,0,,,,,,,,
507,227,2255,1534,5904507,1432,2867,4422,5277,2040,,,
516,485,6006,8013,2068563,4650,6251,7055,1805,2665,,,
529,490,11929,510,3067142,3038,6600,3156,2114,1842,,,
546,,,,0,,,,,,,,
549,245,7551,7102,14094010,3985,2887,1408,1418,1485,,,
554,796,5938,6100,18168000,1630,3892,6276,1917,1076,,,
555,,,,0,,,,,,,,
556,748,11933,5944,2647756,1074,3347,5264,1923,1504,,,
562,216,4306,4147,3960691,5672,6814,5601,1942,1516,,,
580,468,4040,8645,4373212,7663,7806,7068,1971,476,,,
591,563,11944,2600,7981330,460,5938,4435,1439,1592,,,
627,,,,0,,,,,,,,
632,471,11963,8652,2936092,8004,7815,7079,7614,1703,,,
641,217,4209,306,13712802,805,127,2088,7516,1318,,,
643,,,,0,,,,,,,,
670,755,11974,2921,21988778,4464,2727,2456,2282,647,,,
671,1040,1122,8660,648708,6953,148,7088,8049,2719,,,
696,562,2568,844,18145459,757,635,5647,797,2731,,,
700,912,11978,4291,2115974,1018,790,1417,2380,1892,,,
707,623,8870,6637,2043218,5157,3130,596,2404,1881,,,
748,411,2295,2640,1804704,708,965,5642,2217,2750,,,
759,261,4690,8676,1445173,2873,7835,2192,2558,2754,,,
760,270,2396,7527,17440714,8017,1547,3238,2562,1999,,,
768,,,,0,,,,,,,,
776,292,6456,4907,3145205,403,1911,165,2607,2148,,,
792,,,,0,,,,,,,,
803,480,11995,8680,978138,8023,7842,7111,7401,2773,,,
806,390,12003,8682,350259,8024,7843,7114,7866,2101,,,
813,736,12008,4647,2030351,3082,5469,7115,2716,2778,,,
825,804,7137,4304,2999498,5636,1579,5814,4984,117,,,
829,468,2324,7432,4570063,8026,7844,1453,6367,137,,,
835,,,,0,,,,,,,,
838,615,12010,6978,9442538,3535,344,1112,2794,279,,,
848,504,12013,8689,935914,5477,5551,7124,4988,480,,,
849,,,,0,,,,,,,,
861,862,2580,2133,14831589,1753,7850,5628,2856,1125,,,
863,,,,0,,,,,,,,
877,480,7054,7,10679548,538,5118,632,2902,967,,,
888,494,12028,3891,2986536,7885,3112,7129,2932,1575,,,
895,424,12031,8696,2610145,8041,7856,4501,2954,2225,,,
913,377,12034,2269,1375652,2749,3506,82,3002,2304,,,
922,,,,0,,,,,,,,
940,377,10923,7541,685755,4538,7862,5652,3087,2828,,,
949,435,161,4077,1145368,1510,1581,4160,3116,2368,,,
959,,,,0,,,,,,,,
960,,,,0,,,,,,,,
968,1343,12044,2015,7969939,3843,228,6442,3178,2410,,,
970,350,138,226,7634272,2228,3981,132,233,2023,,,
976,496,12050,8708,417043,8055,7870,7149,3199,8354,,,
980,,,,0,,,,,,,,
981,,,,0,,,,,,,,
984,148,5991,4051,2549473,3579,3112,4139,6408,2854,,,
988,182,8182,8709,728935,5680,6475,4061,3232,1136,,,
989,72,12055,934,9406317,427,5670,3577,731,8360,,,
998,643,12063,6699,238907,8057,7874,7155,3257,2861,,,
