sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
4,11,7155,8512,680342,7355,5147,,,,,,
27,956,9167,8555,1878913,4367,2422,,,,,,
29,492,7428,8556,9357622,7911,2304,,,,,,
37,617,9852,259,13189558,7913,7711,,,,,,
38,159,6185,6773,890072,2507,7712,,,,,,
48,473,8624,6705,252428,7917,7715,,,,,,
76,492,3303,655,7673483,6038,5665,,,,,,
79,1016,2907,4193,30146395,4559,1751,,,,,,
88,31,8995,3919,1342777,6049,5987,,,,,,
100,639,668,3027,1486015,1082,2134,,,,,,
102,577,7152,3795,3982968,5671,5901,,,,,,
110,1140,11033,7227,3285618,4748,6965,,,,,,
112,61,9237,5082,1410504,7926,5068,,,,,,
121,789,11825,8568,1331582,6309,7722,,,,,,
123,370,7664,8569,1178353,2804,1477,,,,,,
148,772,2562,4126,1944608,2712,5762,,,,,,
152,623,127,4427,493564,6217,2454,,,,,,
168,208,11840,8578,5864377,7933,7729,,,,,,
171,509,2772,4752,4276701,1995,6868,,,,,,
177,912,865,3344,3710196,1088,587,,,,,,
181,1078,11849,8581,1170049,7934,7735,,,,,,
201,1040,5021,7961,2269500,6962,7740,,,,,,
205,529,2796,2439,36272867,6203,4741,,,,,,
209,215,3721,1407,105112461,6279,5156,,,,,,
214,155,6602,969,1416980,1477,6286,,,,,,
216,135,11065,7222,4336267,4212,7741,,,,,,
240,668,11040,8597,1757219,7943,1966,,,,,,
267,880,6036,2126,2258638,3661,3288,,,,,,
279,856,8222,6247,354018,6789,7375,,,,,,
290,485,11870,4435,820006,7948,7759,,,,,,
291,183,6312,6115,3376662,7949,7760,,,,,,
295,925,6749,3794,1094591,2876,7761,,,,,,
322,499,9395,7557,497053,7955,1801,,,,,,
325,498,4844,4158,878973,4415,6002,,,,,,
359,109,11889,8612,20420490,1166,7773,,,,,,
362,509,11897,8614,2833677,7958,7774,,,,,,
383,717,8944,8618,903981,7962,7777,,,,,,
407,1040,6194,1829,1081531,411,6039,,,,,,
423,592,11907,7962,1245583,3855,7785,,,,,,
462,292,3109,3039,1474754,5692,5134,,,,,,
464,373,2390,7931,1146187,1612,5190,,,,,,
466,7,3123,4674,783535,7122,4459,,,,,,
470,410,639,1774,3017554,806,6364,,,,,,
500,261,7287,6844,573377,7979,6697,,,,,,
502,129,1953,6382,2068148,6064,7769,,,,,,
507,227,2255,1534,5843788,1432,2867,,,,,,
516,485,6006,8013,1965644,4650,6251,,,,,,
529,490,9655,510,3108229,3038,4446,,,,,,
546,1040,2125,1283,2058101,1778,6125,,,,,,
549,245,4888,7102,14462770,3985,2887,,,,,,
554,796,5938,6100,16323923,1630,3892,,,,,,
555,789,3952,8640,671414,7984,7801,,,,,,
556,292,823,5944,2243869,1074,3347,,,,,,
562,216,4306,4147,4214958,5672,6814,,,,,,
580,468,4040,8645,4526027,7663,7806,,,,,,
591,563,3139,2600,6649311,460,5938,,,,,,
627,838,2719,1883,15997492,5181,2287,,,,,,
632,233,11958,8652,2665741,8004,7815,,,,,,
641,217,4209,306,12935834,805,127,,,,,,
643,1300,3968,2900,7056962,2901,6233,,,,,,
670,755,2818,2921,24650117,4464,2727,,,,,,
671,1040,1122,8660,630952,6953,148,,,,,,
696,562,2568,844,19871471,757,635,,,,,,
700,912,4424,4291,1937923,1018,790,,,,,,
707,610,9396,6637,2014557,5157,3130,,,,,,
748,411,2295,2640,1745321,708,965,,,,,,
759,261,4690,8676,1353291,2873,7836,,,,,,
760,14,3774,7527,16133113,8017,1547,,,,,,
768,862,4379,8677,1310350,8018,2198,,,,,,
776,292,6456,4907,2897599,403,1911,,,,,,
792,887,9851,6258,1035503,6240,3290,,,,,,
803,480,11995,8680,923588,8023,7842,,,,,,
806,390,12003,8682,381126,8024,7843,,,,,,
813,736,24,4647,1996376,3082,5469,,,,,,
825,804,7137,4304,2488978,5636,1579,,,,,,
829,468,2324,7432,3876575,8026,7844,,,,,,
835,291,2611,4337,12872926,3285,2382,,,,,,
838,615,1401,6978,9758355,3535,344,,,,,,
848,504,6393,8689,998219,5477,5551,,,,,,
849,215,4835,5118,7055283,3459,3166,,,,,,
861,862,2580,2133,15133964,1753,7850,,,,,,
863,684,769,1627,5208083,441,1350,,,,,,
877,480,846,7,10252144,538,5118,,,,,,
888,563,7125,3891,2813849,7885,3112,,,,,,
895,424,7310,8696,2672230,8041,7856,,,,,,
913,377,5878,2269,1617891,2749,3506,,,,,,
922,616,2394,4868,5023818,433,1538,,,,,,
940,377,10923,7541,704607,4538,7862,,,,,,
949,435,161,4077,1198337,1510,1581,,,,,,
959,908,191,2902,2102519,2166,4084,,,,,,
960,247,12039,8703,9542112,8051,7867,,,,,,
968,1256,3919,2117,8097281,3843,228,,,,,,
970,350,138,226,8347896,2228,3981,,,,,,
976,496,12050,8708,408433,8055,7870,,,,,,
980,1100,7099,1220,5175057,6415,1980,,,,,,
981,615,8102,861,1664222,5827,5477,,,,,,
984,148,5991,4051,2517885,3579,3112,,,,,,
988,182,8182,8709,635131,5680,6475,,,,,,
989,72,922,934,8920181,427,5670,,,,,,
998,643,12063,6699,240259,8057,7874,,,,,,
