sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
4,11,7155,8512,841221,7355,5147,3623,4719,2029,,,
27,956,9167,8555,2168990,4367,2422,267,4727,73,,,
29,492,7428,8556,11274037,7911,2304,83,113,2487,,,
37,617,9852,259,14142270,7913,7711,3528,143,111,,,
38,159,6185,6773,1004310,2507,7712,6945,146,6239,,,
48,473,8624,6705,289016,7916,7715,6512,183,148,,,
76,492,3303,655,9082162,6038,5665,5420,292,8391,,,
79,1016,2907,3994,33612416,4559,1751,5178,303,237,,,
88,31,8995,3919,1630772,6049,5987,6953,4743,262,,,
100,639,668,3027,1789850,1082,2134,6955,398,306,,,
102,577,7152,3795,4483278,5671,5901,6957,406,2405,,,
110,1140,11033,7227,3857008,4748,6965,6959,439,504,,,
112,61,9237,5082,1527679,7926,5068,3000,444,2514,,,
121,789,11825,8568,1461280,6309,7722,6960,477,364,,,
123,370,7664,8569,1486891,2804,1477,6962,484,369,,,
148,772,2562,4126,1944608,2712,5762,440,569,439,,,
152,623,127,4427,577501,6217,2454,6972,342,450,,,
168,208,11840,8578,5113419,7933,7729,6977,6197,491,,,
171,509,2772,1390,4990550,4083,6868,3310,3638,498,,,
177,912,865,3344,3705108,1088,587,1333,674,3690,,,
181,1078,11849,8581,1266658,7934,7735,6980,690,532,,,
201,836,7803,7961,3013540,6962,7740,6986,756,594,,,
205,529,2796,2439,40339192,6203,4741,1218,770,607,,,
209,215,3721,1407,107025276,6279,5156,3028,785,622,,,
214,155,6602,969,1739219,1477,6286,6990,804,7393,,,
216,135,11065,8590,4892905,4212,7741,2346,811,2558,,,
240,668,11040,8597,1896469,7943,1966,6997,7220,4030,,,
267,880,6036,2126,2248942,3661,3288,5411,986,765,,,
279,856,8222,2308,327405,6789,7375,6855,4812,2569,,,
290,485,11870,4435,962366,7948,7759,7011,1067,2591,,,
291,183,6312,6115,3711665,7949,7760,7012,1070,44,,,
295,925,6749,3794,1092265,2876,7761,7013,4326,847,,,
322,499,9395,7557,548594,7955,1801,1849,1172,480,,,
325,498,4844,4158,1102754,4415,6002,7021,1182,2599,,,
359,109,11889,8613,20901736,1166,7773,7025,7550,1010,,,
362,509,11897,8615,3089040,7958,7774,7026,1300,2612,,,
383,717,8944,8618,1375547,7962,7777,7030,1374,1071,,,
407,1040,6194,1829,1229280,411,6039,1205,1450,1132,,,
423,592,11907,7962,1289884,3855,7785,7036,5246,2633,,,
462,292,3109,3039,1653689,5692,5134,5885,1629,1265,,,
464,373,2390,7931,1297583,1612,5190,6489,1473,1270,,,
466,7,3123,4674,993189,7122,4459,4238,4865,4675,,,
470,411,11330,1774,3550809,806,6364,7047,1657,1286,,,
500,261,7287,6844,710254,7979,6697,7053,2545,9060,,,
502,129,1953,6382,2193811,6064,7769,7054,6246,990,,,
507,227,2255,1145,6424701,1432,2867,4422,5277,2040,,,
516,485,6006,8013,2383078,4650,6251,7055,1805,2665,,,
529,490,9655,510,3544136,3038,6600,3156,2114,1842,,,
546,1040,2125,1283,2372523,1778,6125,3941,1894,1478,,,
549,245,4888,7102,16623186,3985,2887,1408,1418,1485,,,
554,796,5938,6100,20574680,1630,3892,6276,1917,1076,,,
555,789,3952,8640,771597,7984,7801,7061,2136,1501,,,
556,748,3209,5944,3065497,1074,3347,5264,1923,1504,,,
562,216,4306,4147,4774047,5672,6814,5601,1942,1516,,,
580,468,4040,8645,5153299,7663,7806,7068,1971,476,,,
591,563,3139,2600,8647675,460,5938,4435,1439,1592,,,
627,838,2719,1883,16251356,5181,2287,2196,2136,101,,,
632,471,11956,8654,3321534,8004,7815,7079,7614,8851,,,
641,217,4209,1742,15195155,805,127,2088,7516,1318,,,
643,1300,3968,2900,7185872,2901,6233,4237,1087,1726,,,
670,755,2818,2921,24539360,4464,2727,2456,2282,647,,,
671,1040,1122,8660,780173,6953,148,7088,8049,2719,,,
696,562,2568,2359,19984973,757,635,5647,797,2731,,,
700,912,4424,4291,2320927,1018,790,1417,2380,1892,,,
707,610,9396,6637,2428363,5157,3130,596,2404,1881,,,
748,411,2295,2640,2015151,708,965,5642,2217,2750,,,
759,261,4690,8676,1682646,2873,7835,2192,2558,2754,,,
760,270,2396,7527,19070500,8017,1547,3238,2562,1999,,,
768,835,4935,644,1527866,8018,2198,7105,2582,2017,,,
776,292,6456,2253,3511354,403,1911,165,2607,2148,,,
792,887,9851,6258,1079813,6240,3290,6584,2655,1551,,,
803,480,11995,8680,1076155,8023,7842,7111,7401,2773,,,
806,390,12003,8682,380380,8024,7843,7114,7866,2101,,,
813,736,24,4647,2340668,3082,5469,7115,2716,2778,,,
825,804,7137,4304,3313027,5636,1579,5814,4984,117,,,
829,468,2324,7432,5066954,8026,7844,1453,6367,4654,,,
835,291,2611,4337,13409356,3285,2382,31,797,1859,,,
838,615,1401,6978,11022883,3535,344,1112,2794,279,,,
848,504,6393,8689,1214799,8030,5551,7124,4988,480,,,
849,135,6886,5118,8394588,3459,3166,6452,2828,381,,,
861,862,2580,2133,16500677,1753,7850,5628,2856,1125,,,
863,684,769,1627,5969840,441,1350,3789,2860,500,,,
877,480,846,7,12014818,538,5118,632,2902,967,,,
888,494,7821,3891,3368193,7885,3112,7129,2932,1575,,,
895,424,7310,8696,2903854,8041,7856,4501,2954,2810,,,
913,377,5878,2269,1744206,2749,3506,82,3002,2304,,,
922,616,2394,4868,5018749,433,1538,2115,3034,2323,,,
940,377,10923,7541,829196,8048,7862,5652,3087,2828,,,
949,435,161,4077,1338675,1510,1581,4160,3116,2368,,,
959,908,191,2902,2419867,2166,4084,173,2267,1170,,,
960,247,12039,8705,10011068,8051,7867,7142,3154,2836,,,
968,1256,3919,2015,8910207,3843,228,6442,3178,2410,,,
970,350,138,226,8759768,2228,3981,132,233,2023,,,
976,496,12050,8708,447237,8055,7870,7149,3199,8354,,,
980,1100,7099,1220,5170436,6415,1980,6360,3207,2741,,,
981,615,8102,861,1663065,5827,5477,6209,3210,2440,,,
984,148,5991,4051,2887842,3579,3112,4139,6408,2854,,,
988,182,8182,8709,833713,5680,6475,4061,3232,1136,,,
