sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
4,11,3497,8512,11304,7355,5147,3623,4719,2029,,,
27,956,11808,8555,9110,4367,2422,267,4727,73,,,
29,492,7335,8556,45819,7911,2304,83,113,2487,,,
37,617,401,259,26280,7913,7711,3528,143,111,,,
38,159,7315,6773,3417,2507,7712,6945,146,6239,,,
48,473,11815,6705,18000,7916,7715,6512,183,148,,,
76,492,2186,655,61157,6038,5665,5420,292,8391,,,
79,1016,1882,4193,200718,4559,1751,5178,303,237,,,
88,31,4000,3919,1600,6049,5987,6953,4743,262,,,
100,639,668,3027,55561,1082,2134,6955,398,306,,,
102,577,7152,3795,1000,5671,5901,6957,406,2405,,,
110,1140,8096,7227,208878,4748,6965,6959,439,504,,,
112,61,8669,5082,725,7926,5068,3000,444,2514,,,
121,789,1600,8568,7011,6309,7722,6960,477,364,,,
123,370,7664,8569,133898,2804,1477,6962,484,369,,,
148,772,4383,4126,9420,2712,5762,440,569,439,,,
152,623,1848,4427,1300,6217,2454,6972,342,450,,,
168,208,11842,8578,927847,7933,7729,6977,6197,491,,,
171,509,583,4752,14980,4083,6868,3310,3638,498,,,
177,912,7013,3344,6554,1088,587,1333,674,3690,,,
181,1078,11849,8581,4280,7934,7735,6980,690,532,,,
201,836,2633,7961,83188,6962,7740,6986,756,594,,,
205,529,2796,2439,247169,6203,4741,1218,770,607,,,
209,215,5439,1407,642823,6279,5156,3028,785,622,,,
214,155,2941,969,12267,1477,6286,6990,804,7393,,,
216,135,7096,7222,239466,4212,7741,2346,811,2558,,,
240,668,11040,8597,29076,7943,1966,6997,7220,4030,,,
267,880,6036,2126,10696,3661,3288,5411,986,765,,,
279,856,2393,2308,27113,6789,7375,6855,4812,2569,,,
290,485,11871,4435,9900,7948,7759,7011,1067,2591,,,
291,183,11873,6115,12638,7949,7760,7012,1070,44,,,
295,925,11875,3794,3751,2876,7761,7013,4326,847,,,
322,499,5183,7557,39108,7955,1801,1849,1172,480,,,
325,498,5546,4158,52728,4415,6002,7021,1182,2599,,,
359,109,11894,8612,50392,1166,7773,7025,8154,1010,,,
362,509,11901,8614,31897,7958,7774,7026,1300,2612,,,
383,717,3213,8618,4177,7962,7777,7030,1374,1071,,,
407,1040,6194,1829,5554,411,6039,1205,1450,1132,,,
423,592,11909,7962,14587,3855,7785,7036,5246,2633,,,
462,292,6937,3039,14456,5692,5134,5885,1629,1265,,,
464,373,3005,7931,5518,1612,5190,6489,1473,1270,,,
466,7,5302,4674,12393,7122,4459,4238,4865,4675,,,
470,411,8476,1774,45005,806,6364,7047,1657,1286,,,
500,261,3214,6844,15424,7979,6697,7053,2545,9060,,,
502,129,4599,6382,13064,6064,7769,7054,8153,990,,,
507,227,2255,1534,8335,1432,2867,4422,5277,2040,,,
516,485,7531,8013,7770,4650,6251,7055,1805,2665,,,
529,490,558,510,100504,3038,6600,3156,2114,1842,,,
546,1040,3723,1283,10503,1778,6125,3941,1894,1478,,,
549,245,4888,7102,36413,3985,2887,1408,1418,1485,,,
554,796,3607,6100,151474,1630,3892,6276,1917,1076,,,
555,789,3952,8640,1845,7984,7801,7061,2136,1501,,,
556,748,6447,5944,99688,1074,3347,5264,1923,1504,,,
562,216,8426,4147,19228,5672,6814,5601,1942,1516,,,
580,468,3413,8645,5853,7663,7806,7068,1971,476,,,
591,563,7713,2600,80657,460,5938,4435,1439,1592,,,
627,838,3427,1883,23568,5181,2287,2196,2136,101,,,
