sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L
4,,12,10,70847,9,9,,,
27,,83,81,146392,60,61,,,
29,,91,87,1505042,64,65,,,
37,,121,108,1539333,82,85,,,
38,,125,111,218898,86,87,,,
48,,159,139,41983,106,108,,,
76,,252,217,507823,168,172,,,
79,,265,227,6021869,174,178,,,
88,,175,253,318498,193,199,,,
100,,328,286,293993,221,227,,,
102,,336,291,372514,227,233,,,
110,,365,312,588886,243,248,,,
112,,372,318,272160,247,252,,,
121,,399,341,190687,265,272,,,
123,,405,346,345033,268,277,,,
148,,485,417,292256,317,333,,,
152,,500,427,243255,326,343,,,
168,,568,467,390450,361,374,,,
171,,582,473,691638,367,382,,,
177,,599,487,643144,378,395,,,
181,,616,497,219295,388,406,,,
201,,683,553,652275,434,456,,,
205,,701,568,5534633,445,465,,,
209,,716,579,8315459,453,473,,,
214,,732,591,257333,462,483,,,
216,,741,597,255490,467,487,,,
240,,812,657,268502,512,538,,,
267,,884,720,281722,569,596,,,
279,,914,748,66473,591,621,,,
290,,951,775,235938,613,645,,,
291,,956,777,262922,616,647,,,
295,,969,789,129060,623,655,,,
322,,795,857,223925,676,709,,,
325,,1049,864,284779,683,715,,,
359,,1153,946,1825990,752,788,,,
362,,1165,954,314719,762,795,,,
383,,1221,1001,179560,803,835,,,
407,,1290,1060,72721,853,885,,,
423,,1333,1097,227289,884,916,,,
462,,1427,1188,488139,956,455,,,
464,,1437,1192,104405,961,991,,,
466,,1441,1195,133702,963,995,,,
470,,1452,329,466926,581,1005,,,
500,,1542,1276,169976,1027,1067,,,
502,,1548,1173,,,,,,
507,,1560,1291,739029,1040,1081,,,
516,,1588,1314,481154,1060,1096,,,
529,,1622,1346,598554,1086,1122,,,
546,,1662,1381,533801,1114,1154,,,
549,,1673,59,2192917,1119,1160,,,
554,,1689,1396,3345466,1129,571,,,
555,,1695,1399,214219,1131,1169,,,
556,,1703,1403,507499,1133,1171,,,
562,,1721,1415,1002621,1144,1181,,,
580,,1775,1459,910164,1182,1215,,,
591,,1099,1484,1358323,714,16,,,
627,,1894,1552,3843527,1272,695,,,
632,,1911,1565,332906,1282,1303,,,
641,,1927,1587,4144920,1297,698,,,
643,,1088,1593,1019879,706,1316,,,
670,,442,938,5772935,1345,1366,,,
671,,2003,1643,88122,1347,1368,,,
696,,2059,1693,1874725,1394,501,,,
700,,2069,1700,323613,1400,1412,,,
707,,202,1712,498881,1413,1426,,,
748,,2196,934,685783,1481,1501,,,
759,,2226,1824,204646,1506,1520,,,
760,,292,1826,1400011,1508,1522,,,
768,,2250,1843,214206,956,1539,,,
776,,2278,1860,466037,1541,1554,,,
792,,2326,1893,156139,1567,1582,,,
803,,2350,1918,273588,1584,1598,,,
806,,2358,1927,39961,1589,1603,,,
813,,1365,1940,410349,1600,1615,,,
825,,2398,1960,550238,1621,1633,,,
829,,2403,1966,873308,1627,1636,,,
835,,1882,1977,1205561,755,523,,,
838,,2420,1816,1000664,580,1649,,,
848,,2449,2004,421612,1659,247,,,
849,,2452,2005,1736688,1661,1667,,,
861,,261,1366,4025065,1682,848,,,
863,,2480,2033,2098257,1684,367,,,
877,,2515,2057,4883885,1708,1713,,,
888,,2539,2074,531043,1720,1731,,,
895,,2560,2089,213342,1734,1743,,,
913,,2598,2121,208491,1762,1769,,,
922,,2616,596,477561,1784,1784,,,
940,,2654,2170,165925,826,1814,,,
949,,2674,2189,575266,1826,1825,,,
959,,19,2210,532876,1394,1841,,,
960,,2710,2213,477623,1847,1843,,,
968,,2728,2230,829730,1859,1857,,,
970,,190,2232,1438211,1862,213,,,
976,,2751,2245,119550,1875,1870,,,
980,,2720,2251,1747435,1879,1878,,,
981,,2760,149,219364,1880,1879,,,
984,,2767,1387,914408,1886,1885,,,
988,,218,2268,272810,1892,1893,,,
989,,2780,2271,1231461,403,1895,,,
998,,2798,2291,73637,1254,1908,,,
