sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
4,11,7155,,842625,,,3623,1536,1364,,,
27,956,9167,,2168290,,,267,5085,4256,,,
29,492,7428,,11279332,,,83,4163,705,,,
37,617,9852,,14132670,,,3528,8113,8950,,,
38,159,6185,,1006962,,,6945,1800,4332,,,
48,473,8624,,289716,,,6512,4242,8549,,,
76,492,3303,,9115719,,,5420,2139,3982,,,
79,1016,2907,,33719692,,,5178,2732,1491,,,
88,31,8995,,1629572,,,6953,3230,6149,,,
100,639,668,,1789996,,,6955,8127,8547,,,
102,577,7152,,4480578,,,6957,7512,4972,,,
110,1140,11033,,4038167,,,6959,4109,6566,,,
112,61,9237,,1526964,,,3000,2048,593,,,
121,789,11825,,1461491,,,6960,4696,987,,,
123,370,7664,,1614551,,,6962,625,1646,,,
148,772,2562,,1945208,,,440,5915,8982,,,
152,623,127,,578201,,,6972,1244,4056,,,
168,208,11840,,5671036,,,6977,3557,8989,,,
171,509,2772,,4998225,,,3310,4053,7150,,,
177,912,865,,3704095,,,1333,5545,4894,,,
181,1078,11849,,1266558,,,6980,1927,3516,,,
201,836,7803,,3013240,,,6986,1522,7791,,,
205,529,2796,,40506464,,,1218,5546,990,,,
209,215,3721,,107428008,,,3028,2559,2756,,,
214,155,6602,,1741519,,,6990,12,6085,,,
216,135,11065,,4908921,,,2346,3074,5502,,,
240,668,11040,,1896369,,,6997,3106,9007,,,
267,880,6036,,2238364,,,5411,815,2088,,,
279,856,8222,,329218,,,6855,3753,4346,,,
290,485,11870,,962566,,,7011,5265,9015,,,
291,183,6312,,3714903,,,7012,6336,259,,,
295,925,6749,,1093991,,,7013,6932,9018,,,
322,499,9395,,585438,,,1849,5221,2540,,,
325,498,4844,,1138288,,,7021,6214,9024,,,
359,109,11889,,20899452,,,7025,6109,5126,,,
362,509,11897,,3106561,,,7026,1816,6976,,,
383,717,8944,,1378184,,,7030,3832,440,,,
407,1040,6194,,1233334,,,1205,6316,3711,,,
423,592,11907,,1293581,,,7036,5043,9044,,,
462,292,3109,,1651368,,,5885,3239,9051,,,
464,373,2390,,1299601,,,6489,4547,2650,,,
466,7,3123,,993222,,,4238,3353,7466,,,
470,411,11330,,3548384,,,7047,3651,198,,,
500,261,7287,,710863,,,7053,499,4523,,,
502,129,1953,,2226343,,,7054,1083,9061,,,
507,227,2255,,6430527,,,4422,5958,8434,,,
516,485,6006,,2382378,,,7055,6502,4588,,,
529,490,9655,,3545640,,,3156,4381,4694,,,
546,1040,2125,,2375446,,,3941,2876,8718,,,
549,245,4888,,16636358,,,1408,4338,5493,,,
554,796,5938,,20651346,,,6276,1210,1722,,,
555,789,3952,,771197,,,7061,5912,2374,,,
556,748,3209,,3065397,,,5264,4156,596,,,
562,216,4306,,4785654,,,5601,3740,5952,,,
580,468,4040,,5155235,,,7068,2070,9074,,,
591,563,3139,,8654532,,,4435,1142,8796,,,
627,838,2719,,16258724,,,2196,680,4568,,,
632,471,11956,,3320934,,,7079,5809,9081,,,
641,217,4209,,15187496,,,2088,3641,2586,,,
643,1300,3968,,7186642,,,4237,6928,6976,,,
670,755,2818,,24647158,,,2456,6554,2001,,,
671,1040,1122,,782400,,,7088,2693,9090,,,
696,562,2568,,21299260,,,5647,1210,8981,,,
700,912,4424,,2314746,,,1417,5915,1237,,,
707,610,9396,,2428263,,,596,3401,2303,,,
748,411,2295,,2020152,,,5642,6893,4896,,,
759,261,4690,,1682446,,,2192,4000,1582,,,
760,9,2397,,18403186,,,3238,5121,71,,,
768,835,4935,,1526966,,,7105,4058,9114,,,
776,292,6456,,3540835,,,165,3390,2510,,,
792,887,9851,,1104421,,,6584,470,9122,,,
803,480,11995,,1076739,,,7111,4689,9124,,,
806,390,12003,,381126,,,7114,1308,75,,,
813,736,24,,2346928,,,7115,200,9127,,,
825,804,7137,,3319060,,,5814,2220,6641,,,
829,468,2324,,5066931,,,1453,567,9131,,,
835,291,2611,,13463604,,,31,2651,4068,,,
838,615,1401,,11031289,,,1112,6633,1509,,,
848,504,6393,,1214889,,,7124,3962,2661,,,
849,135,6886,,8392264,,,6452,3534,6058,,,
861,862,2580,,16555869,,,5628,4036,4034,,,
863,684,769,,6025080,,,3789,6592,3900,,,
877,480,846,,12011118,,,632,2334,706,,,
888,494,7821,,3361948,,,7129,3068,1447,,,
895,424,7310,,2909267,,,4501,3729,9149,,,
913,377,5878,,1745437,,,82,2422,635,,,
922,616,2394,,5024518,,,2115,2984,3996,,,
940,377,10923,,831076,,,5652,4691,8222,,,
949,435,161,,1337275,,,4160,5096,4469,,,
959,908,191,,2421463,,,173,4221,2381,,,
960,247,12039,,9986775,,,7142,3,9162,,,
968,1256,3919,,8916078,,,6442,2330,130,,,
970,350,138,,8844915,,,132,8238,3814,,,
976,496,12050,,447917,,,7149,3144,9164,,,
980,1100,7099,,5186265,,,6360,1738,4821,,,
981,615,8102,,1664622,,,6209,1416,4523,,,
984,148,5991,,2891177,,,4139,7344,8826,,,
988,182,8182,,833913,,,4061,1462,2409,,,
989,72,922,,10319965,,,3577,5298,5714,,,
998,643,12063,,283282,,,7155,5087,2638,,,
