sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
4,11,7155,8512,842421,7355,5147,3623,5033,2029,,,
27,956,9167,8555,2168990,4367,2422,267,5049,73,,,
29,492,7428,8556,11280051,7911,2304,83,115,2487,,,
37,617,9852,259,14145670,7913,7711,3528,145,111,,,
38,159,6185,6773,1004310,2507,7712,6945,151,1239,,,
48,473,8624,6705,289216,7916,7715,6512,185,148,,,
76,492,3303,655,9108012,6038,5665,5420,295,8391,,,
79,1016,2907,4193,33615113,4559,1751,5178,305,237,,,
88,31,8995,3919,1631672,6049,5987,6953,5077,262,,,
100,639,668,3027,1790296,1082,2134,6955,400,306,,,
102,577,7152,3795,4484278,5671,5901,6957,409,208,,,
110,1140,11033,7227,4043986,4748,6965,6959,441,504,,,
112,61,9237,5082,1528064,7926,5068,3000,446,2514,,,
121,789,11825,8568,1462991,6309,7722,6960,479,364,,,
123,370,7664,8569,1614191,2804,1477,6962,486,369,,,
148,772,2562,4126,1945208,2712,5762,440,571,439,,,
152,623,127,4427,578201,6217,2454,6972,345,450,,,
168,208,11840,8578,5720196,7933,7729,6977,6444,491,,,
171,509,2772,4752,5004225,1995,6868,3310,4258,498,,,
177,912,865,3344,3709996,1088,2801,1333,675,3690,,,
181,1078,11849,8581,1266958,7934,7735,6980,693,532,,,
201,836,7803,7961,3013640,6962,7740,6986,758,594,,,
205,529,2796,2439,40512137,6203,4741,1218,772,607,,,
209,215,3721,1407,107475756,6279,5156,3028,787,622,,,
214,155,6602,969,1739419,1477,6286,6990,806,7393,,,
216,135,11065,7222,4909721,4212,7741,2346,813,1240,,,
240,668,11040,8597,1896469,7943,1966,6997,7528,4030,,,
267,880,6036,2126,2253938,3661,3288,5411,988,765,,,
279,856,8222,2308,329218,6789,7375,6855,5176,2569,,,
290,485,11870,4435,962566,7948,7759,7011,1069,2591,,,
291,183,6312,6115,3713805,7949,7760,7012,1072,44,,,
295,925,6749,3794,1094791,2876,7761,7013,4819,847,,,
322,499,9395,7557,585538,7955,1801,1849,1174,480,,,
325,498,4844,4158,1102754,4415,6002,7021,1184,2599,,,
359,109,11889,8613,20905667,1166,7773,7025,7985,1010,,,
362,509,11897,8614,3110096,7958,7774,7026,1302,2612,,,
383,717,8944,8618,1378584,7962,7777,7030,1376,1071,,,
407,1040,6194,1829,1230680,411,6039,1205,1452,1132,,,
423,592,11907,7962,1293781,3855,7785,7036,5683,2633,,,
462,292,3109,3039,1655488,5692,5134,5885,1631,1265,,,
464,373,2390,7931,1298101,1612,5190,6489,1639,1270,,,
466,7,3123,4674,993289,7122,4459,4238,5260,3096,,,
470,411,11330,1774,3551609,806,6364,7047,1659,1286,,,
500,261,7287,6844,710763,7979,6697,7053,2546,7697,,,
502,129,1953,6382,2218594,6064,7769,7054,6488,990,,,
507,374,2255,1534,6430766,7417,2867,4422,5711,2040,,,
516,485,6006,8013,2383078,4650,6251,7055,1807,2665,,,
529,490,9655,510,3546140,3038,6600,3156,6574,1842,,,
546,1040,2125,1283,2375646,1778,6125,3941,1896,1478,,,
549,245,4888,7102,16632140,3985,2887,1408,1420,1485,,,
554,796,5938,6100,20661482,1630,3892,6276,1918,1076,,,
555,789,3952,8640,771597,7984,7801,7061,2138,1501,,,
556,748,3209,5944,3155497,1074,3347,5264,1925,1504,,,
562,216,4306,4147,4777647,5672,6814,5601,1944,1516,,,
580,468,4040,8645,5157587,7663,7806,7068,1973,476,,,
591,563,3139,2600,8652862,460,5938,4435,1442,1592,,,
627,838,2719,1883,16254871,5181,2287,2196,2138,101,,,
632,471,11956,8652,3324134,8004,7815,7079,7834,1703,,,
641,217,4209,306,15195155,805,127,2088,3589,1318,,,
643,1300,3968,2900,7185872,2901,6233,4237,1089,1726,,,
670,755,2818,2921,24647158,4464,2727,2456,2284,647,,,
671,1040,1122,8660,780473,6953,148,7088,8203,2719,,,
696,562,2568,2359,21299877,757,635,5647,799,2731,,,
700,912,4424,4291,2322127,1018,790,1417,2382,1892,,,
707,610,9396,6637,2428763,5157,3130,596,2407,1881,,,
748,411,2295,2640,2016802,708,965,5642,2528,2750,,,
759,261,4690,8676,1682646,2873,7835,2192,2560,2754,,,
760,184,7686,7527,18084219,8017,1547,3238,2563,1999,,,
768,835,4935,644,1528766,8018,2198,7105,8212,7967,,,
776,292,6456,4907,3541035,403,1911,165,1102,2148,,,
792,887,9851,6258,1104821,6240,3290,6584,2657,1551,,,
803,480,11995,8680,1077139,8023,7842,7111,7643,2773,,,
806,390,12003,8682,381226,8024,7843,7114,8080,2101,,,
813,736,24,4647,2367318,3082,5469,7115,2718,2778,,,
825,804,7137,4304,3317380,5636,1579,5814,4147,117,,,
829,468,2324,7432,5068931,8026,7844,1453,6586,137,,,
835,291,2611,4337,13464910,3285,2382,31,799,1859,,,
838,615,1401,6978,11022883,3535,344,1112,2796,279,,,
848,504,6393,8689,1214999,5477,5551,7124,5463,480,,,
849,135,6886,5118,8395188,3459,3166,6452,2830,381,,,
861,862,2580,2133,16554773,1753,7850,5628,55,1125,,,
863,684,769,1627,6030303,441,1350,3789,2862,500,,,
877,480,846,7,12019988,538,5118,632,2434,967,,,
888,494,7821,3891,3368193,7885,3112,7129,2934,1575,,,
895,424,7310,8696,2904992,8041,7856,4501,2956,2225,,,
913,606,5878,2269,1745737,2749,3506,82,3003,2304,,,
922,616,2394,4868,5024518,433,1538,2115,3036,2323,,,
940,377,10923,7541,831176,8048,7862,5652,3499,2828,,,
949,435,161,4077,1338775,2186,1581,4160,3119,2368,,,
959,908,191,2902,2421663,2166,4084,173,3153,1170,,,
960,247,12039,8703,10011870,8051,7867,7142,3155,8671,,,
968,1256,3919,2117,8919032,3843,228,6442,3119,2410,,,
970,350,138,226,8845635,2228,3981,132,235,2023,,,
976,496,12050,8708,447917,8055,7870,7149,3201,8354,,,
980,1100,7099,1220,5182315,6415,1980,6360,3209,2741,,,
981,615,8102,861,1664622,5827,5477,6209,3211,2440,,,
984,148,5991,4051,2887842,3579,3112,4139,6629,2854,,,
988,182,8182,8709,833813,5680,6475,4061,3233,1136,,,
989,72,922,934,10322955,541,5670,3577,733,8360,,,
998,643,12063,6699,282232,8057,7874,7155,3259,2861,,,
