sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
4,11,7155,8512,842725,7355,5147,6213,4719,2029,,,
27,956,9167,8555,2169090,4367,2422,5412,4727,73,,,
29,492,7428,8556,11289682,7911,2304,4264,113,2487,,,
37,617,9852,259,14150590,7913,7711,251,143,111,,,
38,159,6185,6773,1007462,2507,7712,7162,146,6239,,,
48,473,8624,6705,289716,7916,7715,7164,183,148,,,
76,492,3303,655,9117919,6038,5665,5634,292,8391,,,
79,1016,2907,4193,34984818,4559,1751,5470,303,237,,,
88,31,8995,3919,1631772,6049,5987,5983,4743,262,,,
100,639,668,3027,1790396,1082,2134,5146,398,306,,,
102,577,7152,3795,4484278,5671,5901,5245,406,2405,,,
110,1140,11033,7227,4045886,4748,6965,6834,439,504,,,
112,61,9237,5082,1528464,7926,5068,7171,444,2514,,,
121,789,11825,8568,1462991,6309,7722,7172,477,364,,,
123,370,7664,8569,1614551,2804,1477,4406,484,369,,,
148,772,2562,4126,1945208,2712,5762,1846,569,439,,,
152,623,127,4427,578201,6217,2454,82,342,450,,,
168,208,11840,8578,5798256,7933,7729,7180,6197,491,,,
171,509,2772,4752,5004225,4083,6868,3834,3638,498,,,
177,912,865,3344,3710196,1088,587,514,674,3690,,,
181,1078,11849,8581,1269958,7934,7735,7182,690,532,,,
201,836,7803,7961,3050064,6962,7740,6376,756,594,,,
205,529,2796,2439,41782044,6203,4741,1774,770,607,,,
209,215,3721,1407,108853926,6279,5156,2196,785,622,,,
214,155,6602,969,1742119,1477,6286,3410,804,7393,,,
216,135,11065,7222,4909721,4212,7741,6635,811,2558,,,
240,668,11040,8597,1896469,7943,1966,6622,7220,4030,,,
267,880,6036,2126,2254538,3661,3288,1652,986,765,,,
279,856,8222,2308,329218,6789,7375,4750,4812,2569,,,
290,485,11870,4435,962566,7948,7759,7199,1067,2591,,,
291,183,6312,6115,3724003,7949,7760,7200,1070,44,,,
295,925,6749,3794,1094791,2876,7761,3624,4326,847,,,
322,499,9395,7557,586170,7955,1801,6346,1172,480,,,
325,498,4844,4158,1139088,4415,6002,2769,1182,2599,,,
359,109,11889,8612,20932384,1166,7773,7210,7550,1010,,,
362,509,11897,8614,3110096,7958,7774,7211,1300,2612,,,
383,717,8944,8618,1378584,7962,7777,5979,1374,1071,,,
407,1040,6194,1829,1233834,411,6039,4996,1450,1132,,,
423,592,11907,7962,1293781,3855,7785,7221,5246,2633,,,
462,292,3109,3039,1655488,5692,5134,6120,1629,1265,,,
464,373,2390,7931,1300101,1612,5190,6292,1473,1270,,,
466,7,3123,4674,994022,7122,4459,7228,4865,4675,,,
470,411,11330,1774,3551862,806,6364,7230,1657,1286,,,
500,261,7287,6844,711063,7979,6697,7235,2545,9060,,,
502,129,1953,6382,2226543,6064,7769,2087,6246,990,,,
507,227,2255,1534,6431427,1432,2867,1431,5277,2040,,,
516,485,6006,8013,2383078,4650,6251,1655,1805,2665,,,
529,490,9655,510,3546140,3038,6600,5714,2114,1842,,,
546,1040,2125,1283,2377846,1778,6125,3697,1894,1478,,,
549,245,4888,7102,16641094,3985,2887,3824,1418,1485,,,
554,796,5938,6100,20663282,1630,3892,7244,1917,1076,,,
555,789,3952,8640,772872,7984,7801,2311,2136,1501,,,
556,748,3209,5944,3155597,1074,3347,2606,1923,1504,,,
562,216,4306,4147,4785854,5672,6814,7246,1942,1516,,,
580,468,4040,8645,5157035,7663,7806,7249,1971,476,,,
591,563,3139,2600,8654632,460,5938,2976,1439,1592,,,
627,838,2719,1883,16259324,5181,2287,5223,2136,101,,,
632,471,11956,8652,3324830,8004,7815,7259,7614,8851,,,
641,217,4209,306,15198026,805,127,2437,7516,1318,,,
643,1300,3968,2900,7187142,2901,6233,1338,1087,1726,,,
670,755,2818,2921,24647158,4464,2727,3813,2282,647,,,
671,1040,1122,8660,782600,6953,148,7245,8049,2719,,,
696,562,2568,844,21300097,757,635,2540,797,2731,,,
700,912,4424,4291,2322127,1018,790,1510,2380,1892,,,
707,610,9396,6637,2428763,5157,3130,6060,2404,1881,,,
748,411,2295,2640,2020452,708,965,3166,2217,2750,,,
759,261,4690,8676,1682646,2873,7835,2691,2558,2754,,,
760,270,2396,7527,19071300,8017,1547,4831,2562,1999,,,
768,835,4935,8677,1615683,8018,2198,7277,7031,1675,,,
776,292,6456,4907,3541035,403,1911,3249,2607,2148,,,
792,887,9851,6258,1104821,6240,3290,5876,2655,1551,,,
803,480,11995,8680,1077139,8023,7842,7284,7401,2773,,,
806,390,12003,8682,381226,8024,7843,7286,7866,2101,,,
813,736,24,4647,2367318,3082,5469,6561,2716,2778,,,
825,804,7137,4304,3319060,5636,1579,4094,4984,117,,,
829,468,2324,7432,5074531,8026,7844,7290,6367,4654,,,
835,291,2611,4337,13465430,3285,2382,3334,797,1859,,,
