sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
4,11,7155,8512,841121,7355,5147,3623,,,,,
27,956,9167,8555,2168990,4367,2422,267,,,,,
29,492,7428,8556,11305221,7911,2304,83,,,,,
37,617,9852,259,14144670,7913,7711,3528,,,,,
38,159,6185,6773,1007662,2507,7712,6945,,,,,
48,473,8624,6705,289016,7916,7715,6512,,,,,
76,492,3303,655,9117819,6038,5665,5420,,,,,
79,1016,2907,4193,33731284,4559,1751,5178,,,,,
88,31,8995,3919,1630772,6049,5987,6953,,,,,
100,639,668,3027,1790696,1082,2134,6955,,,,,
102,577,7152,3795,4484278,5671,5901,6957,,,,,
110,1140,11033,7227,4043986,4748,6965,6959,,,,,
112,141,8534,5082,1527696,7926,5068,3000,,,,,
121,789,11825,8568,1461048,6309,7722,6960,,,,,
123,370,7664,8569,1488791,2804,1477,6962,,,,,
148,772,2562,4126,1945208,2712,5762,440,,,,,
152,623,127,4427,577501,6217,2454,6972,,,,,
168,208,11840,8578,5965048,7933,7729,6977,,,,,
171,509,2772,4752,5003825,4083,6868,3310,,,,,
177,912,865,3344,3710796,1088,587,1333,,,,,
181,1078,11849,8581,1269658,7934,7735,6980,,,,,
201,836,7803,7961,3013840,6962,7740,6986,,,,,
205,529,2796,2439,40511291,6203,4741,1218,,,,,
209,215,3721,1407,107485436,6279,5156,3028,,,,,
214,155,6602,8589,1743519,1477,6286,6990,,,,,
216,135,11065,7222,4909721,4212,7741,2346,,,,,
240,668,11040,8597,1896269,7943,1966,6997,,,,,
267,880,6036,2126,2258638,3661,3288,5411,,,,,
279,856,8222,2308,329318,6789,7375,6855,,,,,
290,485,11870,4435,962466,7948,7759,7011,,,,,
291,183,6312,6115,3724132,7949,7760,7012,,,,,
295,925,6749,3794,1094791,2876,7761,7013,,,,,
322,499,9395,7557,585438,7955,1801,1849,,,,,
325,498,4844,4158,1139544,4415,6002,7021,,,,,
359,109,11889,8612,20932204,1166,7773,7025,,,,,
362,509,11897,8614,3110736,7958,7774,7026,,,,,
383,717,8944,8618,1378484,7962,7777,7030,,,,,
407,1040,6194,831,1233834,411,6039,1205,,,,,
423,160,9579,7962,1293781,3855,7785,7036,,,,,
462,292,3109,3039,1655088,5692,5134,5885,,,,,
464,373,2390,7931,1300201,1612,5190,6489,,,,,
466,7,3123,4674,994322,7122,4459,4238,,,,,
470,411,11330,1774,3550609,806,6364,7047,,,,,
500,261,7287,6844,711063,7979,6697,7053,,,,,
502,129,1953,6382,2218394,6064,7769,7054,,,,,
507,227,2255,1534,6431427,1432,2867,4422,,,,,
516,485,6006,8013,2382978,4650,6251,7055,,,,,
529,490,9655,510,3544688,3038,6600,3156,,,,,
546,1040,2125,1283,2372423,1778,6125,3941,,,,,
549,245,4888,260,16641594,3985,2887,1408,,,,,
554,796,5938,6100,20656982,1630,3892,6276,,,,,
555,789,3952,8640,771597,7984,7801,7061,,,,,
556,748,3209,5944,3155497,1074,3347,5264,,,,,
562,216,4306,4147,4786854,5672,6814,5601,,,,,
580,468,4040,7655,5157587,7663,7806,7068,,,,,
591,563,3139,2600,8649375,460,5938,4435,,,,,
627,838,2719,1883,16260724,5181,2287,2196,,,,,
632,471,11956,8652,3325290,8004,7815,7079,,,,,
641,217,4209,306,15202855,805,127,2088,,,,,
643,1300,3968,2900,7185872,2901,6233,4237,,,,,
670,755,2818,2921,24539360,4464,2727,2456,,,,,
671,1040,1122,8660,782596,6953,148,7088,,,,,
696,562,2568,844,21294922,757,635,5647,,,,,
700,912,4424,4291,2320827,1018,790,1417,,,,,
707,610,9396,6637,2428463,5157,3130,596,,,,,
748,411,2295,1161,2016802,708,965,5642,,,,,
759,261,4690,8010,1683888,2873,7835,2192,,,,,
760,270,2396,7527,19071300,8017,1547,3238,,,,,
768,835,4935,8677,1527666,8018,2198,7105,,,,,
776,292,6456,4907,3511254,403,1911,165,,,,,
803,480,11995,8680,1077139,8023,7842,7111,,,,,
806,390,12003,8682,381226,8024,7843,7114,,,,,
813,736,24,4647,2340568,3082,5469,7115,,,,,
829,468,2324,7432,5077631,8026,7844,1453,,,,,
835,291,2611,4337,13414857,3285,2382,31,,,,,
838,615,1401,6978,11038197,3535,344,1112,,,,,
848,504,6393,8689,1214799,8030,5551,7124,,,,,
849,135,6886,5118,8394392,3459,3166,6452,,,,,
861,862,2580,2133,16553973,1753,7850,5628,,,,,
863,684,769,1627,6022012,441,1350,3789,,,,,
877,480,846,7,12018588,538,5118,632,,,,,
888,494,7821,3891,3368193,7885,3112,7129,,,,,
895,424,7310,8696,2905320,8041,7856,4501,,,,,
913,377,5878,2269,1745737,2749,3506,82,,,,,
922,616,2394,4868,5023918,433,1538,2115,,,,,
940,377,10923,7541,831176,8048,7862,5652,,,,,
949,435,161,4077,1338075,1510,1581,4160,,,,,
959,908,191,2902,2421563,2166,4084,173,,,,,
960,247,12039,8703,10017442,8051,7867,7142,,,,,
968,1256,3919,2015,8914689,3843,228,6442,,,,,
970,350,138,226,8840673,2228,3981,132,,,,,
976,496,12050,8708,447817,8055,7870,7149,,,,,
980,1122,2405,1220,5304705,6415,1980,6360,,,,,
981,615,8102,861,1662222,5827,5477,6209,,,,,
984,148,5991,4051,2887542,3579,3112,4139,,,,,
988,182,8182,8709,838653,5680,6475,4061,,,,,
989,72,922,934,10319655,427,5670,3577,,,,,
998,643,12063,6699,282232,8057,7874,7155,,,,,
