sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
4,,7155,,852525,,,3623,,,,,
27,,9167,,2176700,,,267,,,,,
29,,7428,,11326104,,,83,,,,,
37,,9852,,14163800,,,3528,,,,,
38,,6185,,1007862,,,6945,,,,,
48,,8624,,307165,,,6512,,,,,
76,,3303,,9142519,,,5420,,,,,
79,,2907,,33775604,,,5178,,,,,
88,,8995,,1632472,,,6953,,,,,
100,,668,,1845662,,,6955,,,,,
102,,7152,,4484278,,,6957,,,,,
110,,11033,,4065617,,,6959,,,,,
112,,9237,,1528464,,,3000,,,,,
121,,11825,,1468191,,,6960,,,,,
123,,7664,,1622293,,,6962,,,,,
148,,2562,,1953908,,,440,,,,,
152,,127,,579001,,,6972,,,,,
168,,11840,,6459257,,,6977,,,,,
171,,2772,,5006087,,,3310,,,,,
177,,865,,3711169,,,1333,,,,,
181,,11849,,1271038,,,6980,,,,,
201,,7803,,3052664,,,6986,,,,,
205,,2796,,40587256,,,1218,,,,,
209,,3721,,105243542,,,3028,,,,,
214,,6602,,1745228,,,6990,,,,,
216,,11065,,5147439,,,2346,,,,,
240,,11040,,1898745,,,6997,,,,,
267,,6036,,2259043,,,5411,,,,,
279,,8222,,354762,,,6855,,,,,
290,,11870,,972366,,,7011,,,,,
291,,6312,,3724232,,,7012,,,,,
295,,6749,,1094791,,,7013,,,,,
322,,9395,,587270,,,1849,,,,,
325,,4844,,1155614,,,7021,,,,,
359,,11889,,20942706,,,7025,,,,,
362,,11897,,3119017,,,7026,,,,,
383,,8944,,1379524,,,7030,,,,,
407,,6194,,1234834,,,1205,,,,,
423,,11907,,1300021,,,7036,,,,,
462,,3109,,1658250,,,5885,,,,,
464,,2390,,1302901,,,6489,,,,,
466,,3123,,997702,,,4238,,,,,
470,,11330,,3579904,,,7047,,,,,
500,,7287,,711163,,,7053,,,,,
502,,1953,,2227120,,,7054,,,,,
507,,2255,,6432967,,,4422,,,,,
516,,6006,,2387983,,,7055,,,,,
529,,9655,,3646766,,,3156,,,,,
546,,2125,,2380726,,,3941,,,,,
549,,4888,,16656827,,,1408,,,,,
554,,5938,,20718486,,,6276,,,,,
555,,3952,,773392,,,7061,,,,,
556,,3209,,3158350,,,5264,,,,,
562,,4306,,4789034,,,5601,,,,,
580,,4040,,5158890,,,7068,,,,,
591,,3139,,8730992,,,4435,,,,,
627,,2719,,16277374,,,2196,,,,,
632,,11956,,3326269,,,7079,,,,,
641,,4209,,15207148,,,2088,,,,,
643,,3968,,7203962,,,4237,,,,,
670,,2818,,25069564,,,2456,,,,,
671,,1122,,787200,,,7088,,,,,
696,,2568,,21379384,,,5647,,,,,
700,,4424,,2323577,,,1417,,,,,
707,,9396,,2430263,,,596,,,,,
748,,2295,,2020917,,,5642,,,,,
759,,4690,,1684190,,,2192,,,,,
760,,2396,,19073200,,,3238,,,,,
768,,4935,,1617183,,,7105,,,,,
776,,6456,,3570722,,,165,,,,,
792,,9851,,1108178,,,6584,,,,,
803,,11995,,1078587,,,7111,,,,,
806,,12003,,382226,,,7114,,,,,
813,,24,,2389638,,,7115,,,,,
825,,7137,,3334062,,,5814,,,,,
829,,2324,,5082995,,,1453,,,,,
835,,2611,,13577530,,,31,,,,,
838,,1401,,11399697,,,1112,,,,,
848,,6393,,1216199,,,7124,,,,,
849,,6886,,8406088,,,6452,,,,,
861,,2580,,16600006,,,5628,,,,,
863,,769,,6072063,,,3789,,,,,
877,,846,,12034317,,,632,,,,,
888,,7821,,3388893,,,7129,,,,,
895,,7310,,2923028,,,4501,,,,,
913,,5878,,1746232,,,82,,,,,
922,,2394,,5029279,,,2115,,,,,
940,,10923,,831576,,,5652,,,,,
949,,161,,1362887,,,4160,,,,,
959,,191,,2425713,,,173,,,,,
960,,12039,,10028781,,,7142,,,,,
968,,3919,,8951079,,,6442,,,,,
970,,138,,8848046,,,132,,,,,
976,,12050,,450617,,,7149,,,,,
980,,7099,,5306805,,,6360,,,,,
981,,8102,,1683907,,,6209,,,,,
984,,5991,,2897277,,,4139,,,,,
988,,8182,,838753,,,4061,,,,,
989,,922,,10332365,,,3577,,,,,
998,,12063,,283482,,,7155,,,,,
