sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L,,,
4,11,7155,5392,852425,7355,5147,3623,4719,2029,,,
27,956,9167,8555,2175900,4367,2422,267,4727,73,,,
29,492,7428,8557,11321054,7911,2304,83,113,2487,,,
37,617,9852,5948,14150800,7913,7711,3528,143,111,,,
38,159,6185,6773,1007362,2507,7712,6945,146,1239,,,
48,473,8624,4301,307165,7916,7715,6512,183,148,,,
76,492,3303,7901,9142519,6038,5665,5420,292,8391,,,
79,1016,2907,1284,33783828,4559,1751,5178,303,237,,,
88,31,8995,2606,1630272,6049,5987,6953,4743,262,,,
100,639,668,7261,1845362,1082,2134,6955,398,306,,,
102,577,7152,1014,4480578,5671,5901,6957,406,208,,,
110,1140,11033,7683,4059798,4748,6965,6959,439,504,,,
112,61,9237,8567,1527264,7926,5068,3000,444,2514,,,
121,789,11825,7632,1466691,6309,7722,6960,477,364,,,
123,370,7664,8569,1622293,2804,1477,6962,484,369,,,
148,772,2562,6671,1953908,2712,5762,440,569,439,,,
152,623,127,4321,579001,5294,2454,6972,342,450,,,
168,208,11840,8578,6474232,7933,7729,6977,6197,491,,,
171,509,2772,4995,5000087,1995,6868,3310,3638,498,,,
177,912,865,2976,3711169,1088,2801,1333,674,3690,,,
181,1078,11849,8582,1270638,7934,7735,6980,690,532,,,
201,836,7803,7961,3052364,6962,1931,6986,756,594,,,
205,529,2796,4573,40582428,6203,4741,1218,770,607,,,
209,215,3721,1883,105243544,6279,5156,3028,785,622,,,
214,155,6602,969,1744628,1477,6286,6990,804,7393,,,
216,135,11065,4140,5146639,4212,7741,2346,811,1240,,,
240,668,11040,8597,1898645,7943,1966,6997,7220,4030,,,
267,880,6036,2267,2259043,3661,3288,5411,986,765,,,
279,856,8222,8605,354762,6789,7375,6855,4812,2569,,,
290,485,11870,8607,972366,7948,7759,7011,1067,2591,,,
291,183,6312,6860,3723532,7949,7760,7012,1070,44,,,
295,925,6749,3794,1094791,2876,7761,7013,4326,846,,,
322,499,9395,1373,587170,7955,1801,1849,1172,480,,,
325,498,4844,2459,1154814,4415,6002,7021,1182,2599,,,
359,109,11889,8613,20937690,1166,7773,7025,7550,1010,,,
362,509,11897,8615,3117101,7958,7774,7026,1300,2612,,,
383,717,8944,7099,1379124,7962,7777,7030,1374,1071,,,
407,1040,6194,5396,1234334,411,6039,1205,1450,1132,,,
423,592,11907,7962,1299821,3855,7785,7036,5246,2633,,,
462,292,3109,3428,1654130,5692,5134,5885,1629,1265,,,
464,373,2390,376,1302901,1612,5190,6489,1473,1270,,,
466,7,3123,4674,997702,7122,4459,4238,4865,3096,,,
470,411,11330,5682,3577479,806,6364,7047,1657,1286,,,
500,261,7287,6620,711163,7979,6697,7053,2545,7697,,,
502,129,1953,6520,2227120,6064,7769,7054,6246,990,,,
507,227,2255,1846,6432467,7417,2867,4422,5277,2040,,,
516,485,6006,2958,2387283,4650,6251,7055,1805,2665,,,
529,490,9655,1871,3646266,3038,6600,3156,2114,1842,,,
546,1040,2125,3739,2380526,1778,6125,3941,1894,1478,,,
549,245,4888,6707,16652091,3985,2887,1408,1418,1485,,,
554,796,5938,243,20708350,1630,3892,6276,1917,1076,,,
555,789,3952,5438,772992,7984,7801,7061,2136,1501,,,
556,748,3209,5944,3158250,1074,3347,5264,1923,1504,,,
562,216,4306,5988,4788834,5672,5155,5601,1942,1516,,,
580,468,4040,8645,5158890,7663,7806,7068,1971,476,,,
591,563,3139,2499,8730892,460,5938,4435,1439,1592,,,
627,838,2719,2018,16277074,5181,2287,2196,2136,101,,,
632,471,11956,8653,3325869,8004,7815,7079,7614,1703,,,
641,217,4209,2427,15199489,805,127,2088,7516,1318,,,
643,1300,3968,6890,7203462,2901,6233,4237,1087,1726,,,
670,755,2818,2921,25069564,4464,2727,2456,2282,647,,,
671,1040,1122,5897,787200,6953,148,7088,8049,2719,,,
696,562,2568,844,21378768,757,635,5647,797,2731,,,
700,912,4424,4291,2317396,1018,3676,1417,2380,1892,,,
707,610,9396,1921,2429963,5157,3130,596,2404,1881,,,
748,411,2295,1161,2020617,708,965,5642,2217,2750,,,
759,261,4690,8676,1684190,2873,7835,2192,2558,2754,,,
760,270,2396,7527,19068476,8017,3661,3238,2562,1999,,,
768,835,4935,8678,1616283,8018,2198,7105,7031,7967,,,
776,292,6456,2253,3570522,403,1911,165,2607,2148,,,
792,887,9851,6427,1107778,6240,3290,6584,2655,1551,,,
