sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L
4,11,7155,8512,842420,7355,5147,3623,4719,2029
27,956,9167,8555,2170000,4367,2422,267,4727,73
29,492,7428,8556,11280000,7911,2304,83,113,2487
37,617,9852,259,14150000,7913,7711,3528,143,111
38,159,6185,6773,1000000,2507,7712,6945,146,1239
48,473,8624,6705,289220,7916,7715,6512,183,148
76,492,3303,655,9110000,6038,5665,5420,292,8391
79,1016,2907,4193,33620000,4559,1751,5178,303,237
88,31,8995,3919,1630000,6049,5987,6953,4743,262
100,639,668,3027,1790000,1082,2134,6955,398,306
102,577,7152,3795,4480000,5671,5901,6957,406,208
110,1140,11033,7227,4040000,4748,6965,6959,439,504
112,61,9237,5082,1530000,7926,5068,3000,444,2514
121,789,11825,8568,1460000,6309,7722,6960,477,364
123,370,7664,8569,1610000,2804,1477,6962,484,369
148,772,2562,4126,1950000,2712,5762,440,569,439
152,623,127,4427,578200,6217,2454,6972,342,450
168,208,11840,8578,5720000,7933,7729,6977,6197,491
171,509,2772,4752,5000000,1995,6868,3310,3638,498
177,912,865,3344,3710000,1088,2801,1333,674,3690
181,1078,11849,8581,1270000,7934,7735,6980,690,532
201,836,7803,7961,3010000,6962,7740,6986,756,594
205,529,2796,2439,40460000,6203,4741,1218,770,607
209,215,3721,1407,107480000,6279,5156,3028,785,622
214,155,6602,969,1740000,1477,6286,6990,804,7393
216,135,11065,7222,4910000,4212,7741,2346,811,1240
240,668,11040,8597,1900000,7943,1966,6997,7220,4030
267,880,6036,2126,2250000,3661,3288,5411,986,765
279,856,8222,2308,328110,6789,7375,6855,4812,2569
290,485,11870,4435,962570,7948,7759,7011,1067,2591
291,183,6312,6115,3710000,7949,7760,7012,1070,44
295,925,6749,3794,1090000,2876,7761,7013,4326,847
322,499,9395,7557,585540,7955,1801,1849,1172,480
325,498,4844,4158,1100000,4415,6002,7021,1182,2599
359,109,11889,8613,20910000,1166,7773,7025,7550,1010
362,509,11897,8614,3090000,7958,7774,7026,1300,2612
383,717,8944,8618,1380000,7962,7777,7030,1374,1071
407,1040,6194,1829,1230000,411,6039,1205,1450,1132
423,592,11907,7962,1290000,3855,7785,7036,5246,2633
462,292,3109,3039,1660000,5692,5134,5885,1629,1265
464,373,2390,7931,1300000,1612,5190,6489,1473,1270
466,7,3123,4674,993290,7122,4459,4238,4865,3096
470,411,11330,1774,3550000,806,6364,7047,1657,1286
500,261,7287,6844,710760,7979,6697,7053,2545,7697
502,129,1953,6382,2220000,6064,7769,7054,6246,990
507,374,2255,1534,6430000,7417,2867,4422,5277,2040
516,485,6006,8013,2380000,4650,6251,7055,1805,2665
529,490,9655,510,3550000,3038,6600,3156,2114,1842
546,1040,2125,1283,2380000,1778,6125,3941,1894,1478
549,245,4888,7102,16630000,3985,2887,1408,1418,1485
554,796,5938,6100,20660000,1630,3892,6276,1917,1076
555,789,3952,8640,771600,7984,7801,7061,2136,1501
556,748,3209,5944,3160000,1074,3347,5264,1923,1504
562,216,4306,4147,4780000,5672,6814,5601,1942,1516
580,468,4040,8645,5160000,7663,7806,7068,1971,476
591,563,3139,2600,8650000,460,5938,4435,1439,1592
627,838,2719,1883,16250000,5181,2287,2196,2136,101
632,471,11956,8652,3320000,8004,7815,7079,7614,1703
641,217,4209,306,15200000,805,127,2088,7516,1318
643,1300,3968,2900,7190000,2901,6233,4237,1087,1726
670,755,2818,2921,24650000,4464,2727,2456,2282,647
671,1040,1122,8660,780470,6953,148,7088,8049,2719
696,562,2568,2359,21300000,757,635,5647,797,2731
700,912,4424,4291,2320000,1018,790,1417,2380,1892
707,610,9396,6637,2430000,5157,3130,596,2404,1881
748,411,2295,2640,2020000,708,965,5642,2217,2750
759,261,4690,8676,1680000,2873,7835,2192,2558,2754
760,184,7686,7527,18080000,8017,1547,3238,2562,1999
768,835,4935,644,1530000,8018,2198,7105,7031,7967
776,292,6456,4907,3540000,403,1911,165,2607,2148
792,887,9851,6258,1100000,6240,3290,6584,2655,1551
803,480,11995,8680,1080000,8023,7842,7111,7401,2773
806,390,12003,8682,381230,8024,7843,7114,7866,2101
813,736,24,4647,2370000,3082,5469,7115,2716,2778
825,804,7137,4304,3320000,5636,1579,5814,4984,117
829,468,2324,7432,5070000,8026,7844,1453,6367,137
835,291,2611,4337,13460000,3285,2382,31,797,1859
838,615,1401,6978,11020000,3535,344,1112,2794,279
848,504,6393,8689,1210000,5477,5551,7124,4988,480
849,135,6886,5118,8400000,3459,3166,6452,2828,381
861,862,2580,2133,16550000,1753,7850,5628,2856,1125
863,684,769,1627,6030000,441,1350,3789,2860,500
877,480,846,7,12020000,538,5118,632,2902,967
888,494,7821,3891,3370000,7885,3112,7129,2932,1575
895,424,7310,8696,2900000,8041,7856,4501,2954,2225
913,606,5878,2269,1750000,2749,3506,82,3002,2304
922,616,2394,4868,5020000,433,1538,2115,3034,2323
940,377,10923,7541,831180,8048,7862,5652,3087,2828
949,435,161,4077,1340000,2186,1581,4160,3116,2368
959,908,191,2902,2420000,2166,4084,173,3151,1170
960,247,12039,8703,10010000,8051,7867,7142,3154,8671
968,1256,3919,2117,8920000,3843,228,6442,3116,2410
970,350,138,226,8850000,2228,3981,132,233,2023
976,496,12050,8708,447920,8055,7870,7149,3199,8354
980,1100,7099,1220,5180000,6415,1980,6360,3207,2741
981,615,8102,861,1660000,5827,5477,6209,3210,2440
984,148,5991,4051,2890000,3579,3112,4139,6408,2854
988,182,8182,8709,833810,5680,6475,4061,3232,1136
989,72,922,934,10320000,541,5670,3577,731,8360
998,643,12063,6699,282230,8057,7874,7155,3257,2861
