22_1,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'LCD']",5:04,5,48.3,1
22_2,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'LCD']",5:04,5,48.3,1
22_3,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'LCD']",5:04,5,48.3,1
22_4,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'LCD']",5:04,5,48.3,1
22_5,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'LCD']",5:04,5,48.3,1
25_1,Philips Electronics,"['LCD Monitor', 'LCD Monitor']",16:10,5,55.9,1
25_2,Philips Electronics,"['LCD Monitor', 'LCD Monitor']",16:10,5,55.9,1
25_3,Philips Electronics,"['LCD Monitor', 'LCD Monitor']",16:10,5,55.9,1
25_4,Philips Electronics,"['LCD Monitor', 'LCD Monitor']",16:10,5,55.9,1
25_5,Philips Electronics,"['LCD Monitor', 'LCD Monitor']",16:10,5,55.9,1
27_1,iiyama North America,"['LCD Monitor', 'LCD Monitor', 'TFT Brilliance LCD 16.7 Million Colour']",16:09,5,54.6,1
27_2,Hannspree,"['LCD Monitor', 'LCD Monitor', 'TFT Brilliance LCD 16.7 Million Colour']",16:09,5,54.6,1
27_3,,"['LCD Monitor', 'LCD Monitor', 'TFT Brilliance LCD 16.7 Million Colour']",16:09,5,54.6,1
27_4,Asus,"['LCD Monitor', 'LCD Monitor', 'TFT Brilliance LCD 16.7 Million Colour']",16:09,5,54.6,1
27_5,Asus,"['LCD Monitor', 'LCD Monitor', 'TFT Brilliance LCD 16.7 Million Colour']",16:09,5,54.6,1
28_1,Asus,"['TFT LCD 16.7 Million Colour', 'LED']",16:09,5,54.6,1
28_2,,"['TFT LCD 16.7 Million Colour', 'LED']",16:09,5,54.6,1
28_3,Asus,"['TFT LCD 16.7 Million Colour', 'LED']",16:09,5,54.6,1
28_4,Asus,"['TFT LCD 16.7 Million Colour', 'LED']",16:09,5,54.6,1
28_5,iiyama North America,"['TFT LCD 16.7 Million Colour', 'LED']",16:09,5,54.6,1
32_1,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'LED']",16:09,5,61,1
32_2,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'LED']",16:09,5,61,1
32_3,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'LED']",16:09,5,61,1
32_4,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'LED']",16:09,5,61,1
32_5,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'LED']",16:09,5,61,1
33_1,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'TFT LCD 16.7 Million Colour']",16:09,1,61,1
33_2,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'TFT LCD 16.7 Million Colour']",16:09,1,61,1
33_3,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'TFT LCD 16.7 Million Colour']",16:09,1,61,1
33_4,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'TFT LCD 16.7 Million Colour']",16:09,1,61,1
33_5,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'TFT LCD 16.7 Million Colour']",16:09,1,61,1
39_1,iiyama North America,"['Brilliance LCD Monitor', 'Brilliance LCD Monitor', 'Monitor']",16:09,5,68.6,1
39_2,Hannspree,"['Brilliance LCD Monitor', 'Brilliance LCD Monitor', 'Monitor']",16:09,5,68.6,1
39_3,,"['Brilliance LCD Monitor', 'Brilliance LCD Monitor', 'Monitor']",16:09,5,68.6,1
39_4,Asus,"['Brilliance LCD Monitor', 'Brilliance LCD Monitor', 'Monitor']",16:09,5,68.6,1
39_5,Asus,"['Brilliance LCD Monitor', 'Brilliance LCD Monitor', 'Monitor']",16:09,5,68.6,1
40_1,Asus,"['TFT LCD Million Colour', 'TFT/LCD']",16:09,5,68.6,1
40_2,,"['TFT LCD Million Colour', 'TFT/LCD']",16:09,5,68.6,1
40_3,Asus,"['TFT LCD Million Colour', 'TFT/LCD']",16:09,5,68.6,1
40_4,Asus,"['TFT LCD Million Colour', 'TFT/LCD']",16:09,5,68.6,1
40_5,iiyama North America,"['TFT LCD Million Colour', 'TFT/LCD']",16:09,5,68.6,1
41_1,Philips Electronics,"['TFT/LCD', 'TFT LCD 16.7 Million Colour', 'LCD Monitor']",16:09,5,68.6,1
41_2,Philips Electronics,"['TFT/LCD', 'TFT LCD 16.7 Million Colour', 'LCD Monitor']",16:09,5,68.6,1
41_3,Philips Electronics,"['TFT/LCD', 'TFT LCD 16.7 Million Colour', 'LCD Monitor']",16:09,5,68.6,1
41_4,Philips Electronics,"['TFT/LCD', 'TFT LCD 16.7 Million Colour', 'LCD Monitor']",16:09,5,68.6,1
41_5,Philips Electronics,"['TFT/LCD', 'TFT LCD 16.7 Million Colour', 'LCD Monitor']",16:09,5,68.6,1
62_1,Philips Electronics,"['IPS', 'IPS TFT LCD 16.7 Million Colour', 'LCD Monitor']",16:10,14,61,1
62_2,Philips Electronics,"['IPS', 'IPS TFT LCD 16.7 Million Colour', 'LCD Monitor']",16:10,14,61,1
62_3,Philips Electronics,"['IPS', 'IPS TFT LCD 16.7 Million Colour', 'LCD Monitor']",16:10,14,61,1
62_4,Philips Electronics,"['IPS', 'IPS TFT LCD 16.7 Million Colour', 'LCD Monitor']",16:10,14,61,1
62_5,Philips Electronics,"['IPS', 'IPS TFT LCD 16.7 Million Colour', 'LCD Monitor']",16:10,14,61,1
88_1,iiyama North America,"['LCD', 'TN+Film', 'TFT Brilliance LCD 16.7 million Colour']",16:09,2,61,1
88_2,Hannspree,"['LCD', 'TN+Film', 'TFT Brilliance LCD 16.7 million Colour']",16:09,2,61,1
88_3,,"['LCD', 'TN+Film', 'TFT Brilliance LCD 16.7 million Colour']",16:09,2,61,1
88_4,Asus,"['LCD', 'TN+Film', 'TFT Brilliance LCD 16.7 million Colour']",16:09,2,61,1
88_5,Asus,"['LCD', 'TN+Film', 'TFT Brilliance LCD 16.7 million Colour']",16:09,2,61,1
103_1,Asus,"['LCD Monitor', 'LED Backlight 16.7 Million Colour', 'LED']",16:09,5,49.5,1
103_2,,"['LCD Monitor', 'LED Backlight 16.7 Million Colour', 'LED']",16:09,5,49.5,1
103_3,Asus,"['LCD Monitor', 'LED Backlight 16.7 Million Colour', 'LED']",16:09,5,49.5,1
103_4,Asus,"['LCD Monitor', 'LED Backlight 16.7 Million Colour', 'LED']",16:09,5,49.5,1
103_5,iiyama North America,"['LCD Monitor', 'LED Backlight 16.7 Million Colour', 'LED']",16:09,5,49.5,1
128_1,Philips Electronics,"['LCD Monitor', 'LCD Monitor']",16:10,6,61,1
128_2,Philips Electronics,"['LCD Monitor', 'LCD Monitor']",16:10,6,61,1
128_3,Philips Electronics,"['LCD Monitor', 'LCD Monitor']",16:10,6,61,1
128_4,Philips Electronics,"['LCD Monitor', 'LCD Monitor']",16:10,6,61,1
128_5,Philips Electronics,"['LCD Monitor', 'LCD Monitor']",16:10,6,61,1
132_1,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'IPS']",21:09,5,73.7,1
132_2,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'IPS']",21:09,5,73.7,1
132_3,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'IPS']",21:09,5,73.7,1
132_4,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'IPS']",21:09,5,73.7,1
132_5,Philips Electronics,"['LCD Monitor', 'LCD Monitor', 'IPS']",21:09,5,73.7,1
133_1,iiyama North America,"['LCD Monitor', 'IGZO', 'Widescreen 1.07 Colour']",16:09,8,80,1
133_2,Hannspree,"['LCD Monitor', 'IGZO', 'Widescreen 1.07 Colour']",16:09,8,80,1
133_3,,"['LCD Monitor', 'IGZO', 'Widescreen 1.07 Colour']",16:09,8,80,1
133_4,Asus,"['LCD Monitor', 'IGZO', 'Widescreen 1.07 Colour']",16:09,8,80,1
133_5,Asus,"['LCD Monitor', 'IGZO', 'Widescreen 1.07 Colour']",16:09,8,80,1
168_1,Asus,"['LCD Monitor', 'LCD', 'Monitor']",16:09,2,68.6,1
168_2,,"['LCD Monitor', 'LCD', 'Monitor']",16:09,2,68.6,1
168_3,Asus,"['LCD Monitor', 'LCD', 'Monitor']",16:09,2,68.6,1
168_4,Asus,"['LCD Monitor', 'LCD', 'Monitor']",16:09,2,68.6,1
168_5,iiyama North America,"['LCD Monitor', 'LCD', 'Monitor']",16:09,2,68.6,1
171_1,Philips Electronics,"['LCD Monitor', 'LCD Monitor']",16:09,2,68.6,1
171_2,Philips Electronics,"['LCD Monitor', 'LCD Monitor']",16:09,2,68.6,1
171_3,Philips Electronics,"['LCD Monitor', 'LCD Monitor']",16:09,2,68.6,1
171_4,Philips Electronics,"['LCD Monitor', 'LCD Monitor']",16:09,2,68.6,1
171_5,Philips Electronics,"['LCD Monitor', 'LCD Monitor']",16:09,2,68.6,1
186_1,Philips Electronics,"['Monitor', 'LED 16.7 million Colour', 'LCD Monitor']",16:10,5,55.9,1
186_2,Philips Electronics,"['Monitor', 'LED 16.7 million Colour', 'LCD Monitor']",16:10,5,55.9,1
186_3,Philips Electronics,"['Monitor', 'LED 16.7 million Colour', 'LCD Monitor']",16:10,5,55.9,1
186_4,Philips Electronics,"['Monitor', 'LED 16.7 million Colour', 'LCD Monitor']",16:10,5,55.9,1
186_5,Philips Electronics,"['Monitor', 'LED 16.7 million Colour', 'LCD Monitor']",16:10,5,55.9,1
190_1,iiyama North America,"['Monitor', 'Widescreen IPS 16.7 Million Colour', 'Brilliance LCD Monitor']",16:09,5,68.6,1
190_2,Hannspree,"['Monitor', 'Widescreen IPS 16.7 Million Colour', 'Brilliance LCD Monitor']",16:09,5,68.6,1
190_3,,"['Monitor', 'Widescreen IPS 16.7 Million Colour', 'Brilliance LCD Monitor']",16:09,5,68.6,1
190_4,Asus,"['Monitor', 'Widescreen IPS 16.7 Million Colour', 'Brilliance LCD Monitor']",16:09,5,68.6,1
190_5,Asus,"['Monitor', 'Widescreen IPS 16.7 Million Colour', 'Brilliance LCD Monitor']",16:09,5,68.6,1
193_1,Asus,"['LED Backlight LCD IPS Panel 16.7 million Colour', 'Brilliance LCD Monitor']",16:09,5,58.4,1
193_2,,"['LED Backlight LCD IPS Panel 16.7 million Colour', 'Brilliance LCD Monitor']",16:09,5,58.4,1
193_3,Asus,"['LED Backlight LCD IPS Panel 16.7 million Colour', 'Brilliance LCD Monitor']",16:09,5,58.4,1
