atvi	0.38	11.87	11.97	-0.05	6030946.0	12.08	11.82	11.92	12.65	10.4	1.14E9		1.358E10		0.17	0.44	
adbe	1.68	28.02	28.43	-0.48	9161257.0	28.66	28.0	28.5	35.99	25.45	4.9387E8		1.384E10			1.88	
akam	19.13	23.84	24.52	-5.64	2.78E7	25.14	23.64	29.48	54.65	23.64	1.8671E8		4.45E9			0.95	
alxn	0.0	56.49	56.5	0.0	1293391.0	57.57	56.27	56.49	59.07	26.53	1.8384E8		1.038E10			0.61	
altr	0.74	40.63	40.24	0.3	4620000.0	41.35	39.95	40.33	49.59	24.48	3.24E8			0.79	0.08	2.74	
amzn	0.62	223.9	223.27	1.38	5310000.0	225.95	220.23	222.52	227.2	114.51		98.63				2.27	
amgn	0.69	53.43	53.64	-0.37	6510000.0	54.65	53.33	53.8	61.53	50.26	9.2973E8	11.11	4.968E10			4.81	
apol	3.2	50.84	51.8	-1.68	2160000.0	52.08	50.72	52.52	54.23	33.75	1.3776E8					2.95	
aapl	0.2	391.82	391.62	0.77	2.101E7	396.99	388.13	392.59	404.5	235.56	9.2709E8	15.51				25.26	
amat	1.27	12.48	12.61	-0.16	1.575E7	12.71	12.37	12.64	16.93	10.27	1.32E9	10.49	1.645E10	2.53	0.32	1.19	
adsk	1.6	34.34	34.91	-0.56	3080000.0	35.11	34.29	34.9	46.15	26.63	2.3095E8	33.34	7.93E9			1.03	
adp	1.16	51.78	52.08	-0.6	2481768.0	52.38	51.46	52.38	55.12	38.41	4.99705E8	21.13	2.587E10	2.75	1.44	2.45	
bidu	1.8	158.34	160.96	-2.9	8220000.000000001	162.73	156.55	161.24	165.96	76.0	2.70768E8					2.18	
bbby	0.22	57.71	57.84	-0.13	1615017.0	58.7	57.59	57.84	60.55	35.55	2.4926E8	17.59				3.28	
biib	0.33	102.15	101.29	0.34	1316769.0	104.04	101.02	101.81	109.63	53.14		23.16	2.468E10			4.41	
bmc	8.75	44.61	46.68	-4.28	8840000.0	47.01	44.33	48.89	56.55	34.47	1.7593E8	17.84				2.5	
brcm	-0.54	36.84	37.02	-0.2	9430000.0	37.81	36.6	37.04	47.39	29.9	5.35E8	20.7		0.97	0.36	1.78	
chrw	-1.59	72.71	73.61	-1.17	2277876.0	74.3	72.51	73.88	82.61	63.54	1.65564E8	29.08	1.204E10	1.57	1.16	2.5	
ca	0.45	22.32	22.17	0.1	5218254.0	22.37	21.99	22.22	25.68	17.7	5.047E8			0.9	0.2	1.66	
celg	0.81	59.96	61.18	0.48	5430000.0	62.32	59.92	59.48	63.46	48.92	4.628E8	31.23	2.775E10			1.92	
cern	0.27	62.02	62.02	0.17	1530000.0	63.57	61.54	61.85	65.24	36.22	1.68212E8	42.19	1.043E10			1.47	
chkp	0.17	57.96	57.9	0.1	1730000.0	58.4	57.61	57.86	61.46	33.15						2.35	
csco	2.04	16.01	15.96	0.32	7.872E7	16.3	15.83	15.69	26.0	14.78	5.500185E9		8.806E10	1.5	0.06	1.27	
ctxs	2.65	72.82	69.7	1.88	5230839.0	74.17	69.57	70.94	88.49	47.16	1.88E8		1.369E10			1.76	
ctsh	0.16	69.77	69.93	-0.11	2370000.0	70.76	69.5	69.88	83.48	53.16	3.0425E8	27.36	2.123E10			2.55	
cmcsa	1.99	24.17	24.57	-0.49	2.105E7	24.6	24.13	24.66	27.16	16.76	2.084368E9	18.31		1.82	0.45	1.32	
cost	0.08	78.33	78.39	-0.06	1950000.0	79.32	78.25	78.39	83.95	54.05	4.3781E8	24.48	3.429E10	1.22	0.96	3.2	
ctrp	0.2	45.98	46.15	-0.09	891038.0	46.46	45.47	46.07	53.16	36.64	1.43564E8					1.11	
dell	0.7	16.56	16.41	0.11	1.431E7	16.77	16.4	16.45	17.6	11.34	1.89E9	9.92				1.67	
