atvi	0.59	11.99	11.9	0.07	6099460.0	12.05	11.86	11.92	12.65	10.4	1.14E9		1.372E10	1.38	0.17	0.44	
adbe	0.54	29.72	29.69	0.16	5269892.0	29.85	29.1	29.56	35.99	25.45	4.9387E8		1.468E10			1.88	
akam	3.26	30.37	29.37	0.96	4509243.0	30.57	29.31	29.41	54.65	28.69	1.8671E8	32.31	5.67E9			0.95	
alxn	3.89	58.98	57.0	2.21	2180000.0	59.07	56.78	56.77	59.07	25.5	1.8384E8		1.084E10			0.55	
altr	0.02	42.3	42.37	-0.01	4680000.0	42.79	41.83	42.31	49.59	24.48	3.2222E8		1.363E10	0.76	0.08	2.74	
amzn	1.55	216.52	213.86	3.31	3541197.0	217.95	211.11	213.21	220.2	105.8	4.5204E8	93.73	9.788E10			2.31	
amgn	0.48	55.22	55.35		3080000.0	55.46	55.01	55.49	61.53	50.26	9.2973E8	11.48				4.81	
apol	1.26	51.93	51.34	0.65	1182807.0	51.96	50.99	51.29	53.61	33.75	1.3776E8					2.95	
aapl	1.55	393.3	388.32	6.01	1.833E7	395.05	387.75	387.29	396.27	235.56		15.56	3.6455E11			25.26	
amat	1.74	13.15	12.96	0.22	1.7416261E7	13.21	12.89	12.93	16.93	10.27	1.32E9	11.05	1.733E10	2.48	0.32	1.19	
adsk	2.4	37.07	37.08	0.87	2730000.0	37.59	36.5	36.2	46.15	26.63	2.3095E8	35.99	8.560000000000001E9			1.03	
adp	0.14	53.23	53.26	0.08	1655208.0	53.43	52.91		55.12	38.41	4.99705E8	21.73	2.66E10	2.71	1.44	2.45	
bidu	2.55	154.0	151.28	3.83	5590000.0	155.0	151.0	150.17	156.04	72.3	3.4881E8		5.372E10			1.83	
bbby	0.37	59.7	59.49	0.22	1011393.0	59.89	59.37	59.48	60.55	35.55	2.4926E8	18.2				3.28	
biib	0.06	105.56	105.54	-0.06	1142906.0	106.05	104.89	105.62	109.63	52.4	2.4163E8		2.551E10			4.36	
bmc	0.55	52.38	52.39	0.28	1200196.0	52.77	52.09	52.1	56.55	34.47	1.7593E8	20.95				2.5	
brcm	1.85	35.47	34.97	0.65	7790000.0	35.56	34.76	34.83	47.39	29.9	4.826E8	17.82		1.03	0.36	1.98	
chrw	0.8	80.43	79.71	0.64	864605.0	80.97	79.67		82.61	58.19	1.65564E8	33.24	1.332E10	1.45	1.16	2.42	
ca	0.6	22.77	22.66	0.14	4270000.0	22.84	22.53	22.64	25.68	17.7	5.0738E8			0.88	0.2	1.66	
celg	0.51	61.18	61.66	-0.31	2290000.0	61.73	61.08		63.46	48.92	4.628E8	31.86	2.831E10			1.92	
cern	1.78	65.05	64.12	1.14	1101555.0	65.07	63.87	63.92	65.07	36.22	1.68212E8	44.25	1.094E10			1.47	
chkp	1.08	59.82	59.28	0.64	1310000.0	60.05	59.14	59.18	61.46	33.15						2.35	
csco	0.67	16.46	16.44	0.11	4.8186375E7	16.5	16.25	16.35	26.0	14.78	5.500185E9		9.053E10		0.06	1.27	
ctxs	1.89	75.27	73.98	1.39	1520000.0	75.8	73.98	73.88	88.49	45.15	1.88E8		1.415E10			1.59	
ctsh	0.44	73.77	73.57	0.32	1319904.0	74.16	73.22	73.45	83.48	53.16	3.0425E8	28.93	2.244E10			2.55	
cmcsa	1.1	24.85	24.57	0.27	1.2806833E7	24.9	24.44	24.58	27.16	16.76	2.084368E9	18.83		1.83	0.45	1.32	
cost	0.18	81.67	81.67	0.15	925950.0	81.83	81.15	81.52	83.95	53.84	4.3781E8		3.576E10	1.18	0.96	3.2	
ctrp	1.59	44.78	43.95	0.7	1191183.0	45.0	43.51	44.08	53.16	36.64	1.43564E8					1.11	
dell	0.41	17.04	17.16	-0.07		17.26	16.98	17.11	17.6	11.34	1.89E9	10.2				1.67	
xray	0.04	39.54	39.64	-0.01	564602.0	39.67	39.22	39.56	40.16	27.76	1.40775E8		5.57E9	0.51	0.2	1.89	
dtv	0.66	52.35	52.11	0.34	5040000.0	52.43	51.83	52.01	53.4	35.87	7.67785E8	20.45	4.019E10			2.72	
