atvi	1.62	11.89	11.8	0.19	4912263.0	11.97	11.76	11.7	12.65	10.4	1.14E9		1.36E10		0.17	0.44	
adbe	2.19	29.4	29.02	0.63	4800000.0	29.63	28.93	28.77	35.99	25.45	4.9387E8		1.452E10			1.88	
akam	0.62	29.24	29.37	0.18	2830000.0	29.57	29.12	29.06	54.65	28.69	1.8671E8	31.11	5.46E9			0.95	
alxn	2.88	53.2	52.11	1.49	1241169.0	53.21	52.06	51.71	53.21	24.73	1.8384E8		9.78E9			0.55	
altr	2.37	43.56	43.15	1.01	6920000.0	44.49	42.98	42.55	49.59	24.48	3.2222E8	16.34	1.404E10	0.56	0.24	2.67	
amzn	3.09	218.06	213.77	6.53	4340000.0	218.4	213.77	211.53	218.4	105.8	4.5204E8	94.4				2.31	
amgn	1.12	55.27	55.01	0.61	4821365.0	55.51	54.87	54.66	61.53	50.26	9.2973E8	11.49	5.139E10			4.81	
apol	2.01	50.3	49.72	0.99	3210000.0	50.33	49.53	49.31	53.61	33.75	1.3776E8					2.95	
aapl	0.82	376.85	378.0	3.05	2.451E7	378.65	373.32	373.8	378.65	235.56	9.24755E8	17.96				20.98	
amat	2.93	12.66	12.39	0.36		12.72	12.39	12.3	16.93	10.27	1.32E9	10.64	1.6690000000000002E10	2.6	0.32	1.19	
adsk	2.83	36.33	35.59	1.0	4330000.0	36.57	35.58	35.33	46.15	24.77	2.3095E8	35.27	8.390000000000001E9			1.03	
adp	1.32	53.03	52.71	0.69	2196499.0	53.18	52.39	52.34	55.12	38.41	4.99705E8	21.64	2.65E10	2.75	1.44	2.45	
bidu	2.99	152.56	150.22	4.43	7330000.0	152.75	149.72	148.13	156.04	70.38	3.4881E8		5.321E10			1.82	
bbby	0.64	59.55	59.6	0.38	2300000.0	60.15	59.25	59.17	60.55	35.55	2.4926E8	18.16				3.28	
biib	3.33	107.21	104.14	3.46	1510000.0	107.33	104.12	103.75	109.63	51.74	2.4163E8		2.591E10			4.36	
bmc	3.83	53.7	52.33	1.98	2230000.0	53.94	52.33	51.72	56.55	34.47	1.7593E8	21.48				2.5	
brcm	6.22	34.68	33.11	2.03	9330000.0	34.77	33.11	32.65	47.39	29.9	4.826E8	17.43		1.1	0.36	1.98	
chrw	1.58	79.3	78.64	1.23	573396.0	79.45	78.54	78.07	82.61	57.01	1.65564E8	32.77	1.313E10	1.49	1.16	2.42	
ca	2.11	22.27	21.97	0.46	4433573.0	22.54	21.86	21.81	25.68	17.7	5.0738E8			0.92	0.2	1.61	
celg	2.37	60.54	59.34	1.4	1945913.0	60.6	59.34	59.14	63.46	48.92	4.628E8	31.53	2.802E10			1.92	
cern	3.27	63.55	62.24	2.01	650333.0	63.64	62.06	61.54	64.48	36.03	1.68212E8	43.23	1.069E10			1.47	
chkp	-1.7	60.13	61.03	-1.04	3986486.0	61.46	60.0	61.17	61.46	32.4	2.0841E8					2.23	
csco	1.46	15.66	15.55	0.22	5.742E7	15.695	15.42	15.44	26.0	14.78	5.500185E9		8.613E10		0.06	1.27	
ctxs	2.99	77.43	75.92	2.25	1470000.0	77.47	75.92	75.18	88.49	44.99	1.88E8		1.456E10			1.59	
ctsh	2.9	74.46	73.22	2.1	1544958.0	74.62	73.2	72.36	83.48	52.5	3.0425E8	29.2	2.265E10			2.55	
