atvi	0.25	12.14	12.15	-0.03	6841594.0	12.3	12.09	12.17	12.65	10.4	1.14E9		1.389E10	1.36	0.17	0.44	
adbe	0.07	29.63	29.67	-0.02	2780000.0	29.85	29.35	29.65	35.99	25.45	4.9387E8		1.463E10			1.88	
akam	0.92	30.69	30.52	0.28	3810000.0	31.07	30.41	30.41	54.65	28.69	1.8671E8	32.65	5.73E9			0.95	
alxn	0.07	57.7	57.75	-0.04	933093.0	58.32	57.23	57.74	59.07	26.52	1.8384E8		1.061E10			0.61	
altr	0.29	41.82	41.72	0.12	2500000.0	42.28	41.6	41.7	49.59	24.48				0.77	0.08	2.74	
amzn	0.32	214.18	214.99	0.69	6900000.0	215.6	210.35	213.49	220.2	114.51	4.5204E8	92.72	9.682E10			2.31	
amgn	0.36	54.7	54.77	-0.2	4340000.0	55.07	54.42	54.9	61.53	50.26	9.2973E8	11.37	5.086E10			4.81	
apol	3.38	53.86	52.0	1.76	5055786.0	54.23	51.46	52.1	54.23	33.75	1.3776E8					2.95	
aapl	1.23	403.41	400.0	4.91	1.69E7	404.5	399.68	398.5	404.5	235.56	9.2709E8	15.96				25.26	
amat		13.1	13.15		9778425.0	13.27	13.06	13.1	16.93	10.27	1.32E9	11.01	1.727E10	2.44	0.32	1.19	
adsk	0.25	36.57	36.48	0.09	1840000.0	36.77	36.22	36.48	46.15	26.63	2.3095E8	35.5	8.449999999999999E9			1.03	
adp	0.42	53.18	53.03	0.22	2870000.0	53.42	52.93	52.96	55.12	38.41	4.99705E8	21.71	2.657E10	2.72	1.44	2.45	
bidu	5.0	164.36	163.56	7.82	1.773E7	165.96	162.1	156.54	165.96	76.0	3.4881E8		5.733E10			2.18	
bbby	0.27	59.52	59.23	0.16	1680000.0	59.82	59.13	59.36	60.55	35.55	2.4926E8	18.15				3.28	
biib	0.97	105.0	104.11	1.01	2347301.0	106.0	104.11	103.99	109.63	53.14	2.4163E8		2.537E10			4.36	
bmc	0.06	51.02	50.8	-0.03	2103122.0	51.33	50.47	51.05	56.55	34.47	1.7593E8	20.41	8.98E9			2.5	
brcm	9.42	38.2	38.04	3.29	2.5E7	38.88	37.8	34.91	47.39	29.9	4.826E8			1.03	0.36	1.78	
chrw	1.18	80.25	80.93	-0.96	1150000.0	80.93	79.86	81.21	82.61	61.0	1.65564E8	33.16	1.329E10	1.43	1.16	2.42	
ca	0.35	22.73	22.71	0.08	4450000.0	22.9	22.57	22.65	25.68	17.7		14.03		0.88	0.2	1.66	
celg	1.35	59.99	60.7	-0.82	2582850.0	60.7	59.81	60.81	63.46	48.92	4.628E8	31.24	2.776E10			1.92	
cern	1.75	63.05	64.02	-1.12	786231.0	65.24	62.96	64.17	65.24	36.22	1.68212E8	42.89				1.47	
chkp	1.59	58.71	59.5	-0.95	1961919.0	59.9	58.64	59.66	61.46	33.15						2.35	
csco	0.06	16.29	16.26	0.01	3.9145431E7	16.39	16.195	16.28	26.0	14.78	5.500185E9		8.954E10	1.47	0.06	1.27	
ctxs	0.04	74.51	74.7	0.03	2165613.0	74.86	72.6	74.48	88.49	47.16	1.88E8		1.401E10			1.59	
ctsh	0.81	73.72	74.32	0.6	2080000.0	74.37	73.09	74.32	83.48	53.16	3.0425E8	28.91				2.55	
cmcsa	0.84	25.24	25.02	0.21	1.715E7	25.38	24.9	25.03	27.16	16.76	2.084368E9	19.12		1.8	0.45	1.32	
cost	0.75	80.55	80.96	-0.61	1092835.0	81.57	80.42	81.16	83.95	54.05	4.3781E8		3.527E10	1.18	0.96	3.2	
ctrp	2.54	46.75	45.7	1.16	2583027.0	47.54	45.7	45.59	53.16	36.64	1.43564E8		6.711617E9			1.11	
dell	0.09	17.11	17.1	-0.01	1.532E7	17.28	17.07	17.13	17.6	11.34	1.89E9	10.25				1.67	
xray	1.92	38.79	39.45	-0.76	1561481.0	39.45	38.66	39.55	40.16	27.76	1.40775E8		5.46E9	0.51	0.2	1.89	
dtv	0.77	52.06	51.6	0.4	3358382.0	52.27	51.42	51.66	53.4	36.23	7.67785E8	20.34	3.997E10			2.72	
dltr	0.42	67.18	67.41	-0.28	913211.0	67.9	66.77	67.46	70.54	40.6	1.2228E8		8.210000000000001E9			3.45	
ebay	1.83	34.42	33.94	0.62	1.205E7	34.49	33.83	33.8	35.35	20.53	1.29E9	25.88				1.32	
erts	-1.08	23.81	24.19	-0.26	7010826.0	24.2	23.72	24.07	25.05	14.67	3.32448E8		7.92E9			-0.84	
expe	1.39	30.59	30.17	0.42	4359667.0	30.93	30.13	30.17	31.01	19.61	2.7338E8	20.95	8.359999999999999E9	0.93	0.28	1.46	
expd	1.66	49.7	50.36	-0.84	801355.0	50.45	49.2	50.54	57.15	39.21	2.1237E8	28.73	1.055E10	0.99	0.5	1.73	
esrx	-0.83	56.18	55.65	-0.47	9450000.0	56.49	55.35	56.65	60.89	41.67						2.45	
ffiv	1.86	99.31	98.69	1.81	2500143.0	100.2	98.16	97.5	145.76	80.0	8.1111E7					2.72	
fast	1.43	33.83	34.29	-0.49	1570000.0	34.29	33.61	34.32	36.8	22.32	2.9512E8	31.62	9.98E9		0.13	1.06	
fslr	0.27	120.27	121.28	-0.33	920135.0	122.29	119.52	120.6	175.45	111.4	8.6161E7	17.16	1.036E10			7.01	
fisv	0.45	61.51	61.82	-0.28	1193691.0	62.06	60.95	61.79	65.41	46.88	1.4361E8		8.83E9			3.24	
flex		6.72	6.75		2703536.0	6.85	6.7	6.72	8.5	4.86	7.4E8		4.97E9			0.79	
flir	-0.95	28.15	28.54	-0.27	1441720.0	28.57	28.11	28.42	37.29	24.0	1.59683E8	21.33	4.5E9	0.84	0.24	1.32	
grmn	0.92	32.86	32.46	0.3	1155556.0	33.01	32.22	32.56	36.42	26.11	2.08077E8		6.38E9		1.6	3.27	
gild	1.13	42.16	42.46	-0.48	7310000.0	42.78	42.03	42.64	43.49	31.76	7.8705E8		3.318E10			3.19	
goog	0.57	622.52	618.05	3.54	2280000.0	627.5	617.22	618.98	642.96	447.65	2.52993E8		2.0061E11			27.73	
gmcr	0.33	92.06	92.14	0.3	2663290.0	92.7	91.61	91.76	96.91	26.14		116.53	1.308E10			0.79	
hpq	1.02	37.47	37.09	0.38	1.442E7	37.7	37.04	37.09	49.39	33.95	2.074156E9		7.772E10	1.29	0.48	4.07	
