atvi	0.17	11.92	11.91	0.02		12.07	11.83	11.9	12.65	10.4	1.14E9		1.364E10		0.17	0.44	
adbe	1.37	29.56	29.22	0.4	6092665.0	30.03	29.17	29.16	35.99	25.45	4.9387E8		1.46E10			1.88	
akam	0.17	29.41	29.32	0.05	2687604.0	29.59	28.97	29.36	54.65	28.69	1.8671E8	31.29	5.49E9			0.95	
alxn	9.09	56.77	53.0	4.73		57.73	52.78	52.04	57.73	25.42	1.8384E8		1.044E10			0.55	
altr	3.93	42.31	40.55	1.6		42.48	40.09	40.71	49.59	24.48	3.2222E8		1.363E10		0.08	2.74	
amzn	1.09	213.21	216.74	-2.34		217.09	211.07	215.55	220.2	105.8	4.5204E8	92.3	9.638E10			2.31	
amgn	0.9	55.49	55.33	0.49		55.92	55.02	54.99	61.53	50.26	9.2973E8	11.54	5.159E10			4.81	
apol	1.61	51.29	49.88	0.81	2100074.0	51.49	49.0	50.47	53.61	33.75	1.3776E8					2.95	
aapl	0.1	387.29	386.95	0.39		390.06	383.9	386.9	396.27	235.56		15.33				25.26	
amat	1.85	12.93	12.64	0.24		12.99	12.58	12.69	16.93	10.27	1.32E9	10.86	1.704E10	2.52	0.32	1.19	
adsk	0.92	36.2	35.94	0.33		36.43	35.5	35.87	46.15	26.41	2.3095E8	35.15	8.359999999999999E9			1.03	
adp	1.31	53.155	52.66	0.68	2317056.0	53.64	52.57	52.47	55.12	38.41	4.99705E8	21.7	2.656E10	2.74	1.44	2.45	
bidu	-3.11	150.17	155.0	-4.82	1.019238E7	155.5	149.63	154.99	156.04	72.3	3.4881E8		5.238E10			1.82	
bbby	0.78	59.48	59.34	0.46		60.2	59.3	59.02	60.55	35.55	2.4926E8	18.13				3.28	
biib	1.2	105.62	104.48	1.25	1220925.0	106.06	104.44	104.37	109.63	52.4	2.4163E8		2.552E10			4.36	
bmc	-0.22	52.1	52.41	-0.11		52.97	51.87	52.21	56.55	34.47	1.7593E8	20.84				2.5	
brcm	-0.67	34.83	34.89	-0.24		35.04	34.03	35.06	47.39	29.9	4.826E8	17.5		1.03	0.36	1.98	
chrw	1.4	79.79	79.02	1.1	789448.0	80.33	79.02	78.69	82.61	57.23	1.65564E8	32.97	1.321E10	1.47	1.16	2.42	
ca	1.28	22.64	22.47	0.28		22.78	22.16	22.35	25.68	17.7	5.0738E8			0.89	0.2	1.66	
celg	1.86	61.495	60.58	1.13	2443812.0	61.98	60.58	60.37	63.46	48.92	4.628E8	32.03	2.846E10			1.92	
cern	2.49	63.92	62.63	1.56	888149.0	64.5	62.6	62.36	64.5	36.03	1.68212E8	43.48	1.075E10			1.47	
chkp	0.65	59.18	59.78	-0.39	1765782.0	60.05	59.03	59.57	61.46	32.65						2.35	
csco	3.35	16.35	15.82	0.53		16.47	15.82	15.82	26.0	14.78	5.500185E9		8.993E10		0.06	1.27	
ctxs	1.88	73.88	75.2	-1.42		76.19	72.89	75.29	88.49	44.99	1.88E8		1.389E10			1.59	
ctsh	0.56	73.45	73.33	0.41		74.35	72.83	73.04	83.48	52.85	3.0425E8	28.8	2.235E10			2.55	
cmcsa	2.03	24.58	24.21	0.49		24.81	24.18	24.09	27.16	16.76	2.084368E9	18.62		1.87	0.45	1.32	
cost	1.03	81.52	80.87	0.83		82.12	80.67	80.69	83.95	53.49	4.3781E8	25.48	3.569E10	1.19	0.96	3.2	
ctrp	0.05	44.08	44.21	0.02		44.67	43.85	44.06	53.16	36.64	1.43564E8					1.11	
dell	-2.34	17.11	17.48	-0.41		17.5	17.08	17.52	17.6	11.34	1.89E9	10.25				1.67	
xray	1.37	39.56	39.38	0.53	1885244.0	39.94	39.16	39.02	40.16	27.76	1.40775E8		5.57E9	0.51	0.2	1.89	
dtv	0.91	52.01	52.6	-0.47		52.99	51.89	52.48	53.4	35.5	7.67785E8	20.31	3.993E10			2.72	
dltr	0.28	68.71	68.71	0.19	534475.0	69.67	68.59	68.52	70.54	40.6	1.2228E8		8.4E9			3.45	
ebay	0.8	33.44	33.76	0.27		34.99	33.34	33.17	35.35	20.03	1.297899E9	23.55	4.34E10			1.42	
erts	-0.5	23.89	24.04	-0.12		24.13	23.77	24.01	25.05	14.67	3.32448E8		7.94E9			-0.84	
expe	0.48	30.05	29.47	0.145	4301635.0	30.6	29.26	29.9	31.01	19.61	2.7338E8	20.58	8.210000000000001E9	0.94	0.28	1.46	
expd	2.14	50.295	49.51	1.05		50.5	49.28	49.24	57.15	38.65	2.1237E8	29.07	1.068E10	1.02	0.5	1.73	
esrx	5.36	55.36	56.65	2.815	7.7619883E7	56.68	54.21	52.54	60.89	41.55		23.86				2.32	
