atvi	0.17	11.83	11.85	-0.02	4776171.0	11.95	11.76	11.85	12.65	10.4	1.14E9		1.354E10	1.39	0.17	0.44	
adbe	2.03	30.35	30.8	0.63	5500000.0	30.8	30.23	30.98	35.99	25.45	4.9387E8		1.499E10			1.88	
akam	0.42	30.94	30.84	0.13	3526032.0	31.19	30.52	30.81	54.65	28.69	1.8671E8	32.91	5.78E9			0.95	
alxn	0.08	50.41	50.48	0.04	1674012.0	50.72	50.04	50.37	52.5	24.73	1.8384E8		9.27E9			0.55	
altr	2.36	45.06	45.72	1.09	5792636.0	45.89	44.61	46.15	49.59	24.48	3.2222E8	16.88	1.452E10	0.52	0.24	2.67	
amzn	0.62	211.23	214.64	-1.32	3955542.0	215.65	211.12	212.55	218.32	105.8	4.5204E8	91.44	9.549E10			2.31	
amgn	0.0	56.9	57.15	0.0	3868769.0	57.29	56.84	56.9	61.53	50.26	9.2973E8	11.83	5.29E10			4.81	
apol	4.06	49.71	47.91	1.94	3140000.0	49.77	47.91	47.77	53.61	33.75	1.3776E8					2.95	
aapl	0.07	353.75	353.53	-0.25	1.6042238E7	357.68	348.62	354.0	364.9	235.56	9.24755E8	16.86				20.98	
amat	2.62	12.64	12.88	-0.34	2.781E7	12.88	12.52	12.98	16.93	10.27	1.32E9	10.62	1.666E10	2.47	0.32	1.19	
adsk	4.51	37.23	39.03	-1.76	3747077.0	39.19	37.14	38.99	46.15	24.67	2.3095E8	36.15	8.6E9			1.03	
adp	0.11	53.81	53.93	-0.06	2270000.0	54.2	53.5	53.87	55.12	38.41	4.99705E8	21.96	2.689E10	2.67	1.44	2.45	
bidu	-2.43	138.94	141.72	-3.46	8710000.0	142.3	137.7	142.4	156.04	70.35	3.4881E8		4.846E10			1.82	
bbby	0.37	59.13	59.47	-0.22	1780000.0	59.86	59.13	59.35	60.55	35.55	2.4926E8	18.03				3.28	
biib	1.31	104.05	105.84	-1.38	1570000.0	106.33	103.99	105.43	109.63	51.05	2.4163E8		2.514E10			4.36	
bmc	1.99	54.09	55.22	-1.1	1488251.0	55.3	54.07	55.19	56.55	34.47	1.7593E8					2.5	
brcm	1.77	33.34	33.69	-0.6	7480000.0	33.78	32.9	33.94	47.39	29.9	4.826E8	16.75		1.06	0.36	1.98	
chrw	1.17	79.51	80.47	-0.94	783089.0	80.62	79.43	80.45	82.61	56.59	1.65564E8	32.86	1.316E10	1.44	1.16	2.42	
ca	2.09	22.51	22.91	-0.48	6156407.0	23.04	22.49	22.99	25.68	17.7	5.0738E8			0.87	0.2	1.61	
celg	0.08	61.06	61.27	0.05	1820000.0	61.64	61.03	61.01	63.46	48.92	4.628E8	31.8	2.826E10			1.92	
cern	0.86	62.29	62.98	-0.54	901221.0	62.98	62.17	62.83	64.48	36.03	1.68212E8	42.37				1.47	
chkp	0.03	57.35	57.38	0.02	1370000.0	57.94	57.26		58.57	30.53	2.0841E8		1.195E10			2.23	
csco	1.1	15.6	15.43	0.17	8.733E7	15.96	15.42	15.43	26.0	14.78	5.500185E9		8.58E10		0.06	1.27	
ctxs	3.56	76.37	79.41	-2.82	2950000.0	79.74	75.83	79.19	88.49	44.25	1.88E8		1.436E10			1.59	
ctsh	1.63	73.54	73.38	-1.22	3070000.0	74.08	72.69	74.76	83.48	52.44	3.0425E8	28.84	2.237E10			2.55	
cmcsa	1.64	24.62	25.11	-0.41	2.113E7	25.21	24.62	25.03	27.16	16.76	2.084368E9	18.65		1.8	0.45	1.32	
cost	0.04	80.71	80.89	0.03	1680796.0	81.76	80.65	80.68	83.95	53.49	4.3781E8		3.534E10	1.19	0.96	3.2	
ctrp	1.51	43.11	43.61	-0.66	1330000.0	43.69	42.99	43.77	53.16	34.86						1.11	
dell	0.6	16.55	16.56	-0.1	1.6510000000000002E7	16.8	16.4	16.65	17.22	11.34	1.89E9	9.91				1.67	
