atvi	1.5	12.17	11.93	0.18	8400000.0	12.23	11.88	11.99	12.65	10.4	1.14E9		1.392E10		0.17	0.44	
adbe	0.24	29.65	29.56	-0.07	3550000.0	29.83	29.32	29.72	35.99	25.45	4.9387E8		1.464E10			1.88	
akam	0.13	30.41	30.04	0.04	3370000.0	30.47	29.9	30.37	54.65	28.69	1.8671E8	32.35	5.68E9			0.95	
alxn	2.1	57.74	58.52	-1.24	1615683.0	58.98	57.62	58.98	59.07	25.5	1.8384E8		1.061E10			0.61	
altr	1.42	41.7	41.78	-0.6		42.24	41.52	42.3	49.59	24.48	3.2222E8		1.344E10		0.08	2.74	
amzn	1.4	213.49	215.49	-3.03	3320000.0	216.08	213.0	216.52	220.2	105.8	4.5204E8	92.42	9.651E10			2.31	
amgn	-0.58	54.9	55.22	-0.32	3160000.0	55.36	54.71	55.22	61.53	50.26	9.2973E8	11.41	5.104E10			4.81	
apol	0.33	52.1	51.51	0.17	1360000.0	52.15	51.13	51.93	53.61	33.75	1.3776E8					2.95	
aapl	1.32	398.5	390.35	5.2	2.093E7	400.0	389.62	393.3	400.0	235.56		15.77	3.6937E11			25.26	
amat	-0.38	13.1	13.0	-0.05	1.202E7	13.2	12.92	13.15	16.93	10.27	1.32E9	11.01	1.727E10	2.43	0.32	1.19	
adsk	1.59	36.48	36.64	-0.59	2322127.0	36.96	36.37	37.07	46.15	26.63	2.3095E8	35.42	8.43E9			1.03	
adp	0.51	52.96	52.9	0.27	2430000.0	53.15	52.54	53.23	55.12	38.41	4.99705E8	21.62		2.71	1.44	2.45	
bidu	1.65	156.54	153.32	2.54	1.002E7	157.9	152.76	154.0	156.04	74.5	3.4881E8		5.46E10			1.83	
bbby	-0.57	59.36	59.23	-0.34	1214999.0	59.725	59.13	59.7	60.55	35.55	2.4926E8	18.1				3.28	
biib	1.49	103.99	105.35	-1.57	2910000.0	106.82	103.97	105.56	109.63	52.4	2.4163E8		2.513E10			4.36	
bmc	2.54	51.05	52.04	-1.33	2170000.0	52.04	50.97	52.38	56.55	34.47	1.7593E8	20.42				2.5	
brcm	1.58	34.91	35.02	-0.56	1.103E7	35.18	34.41	35.47	47.39	29.9	4.826E8	17.54		1.01	0.36	1.98	
chrw	0.97	81.21	80.06	0.78	994022.0	81.46	79.76	80.43	82.61	58.69	1.65564E8	33.56	1.345E10	1.44	1.16	2.42	
ca	0.53	22.65	22.62	-0.12	4785854.0	22.8	22.41	22.77	25.68	17.7	5.0738E8			0.88	0.2	1.66	
celg	0.6	60.81	61.22	-0.37	1680000.0	61.25	60.46	61.18	63.46	48.92	4.628E8	31.67	2.814E10			1.92	
cern	1.35	64.17	64.65	-0.88	782600.0	64.93	64.12	65.05	65.07	36.22	1.68212E8	43.65	1.079E10			1.47	
chkp	0.27	59.66	59.44	-0.16	1900000.0	60.49	59.25	59.82	61.46	33.15						2.35	
csco	1.09	16.28	16.34	-0.18	3.373E7	16.38	16.16	16.46	26.0	14.78	5.500185E9		8.954E10		0.06	1.27	
ctxs	-1.05	74.48	74.63	-0.79	1010000.0	75.44	74.2	75.27	88.49	46.37	1.88E8		1.4E10			1.59	
ctsh	0.75	74.32	73.09	0.55	1740000.0	74.53	73.01	73.77	83.48	53.16	3.0425E8	29.15	2.261E10			2.55	
cmcsa	0.72	25.03	24.63	0.18	1.664E7	25.16	24.56	24.85	27.16	16.76	2.084368E9	18.96		1.81	0.45	1.32	
cost	0.62	81.16	81.2	-0.51	1140000.0	81.59	81.06	81.67	83.95	54.05	4.3781E8		3.553E10	1.18	0.96	3.2	
ctrp	1.81	45.59	44.34	0.81	1528464.0	45.82	44.06	44.78	53.16	36.64	1.43564E8					1.11	
dell	0.53	17.13	16.9	0.09	1.52E7	17.22	16.82	17.04	17.6	11.34	1.89E9	10.26				1.67	
xray	0.03	39.55	39.33	0.01	1300801.0	39.6	39.02	39.54	40.16	27.76	1.40775E8		5.57E9	0.51	0.2	1.89	
dtv	1.32	51.66	52.19	-0.69	5070000.0	52.27	51.55	52.35	53.4	36.2	7.67785E8	20.18	3.966E10			2.72	
dltr	1.89	67.46	68.27	-1.3	773072.0	68.57	67.39	68.76	70.54	40.6	1.2228E8		8.25E9			3.45	
ebay	0.9	33.8	32.95	0.3	1.032E7	33.99	32.85	33.5	35.35	20.48	1.3E9	25.41	4.387E10			1.32	
erts	0.59	24.07	23.85	0.14	6430000.0	24.33	23.66	23.93	25.05	14.67	3.32448E8		8.0E9			-0.84	
expe	0.4	30.17	29.93	0.12	2892077.0	30.56	29.9	30.05	31.01	19.61	2.7338E8	20.66	8.25E9	0.93	0.28	1.46	
expd	0.04	50.54	50.23	0.02	833913.0	50.81	49.84	50.52	57.15	39.21	2.1237E8	29.21	1.073E10	0.99	0.5	1.73	
esrx	1.13	56.65	56.64	-0.65	9120000.0	57.42	56.51	57.3	60.89	41.67						2.45	
ffiv	3.66	97.5	99.8	-3.7	3720000.0	100.98	97.25	101.2	145.76	80.0	8.1111E7		7.91E9			2.72	
fast	0.2	34.32	34.04	0.07	1630000.0	34.42	33.89	34.25	36.8	22.32		32.07	1.013E10	1.52	0.13	1.06	
fslr	2.84	120.6	123.47	-3.52	1270000.0	124.0	120.58	124.12	175.45	111.4	8.6161E7	17.2	1.039E10			7.01	
fisv	0.6	61.79	61.55	-0.37	711063.0	62.06	61.38	62.16	65.41	46.19	1.4361E8		8.87E9			3.24	
flex	4.14	6.72	6.9	-0.29	7190000.0	6.98	6.66	7.01	8.5	4.86			5.09E9			0.79	
flir	1.35	28.42	28.29	-0.39	1230000.0	28.72	27.94	28.81	37.29	24.0	1.59683E8	21.53	4.54E9	0.83	0.24	1.32	
grmn	0.49	32.56	32.68	-0.16	578201.0	32.7	32.28	32.72	36.42	26.11	2.08077E8		6.32E9		1.6	3.27	
gild	1.32	42.64	43.04	-0.57	5160000.0	43.32	42.62	43.21	43.49	31.76	7.8705E8		3.3560000000000004E10			3.19	
goog	0.12	618.98	613.36	0.75	3110000.0	625.41	613.0	618.23	642.96	447.65	2.52993E8		1.9947E11			27.73	
