atvi	1.37	11.84	11.71	0.16	3430000.0	11.88	11.64	11.68	12.65	10.32	1.14E9		1.355E10		0.17	0.44	
adbe	0.25	31.53	31.33	0.08	4110000.0000000005	31.65	31.24	31.45	35.99	25.45						1.88	
akam	0.06	31.49	31.37	0.02	5000000.0	31.65	30.98	31.47	54.65	28.69	1.8671E8	33.5	5.88E9			0.95	
alxn	1.02	47.51	46.91	0.48	841901.0	47.51	46.91	47.03	52.5	24.31	1.8384E8		8.73E9			0.55	
altr	2.55	47.53	46.44	1.18	3760000.0	47.75	46.2	46.35	49.59	24.2	3.2222E8	17.8	1.532E10	0.52	0.24	2.67	
amzn	2.45	209.49	205.55	5.0	3980000.0	210.27	203.61	204.49	210.27	105.8	4.5204E8	90.69	9.47E10			2.31	
amgn	-0.12	58.28	58.44	-0.07	5230000.0	58.44	57.89	58.35	61.53	50.26	9.2973E8	12.12	5.418E10			4.81	
apol	6.36	46.46	45.98	2.78	6387831.0	47.72	45.62	43.68	53.61	33.75	1.416E8		6.58E9				
aapl	2.26	343.26	335.95	7.59	1.545E7	343.5	334.2	335.67	364.9	235.56	9.24755E8	16.36				20.98	
amat	2.15	13.29	13.01	0.28	1.1620332E7	13.31	12.88	13.01	16.93	10.27	1.32E9	11.17	1.752E10	2.46	0.32	1.19	
adsk	0.26	38.7	38.6	0.1	3268365.0	38.89	38.44	38.6	46.15	23.64	2.3095E8	37.57	8.94E9			1.03	
adp	2.3	53.89	52.56	1.21	2951543.0	53.99	52.48	52.68	55.12	38.41	4.99705E8	22.0	2.693E10	2.73	1.44	2.45	
bidu	2.3	143.35	139.44	3.22	7198371.0	143.35	138.9	140.13	156.04	65.9	3.4881E8		5.0E10			1.82	
bbby	1.75	59.39	58.48	1.02	2190000.0	59.53	58.4	58.37	59.53	35.55	2.49128E8	18.11				3.28	
biib	1.48	108.5	107.35	1.58	1670000.0	108.64	106.92	106.92	109.63	46.15	2.4163E8		2.622E10			4.36	
bmc	1.99	55.79	54.84	1.09	2300895.0	56.1	54.8	54.7	56.16	34.24	1.7593E8					2.5	
brcm	2.29	34.41	33.82	0.77	6380973.0	34.7	33.59	33.64	47.39	29.9	4.826E8	17.29		1.07	0.36	1.98	
chrw	2.26	80.62	79.1	1.78	971143.0	80.99	78.84	78.84	82.05	54.5	1.65564E8	33.31	1.335E10	1.47	1.16	2.42	
ca	1.44	23.17	22.87	0.33	3180000.0	23.18	22.77	22.84	25.68	17.7	5.06108E8		1.173E10	0.88	0.2	1.61	
celg	0.93	60.88	60.75	0.56	2460853.0	60.97	60.17	60.32	63.46	48.02	4.628E8	31.71	2.818E10			1.92	
cern	2.34	62.54	61.36	1.43	949101.0	62.59	60.82	61.11	62.96	36.03	1.68212E8	42.54	1.052E10			1.47	
chkp	0.18	56.75	56.64	-0.1	1520000.0	56.89	56.25	56.85	56.92	28.82	2.0841E8					2.23	
csco	1.6	15.86	15.63	0.25	5.648E7	15.95	15.6	15.61	26.0	14.78	5.500185E9		8.723E10		0.06	1.27	
ctxs	0.97	80.78	80.31	0.78	1659407.0	81.32	79.97	80.0	88.49	41.62	1.88E8		1.519E10			1.59	
ctsh	1.99	74.8	73.48	1.46	2153733.0	74.86	73.12	73.34	83.48	48.98	3.0425E8	29.33	2.276E10			2.55	
