atvi	0.5	11.84	11.89	-0.06	5680000.0	11.97	11.75	11.9	12.65	10.4	1.14E9		1.355E10	1.39	0.17	0.44	
adbe	2.39	29.35	30.12	-0.72	7030000.0	30.22	29.25	30.07	35.99	25.45	4.9387E8		1.449E10			1.88	
akam	4.3	29.62	30.86	-1.33	6260000.0	30.93	29.52	30.95	54.65	28.69	1.8671E8	31.51	5.53E9			0.95	
alxn	0.04	51.27	51.31	0.02	1302145.0	51.66	50.61	51.25	52.66	24.73	1.8384E8		9.43E9			0.55	
altr	2.47	42.58	43.93	-1.08	6700000.0	44.05	42.47	43.66	49.59	24.48	3.2222E8	15.95	1.372E10		0.24	2.67	
amzn	1.46	210.38	213.58	-3.12	3830000.0	215.91	209.38	213.5	218.32	105.8	4.5204E8	91.07	9.51E10			2.31	
amgn	1.64	55.68	56.56	-0.93	7140000.0	56.6	55.49	56.61	61.53	50.26	9.2973E8	11.58	5.177E10			4.81	
apol	1.36	49.14	49.85	-0.68	1380000.0	50.03	48.95	49.82	53.61	33.75	1.3776E8					2.95	
aapl	-0.07	357.77	361.01	-0.25	1.497E7	361.61	356.34	358.02	364.9	235.56	9.24755E8	17.05				20.98	
amat	1.37	12.27	12.45	-0.17	2.245E7	12.64	12.24	12.44	16.93	10.27	1.32E9	10.31	1.6170000000000002E10		0.32	1.19	
adsk	2.44	36.35	37.43	-0.91	2910000.0	37.69	36.24	37.26	46.15	24.77	2.3095E8	35.29	8.4E9			1.03	
adp	0.75	53.29	53.83	-0.4	1800000.0	54.12	53.17	53.69	55.12	38.41	4.99705E8	21.75	2.663E10	2.7	1.44	2.45	
bidu	1.03	140.82	142.95	-1.47	6490000.0	144.36	139.81	142.29	156.04	70.38	3.4881E8		4.912E10			1.82	
bbby	-1.06	58.81	59.61	-0.63	1970000.0	60.25	58.64	59.44	60.55	35.55	2.4926E8	17.93				3.28	
biib	2.01	103.19	105.47	-2.12	1270000.0	106.23	103.06	105.31	109.63	51.74	2.4163E8		2.493E10			4.36	
bmc	2.39	52.62	53.97	-1.29	1620000.0	54.27	52.45	53.91	56.55	34.47	1.7593E8	21.05				2.5	
brcm	1.26	32.88	33.37	-0.42	9940000.0	34.13	32.7	33.3	47.39	29.9	4.826E8	16.59		1.08	0.36	1.98	
chrw	0.85	78.92	79.62	-0.68	683201.0	80.02	78.49	79.6	82.61	57.01	1.65564E8	32.61	1.307E10	1.46	1.16	2.42	
ca	1.43	22.11	22.52	-0.32	5600000.0	22.65	21.99	22.43	25.68	17.7	5.0738E8			0.89	0.2	1.61	
celg	0.82	60.58	61.07	-0.5	1680000.0	61.49	60.42	61.08	63.46	48.92	4.628E8	31.55	2.804E10			1.92	
cern	1.21	61.8	62.66	-0.76	505937.0	63.26	61.52	62.56	64.48	36.03	1.68212E8	42.04				1.47	
chkp	1.51	56.59	57.8	-0.87	3440000.0	57.8	56.1	57.46	58.57	32.23	2.0841E8					2.23	
csco	0.9	15.43	15.56	-0.14	4.832E7	15.76	15.4	15.57	26.0	14.78	5.500185E9	12.05	8.487E10		0.06	1.27	
ctxs	-1.95	74.4	76.35	-1.48	3240000.0	76.35	73.71	75.88	88.49	44.99	1.88E8		1.399E10			1.59	
ctsh	1.41	72.98	74.62	-1.04	2210000.0	75.57	72.81	74.02	83.48	52.48	3.0425E8	28.62	2.22E10			2.55	
cmcsa	-0.59	24.425	24.68	-0.15	2.251E7	24.86	24.36	24.57	27.16	16.76	2.084368E9	18.5		1.83	0.45	1.32	
cost	0.63	80.33	80.87	-0.51	1510000.0	81.47	80.13	80.84	83.95	53.49	4.3781E8	25.1	3.517E10	1.2	0.96	3.2	
ctrp	0.0	44.5	44.53	0.0	1350000.0	45.08	43.72	44.5	53.16	36.0						1.11	
dell	0.97	16.69	16.61	0.16	2.478E7	17.07	16.56	16.53	17.22	11.34	1.89E9	9.99				1.67	
xray	0.25	39.15	39.46	-0.1	1157219.0	39.65	38.99	39.25	40.16	27.76	1.40775E8		5.51E9	0.51	0.2	1.89	
dtv	1.31	52.14	52.81	-0.69	5280000.0	52.95	51.58	52.83	53.4	34.84	7.67785E8	20.37	4.003E10			2.72	
dltr	0.38	68.92	69.51	-0.26	1340000.0	69.99	68.56	69.18	70.54	40.6	1.2228E8		8.43E9			3.45	
ebay	0.59	32.19	32.32	-0.19	1.084E7	32.8	31.92	32.38	35.35	19.92	1.297899E9	22.67	4.178E10			1.42	
erts	1.67	23.51	23.49	-0.4	9340000.0	23.76	23.19	23.91	25.05	14.6	3.32448E8		7.82E9			-0.84	
expe	1.31	30.21	30.81	-0.4	3620000.0	30.91	29.93	30.61	31.01	19.5	2.7338E8	20.69	8.26E9		0.28	1.46	
expd	1.36	49.89	50.76	-0.69	1350000.0	50.96	49.76	50.58	57.15	38.49	2.1237E8	28.84	1.06E10	1.0	0.5	1.73	
esrx	1.32	52.47	53.19	-0.7	6690000.0	53.38	52.22	53.17	60.89	41.55		22.62				2.32	
ffiv	1.56	110.96	113.65	-1.76	1803066.0	115.5	109.92	112.72	145.76	72.48	8.1111E7	45.29	9.0E9			2.46	
fast	0.75	34.24	34.72	-0.26	2029999.9999999998	34.93	34.12	34.5	36.8	22.32	2.94861E8		1.01E10		0.13	1.06	
fslr	-1.59	123.19	125.28	-1.99	1170000.0	125.32	122.62	125.18	175.45	111.4	8.6161E7	17.57	1.061E10			7.01	
fisv	1.12	61.99	62.82	-0.7	536717.0	63.27	61.9	62.69	65.41	44.85	1.4361E8		8.9E9			3.24	
flex	2.03	6.27	6.39	-0.13	5320000.0	6.46	6.23	6.4	8.5	4.86		8.36	4.75E9			0.75	
flir	1.68	32.11	32.73	-0.55	913710.0	32.8	32.03	32.66	37.29	24.0	1.59683E8	21.26	5.13E9	0.73	0.24	1.51	
grmn	1.55	32.45	33.06	-0.51	1150000.0	33.11	32.18	32.96	36.42	26.11	2.08077E8		6.3E9		1.6	3.27	
gild	0.82	41.27	41.73	-0.34	4720000.0	41.99	41.21	41.61	42.93	31.73	7.8705E8		3.2479999999999996E10			3.19	
goog	1.73	528.94	539.12	-9.32		542.0	526.73	538.26	642.96	447.65	2.52993E8	20.54	1.7045E11			25.75	
gmcr	2.45	88.31	90.41	-2.22	2007355.0	91.52	88.11	90.53	96.91	26.14		111.78	1.254E10			0.79	
hpq	-0.87	35.13	35.54	-0.31	1.497E7	35.69	35.01	35.44	49.39	33.95	2.074156E9	8.62	7.287E10		0.48	4.07	
hsic	1.23	72.97	73.94	-0.91	425460.0	74.38	72.73	73.88	74.98	50.96	9.2252E7		6.73E9			3.66	
ilmn	0.45	73.68	74.09	-0.33	1435476.0	74.77	72.65	74.01	79.4	41.15	1.2313E8		9.07E9			0.86	
infy	0.16	61.16	61.55	-0.1	1960000.0	62.43	60.96	61.26	77.92	56.73			3.494E10	1.09			
intc	0.93	22.27	22.56	-0.21	4.679E7	22.7	22.21	22.48	23.96	17.6	5.3E9	10.41	1.1808E11		0.21	2.15	
intu	1.34	49.19	49.86	-0.67	2120000.0	50.44	49.05	49.86	56.46	36.33	3.04E8		1.495E10			2.05	
isrg	0.96	355.96	360.15	-3.44	255962.0	361.95	354.23	359.4	384.49	246.05	3.929E7	35.81	1.398E10			9.94	
joyg	0.57	95.41	95.85	0.54	3110000.0	98.5	94.0	94.87	103.44	53.13	1.0504E8	19.08	1.002E10		0.7	5.0	
klac	2.11	40.75	41.8	-0.88		42.45	40.59	41.63	51.83	27.75	1.67903E8	10.48	6.84E9	2.4	1.0	3.89	
lrcx	1.94	41.85	42.72	-0.83	3020000.0	43.1	41.54	42.68	59.1	35.39	1.2449E8	7.12	5.21E9			5.88	
linta	1.99	17.23	17.61	-0.35	3950000.0	17.83	17.13	17.58	18.65	10.1	5.72144E8	17.23	1.036E10			1.0	
life	0.83	50.08	50.72	-0.42	1290000.0	51.38	49.98	50.5	57.25	41.1	1.7877E8	24.92	8.95E9			2.01	
lltc	1.72	30.31	30.95	-0.53	3790000.0	31.31	30.25	30.84	36.14	28.45	2.27734E8	12.84	6.9E9		0.96	2.36	
mrvl	0.27	14.68	14.75	-0.04	1.243E7	15.06	14.54	14.72	22.01	13.17	6.11318E8	11.65				1.26	
mat	0.89	26.79	27.05	-0.24	4210000.0	27.12	26.59	27.03	28.17	20.57	3.47588E8		9.31E9	3.4	0.92	1.85	
mxim	1.01	23.61	23.87	-0.24	2300000.0	24.19	23.45	23.85	28.44	15.67	2.9537E8	16.99	6.97E9		0.84	1.39	
mchp	1.23	32.01	32.59	-0.4	5600000.0	32.94	31.81	32.41	41.5	27.46	1.9048E8		6.1E9	4.2	1.38	2.15	
mu	-2.67	7.29	7.52	-0.2	3.163E7	7.59	7.23	7.49	11.95	6.36						0.61	
msft	0.6	26.47	26.62	-0.16	4.571E7	27.01	26.36	26.63	29.46	23.32	8.432767E9		2.2322E11	2.4	0.64	2.52	
myl	0.67	23.86	24.18	-0.16	4606434.0	24.31	23.8	24.02	25.46	16.87	4.3925E8		1.048E10			0.73	
ntap	3.12	49.63	51.49	-1.6	8430000.0	51.7	49.52	51.23	61.02	37.04	3.7111E8	29.02	1.842E10			1.71	
nflx	4.05	286.62	299.5	-12.11	5820000.0	300.0	285.26	298.73	304.79	95.33		82.36				3.48	
nwsa	3.11	15.44	15.98	-0.49	7.5253698E7	16.13	15.2	15.93	18.35	11.91	2.63E9	13.78	4.054E10		0.15	1.11	
nihd	3.82	41.85	43.51	-1.66	2020000.0	43.66	41.42	43.51	46.32	33.92	1.70197E8		7.12E9			2.25	
nvda	3.96	14.08	14.72	-0.58	2.715E7	14.81	14.01	14.66	26.17	8.65	6.0029E8		8.449999999999999E9			0.41	
orly	-1.01	63.69	64.43	-0.65	984625.0	64.6	63.35	64.34	66.52	45.74	1.3787E8		8.78E9			2.98	
orcl	1.96	32.05	32.8	-0.64	3.197E7	33.1	31.86	32.69	36.5	21.66	5.07E9	19.19	1.6235E11		0.24	1.67	
pcar	2.31	49.1	50.37	-1.16	4290000.0	50.79	48.94	50.26	58.75	39.77	3.6547E8	30.88	1.794E10		0.48	1.59	
payx	0.62	30.51	30.79	-0.19	2038085.0	31.04	30.38	30.7	33.91	24.65	3.6185E8	21.49			1.24	1.42	
pcln	2.36	519.72	534.77	-12.55	751008.0	537.69	518.5	532.27	561.88	211.14	4.965E7	45.67	2.58E10			11.38	
qgen	0.11	18.25	18.35	0.02	1370000.0	18.46	18.12	18.23	22.2	16.86	2.3283E8	31.47	4.25E9			0.58	
qcom	2.09	54.92	56.1	-1.17	1.899E7	56.44	54.29	56.09	59.84	35.74	1.67E9	23.88	9.169E10		0.86	2.3	
rimm	3.13	27.27	28.41	-0.88	2.081E7	28.41	27.17	28.15	70.54	25.82		4.33				6.3	
rost	0.96	77.77	78.76	-0.75	979803.0	79.19	77.47	78.52	83.11	48.71	1.1696E8	15.73	9.1E9	1.12	0.88	4.95	
sndk	1.72	41.16	42.08	-0.72	5620000.0	42.75	41.0	41.88	53.6	33.03	2.38372E8		9.81E9			5.35	
stx	0.89	16.68	16.94	-0.15	8570000.0	17.11	16.63	16.83	18.35	9.84	4.30085E8	10.49	7.17E9		0.18	1.58	
shld	1.49	74.14	75.33	-1.12	266864.0	76.83	73.81	75.26	94.79	60.12	1.07706E8		7.99E9			-0.48	
sial	-1.07	73.01	73.95	-0.79	658427.0	74.32	72.66	73.8	76.16	51.44	1.21827E8	22.26	8.89E9	0.98	0.72	3.28	
spls	1.87	15.2	15.5	-0.29	9760000.0	15.53	15.1	15.49	23.75	14.75	7.13154E8		1.084E10		0.4	1.24	
sbux	1.14	39.13	39.55	-0.45	6660000.0	39.82	38.9	39.58	41.11	22.5	7.496E8	27.36	2.933E10	1.31	0.52	1.43	
srcl	1.74	89.9	91.66	-1.59	297627.0	92.01	89.73	91.49	95.71	61.02	8.585E7	36.4	7.72E9			2.47	
symc	1.56	18.97	19.28	-0.3	7560000.0	19.42	18.87	19.27	20.5	12.04	7.55541E8	24.96	1.433E10			0.76	
teva	1.63	48.43	49.47	-0.8	4890000.0	49.52	48.35	49.23	57.08	44.86		13.02				3.72	
urbn	1.73	31.3	31.85	-0.55	3000000.0	31.93	30.96	31.85	39.26	27.96	1.5969E8		5.0E9			1.53	
vrsn	1.83	32.79	33.56	-0.61	2089999.9999999998	33.73	32.73	33.4	37.73	27.66	1.6847E8		5.52E9			4.68	
vrtx	2.25	50.33	51.0	-1.16	1630000.0	52.44	50.18	51.49	58.87	32.0	2.05998E8		1.037E10			-3.8	
