0,entity,Domain,Conditions,Humidity,day
15,2,Austin,Mist,93,1
15,5,Austin,Rain Fog;Mist,93,1
15,10,Austin,Rain Fog;Mist,93,1
15,13,Austin,Mostly Cloudy,74,1
15,25,Austin,Cloudy,93,1
15,31,Austin,Cloudy,93,1
15,35,Austin,Cloudy,93,1
15,38,Austin,Cloudy,86,1
15,39,Austin,Cloudy,86,1
15,43,Austin,Cloudy,93,1
15,50,Austin,Mostly Cloudy,87,1
15,60,Austin,Overcast,85,1
15,91,Austin,Partly Cloudy,64,1
15,104,Austin,Fair,72,1
15,112,Austin,Fair,53,1
15,130,Austin,Overcast,85,1
15,132,Austin,Overcast,85,1
15,145,Austin,Overcast with Haze,82,1
15,149,Austin,Rain,100,1
15,154,Austin,Cloudy,93,1
15,156,Austin,Rain,100,1
15,167,Austin,Rain,100,1
15,174,Austin,Fog;Mist,93,1
15,205,Austin,Light Fog,100,1
15,209,Austin,Light Fog,100,1
15,251,Austin,Fog;Mist,86,1
15,254,Austin,Fog;Mist,86,1
15,257,Austin,Overcast with Haze,80,1
15,259,Austin,Cloudy,87,1
15,273,Austin,Rain,87,1
15,275,Austin,Rain,100,1
15,280,Austin,Rain,100,1
15,302,Austin,Overcast,80,1
15,314,Austin,Light Rain Fog;Mist,93,1
15,315,Austin,Light Rain Fog;Mist,90,1
15,324,Baltimore,Mostly Cloudy,45,1
15,342,Baltimore,Clear,52,1
15,376,Baltimore,Fair,43,1
15,382,Baltimore,A Few Clouds,57,1
15,398,Baltimore,Overcast,40,1
15,407,Baltimore,Cloudy,36,1
15,408,Baltimore,Mostly Cloudy,40,1
15,428,Baltimore,Snow,77,1
15,441,Baltimore,Light Snow,80,1
15,462,Baltimore,Clear,34,1
15,467,Baltimore,Clear,37,1
15,483,Baltimore,Clear,60,1
15,496,Baltimore,Mostly Cloudy,65,1
15,498,Baltimore,Partly Cloudy,60,1
15,517,Baltimore,Mostly Cloudy,60,1
15,528,Baltimore,Mostly Clear,81,1
15,535,Baltimore,Haze,82,1
15,552,Baltimore,Mostly Cloudy,61,1
15,565,Baltimore,Overcast,75,1
15,600,Baltimore,Mist,86,1
15,611,Baltimore,Light Snow,79,1
15,625,Baltimore,Fog;Mist,85,1
15,646,Boston,Clear,42,1
15,649,Boston,Clear,38,1
15,655,Boston,Few Clouds,26,1
15,660,Boston,Clear,35,1
15,669,Boston,Cloudy,40,1
15,671,Boston,Cloudy,44,1
15,673,Boston,Mostly Cloudy,44,1
15,676,Boston,Clear,48,1
15,684,Boston,Few Clouds,36,1
15,692,Boston,Mostly Clear,29,1
15,731,Boston,Clear,32,1
15,734,Boston,Clear,36,1
15,746,Boston,Mostly Clear,40,1
15,756,Boston,Cloudy,38,1
15,768,Boston,Cloudy,45,1
15,774,Boston,Mostly Clear,38,1
15,776,Boston,Mostly Clear,35,1
15,789,Boston,Cloudy,56,1
15,791,Boston,Cloudy,56,1
15,798,Boston,Clear,63,1
15,801,Boston,Clear,65,1
15,831,Boston,Mostly Clear,58,1
15,837,Boston,Few Clouds,35,1
15,843,Boston,Cloudy,44,1
15,848,Boston,Few Clouds,50,1
15,852,Boston,Mostly Clear,55,1
15,859,Boston,Cloudy,41,1
15,908,Boston,Cloudy,66,1
15,961,Charlotte,Clear,50,1
15,965,Charlotte,Mostly Clear,40,1
15,997,Charlotte,Mist,96,1
15,1000,Charlotte,Mist,100,1
15,1001,Charlotte,Mostly Cloudy,92,1
15,1011,Charlotte,Few Clouds,43,1
15,1074,Charlotte,Cloudy,81,1
15,1080,Charlotte,Cloudy,78,1
15,1083,Charlotte,Mostly Clear,74,1
15,1084,Charlotte,Few Clouds,78,1
15,1086,Charlotte,Few Clouds,81,1
15,1107,Charlotte,Few Clouds,56,1
15,1113,Charlotte,Clear,70,1
15,1152,Charlotte,Mostly Cloudy,67,1
15,1154,Charlotte,Few Clouds,49,1
15,1166,Charlotte,Cloudy,69,1
15,1183,Charlotte,Mist,92,1
15,1224,Charlotte,Mist,96,1
15,1226,Charlotte,Mist,93,1
15,1234,Charlotte,Fog,100,1
15,1237,Charlotte,Fog,100,1
15,1239,Charlotte,Fog,100,1
15,1240,Charlotte,Mist,100,1
15,1286,Chicago,Mostly Cloudy,60,1
15,1288,Chicago,Mostly Cloudy,57,1
15,1294,Chicago,Mostly Cloudy,49,1
15,1298,Chicago,Mostly Cloudy,62,1
15,1304,Chicago,Few Clouds,60,1
15,1308,Chicago,Mostly Clear,62,1
15,1313,Chicago,Cloudy,60,1
15,1317,Chicago,Cloudy,62,1
15,1318,Chicago,Cloudy,62,1
15,1331,Chicago,Haze,54,1
15,1333,Chicago,A Few Clouds,60,1
15,1335,Chicago,Fair,65,1
15,1341,Chicago,Partly Cloudy,65,1
15,1342,Chicago,Partly Cloudy,65,1
15,1343,Chicago,A Few Clouds,68,1
15,1350,Chicago,Overcast,62,1
15,1365,Chicago,Mostly Cloudy,65,1
15,1388,Chicago,Mostly Clear,55,1
15,1393,Chicago,Mostly Cloudy,65,1
15,1403,Chicago,Cloudy,74,1
15,1406,Chicago,Mostly Cloudy,71,1
15,1411,Chicago,Mostly Cloudy,77,1
15,1416,Chicago,Few Clouds,71,1
15,1438,Chicago,Haze,77,1
15,1440,Chicago,Haze,77,1
15,1450,Chicago,Overcast,72,1
15,1462,Chicago,Overcast with Haze,78,1
15,1468,Chicago,Overcast with Haze,78,1
15,1472,Chicago,Few Clouds,61,1
15,1486,Chicago,"Light Snow, Mist",93,1
15,1503,Chicago,Haze,74,1
15,1507,Chicago,Overcast with Haze,63,1
15,1546,Chicago,Haze,81,1
15,1557,Chicago,Haze,81,1
15,1570,Chicago,Light Snow Fog;Mist,85,1
15,1573,Chicago,Light Snow,79,1
15,1583,Chicago,Overcast with Haze,81,1
15,1588,Chicago,Overcast with Haze,81,1
15,1611,Columbus,Cloudy,49,1
15,1614,Columbus,Cloudy,49,1
15,1631,Columbus,Some Clouds,74,1
15,1633,Columbus,Mostly Clear,80,1
15,1641,Columbus,Clouds And Sun,74,1
15,1642,Columbus,Clouds And Sun,74,1
15,1646,Columbus,Clouds And Sun,53,1
15,1651,Columbus,Cloudy,43,1
15,1686,Columbus,Cloudy,51,1
15,1696,Columbus,Cloudy,58,1
15,1703,Columbus,Cloudy,58,1
15,1717,Columbus,Mostly Clear,54,1
15,1723,Columbus,Partly Cloudy,73,1
15,1740,Columbus,Partly Sunny,57,1
15,1745,Columbus,Sunny,41,1
15,1752,Columbus,Cloudy,72,1
15,1753,Columbus,Cloudy,72,1
15,1754,Columbus,Cloudy,75,1
15,1800,Columbus,Cloudy,66,1
15,1871,Columbus,Light Snow,75,1
15,1874,Columbus,Light Snow,81,1
15,1926,Dallas,Light Rain Fog;Mist,93,1
15,1940,Dallas,Cloudy,70,1
15,1959,Dallas,Mist,86,1
15,1961,Dallas,Haze,82,1
15,1963,Dallas,Haze,75,1
15,1968,Dallas,Cloudy,68,1
15,1985,Dallas,Fog;Mist,88,1
15,1995,Dallas,Overcast with Haze,79,1
15,1999,Dallas,Overcast,68,1
15,2010,Dallas,Cloudy,75,1
15,2014,Dallas,Cloudy,75,1
15,2024,Dallas,Cloudy,75,1
15,2026,Dallas,Cloudy,75,1
15,2047,Dallas,Cloudy,82,1
15,2051,Dallas,Cloudy,82,1
15,2053,Dallas,Cloudy,85,1
15,2073,Dallas,Cloudy,79,1
15,2079,Dallas,Rain,87,1
15,2091,Dallas,Fog;Mist,83,1
15,2108,Dallas,Light Rain Fog;Mist,92,1
15,2110,Dallas,Light Rain,86,1
15,2111,Dallas,Light Rain,86,1
15,2112,Dallas,Cloudy,88,1
15,2115,Dallas,Cloudy,70,1
15,2120,Dallas,Cloudy,79,1
15,2121,Dallas,Haze,82,1
15,2152,Dallas,Overcast with Haze,83,1
15,2161,Dallas,Overcast with Haze,82,1
15,2175,Dallas,Partly Cloudy,57,1
15,2176,Dallas,Mostly Cloudy,54,1
15,2180,Dallas,Mostly Cloudy,60,1
15,2211,Dallas,Mostly Cloudy,61,1
15,2220,Dallas,Overcast,86,1
15,2223,Dallas,Mostly Cloudy,86,1
15,2226,Dallas,Overcast,82,1
15,2247,Denver,Fog,93,1
15,2268,Denver,Few Clouds,64,1
15,2272,Denver,Clear,71,1
15,2273,Denver,Few Clouds,74,1
15,2281,Denver,Few Clouds,30,1
15,2305,Denver,Fog;Mist,92,1
15,2309,Denver,A Few Clouds,69,1
15,2318,Denver,A Few Clouds,25,1
15,2320,Denver,A Few Clouds,23,1
15,2323,Denver,Partly Cloudy,23,1
15,2328,Denver,Few Clouds,32,1
15,2332,Denver,Clear,37,1
15,2350,Denver,Mostly Clear,32,1
15,2355,Denver,Mostly Clear,23,1
15,2358,Denver,Mostly Clear,52,1
15,2365,Denver,Mostly Cloudy,64,1
15,2396,Denver,Cloudy,52,1
15,2402,Denver,Cloudy,64,1
15,2417,Denver,Overcast,57,1
15,2423,Denver,Overcast,85,1
15,2442,Denver,Clear,40,1
15,2445,Denver,Clear,40,1
15,2447,Denver,Clear,46,1
15,2451,Denver,Clear,37,1
15,2457,Denver,Clear,40,1
15,2479,Denver,Fair,71,1
15,2500,Denver,Mostly Cloudy,32,1
15,2535,Denver,Mostly Cloudy,52,1
15,2543,Denver,Partly Cloudy,47,1
15,2548,Denver,Partly Cloudy,36,1
15,2549,Denver,Partly Cloudy,36,1
15,2552,Denver,Partly Cloudy,29,1
15,2558,Denver,Mostly Cloudy,27,1
15,2580,Detroit,Mostly Cloudy,53,1
15,2589,Detroit,Clear,68,1
15,2605,Detroit,Cloudy,52,1
15,2611,Detroit,Cloudy,55,1
15,2625,Detroit,Fair,70,1
15,2631,Detroit,Fair,80,1
15,2648,Detroit,Clear,51,1
15,2649,Detroit,Clear,58,1
15,2650,Detroit,Clear,61,1
15,2672,Detroit,Mostly Clear,62,1
15,2685,Detroit,Clear,77,1
15,2687,Detroit,Clear,77,1
15,2691,Detroit,Clear,84,1
15,2692,Detroit,Cloudy,81,1
15,2710,Detroit,Cloudy,72,1
15,2712,Detroit,Few Clouds,75,1
15,2713,Detroit,Few Clouds,75,1
15,2743,Detroit,Fair,85,1
15,2746,Detroit,Fair,85,1
15,2755,Detroit,Cloudy,66,1
15,2763,Detroit,Few Clouds,81,1
15,2777,Detroit,Light Snow,78,1
15,2780,Detroit,Haze,82,1
15,2798,Detroit,Overcast,85,1
15,2806,Detroit,Fog;Mist,84,1
15,2825,Detroit,Lgt.Snow;Fog,92,1
15,2827,Detroit,Mist,93,1
15,2831,Detroit,Mist,93,1
15,2832,Detroit,Mist,93,1
15,2843,Detroit,Mostly Clear,74,1
15,2845,Detroit,Cloudy,64,1
15,2858,Detroit,Light Snow Fog;Mist,92,1
15,2861,Detroit,Fog;Mist,88,1
15,2877,Detroit,Overcast,66,1
15,2881,El Paso,Lgt.Snow;Fog,92,1
15,2885,El Paso,Cloudy,85,1
15,2889,El Paso,Mostly Cloudy,80,1
15,2895,El Paso,Few Clouds,64,1
15,2916,El Paso,Mostly Cloudy,79,1
15,2918,El Paso,Mostly Cloudy,82,1
15,2936,El Paso,Mostly Cloudy,57,1
15,2951,El Paso,Mostly Cloudy,82,1
15,2955,El Paso,Mostly Cloudy,71,1
15,2962,El Paso,Partly Cloudy,38,1
